OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2015,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,2365 Northside Dr Ste 300,San Diego,CA,46,46000469630
2017,Closed,316,Billing Issues,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,4509 A Lacey Blvd SE,Lacey,WA,107,107000500740
2013,Closed,316,Billing Issues,713940-Fitness & Recreational Industries,Fitness & Recreational Industries,2629 SW Andover St,Seattle,WA,107,107000439955
2017,Closed,15,Privacy Abuse,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,67,67000514617
2016,New,999,Other/Miscellaneous,522210-Credit Card Issuing,Credit Card Issuing,10615 Professional Cir Ste 102  ,Reno,NV,60,60000489378
2021,New,999,Other/Miscellaneous,524000-Insurance Carriers & Related Activities,,2973 Harbor Blvd Ste 240,Costa Mesa,CA,60,60000594287
2017,Closed,20,Negative Option,452100-Department Stores,,3333 Beverly Rd B6-258A-B,Hoffman Estates,IL,14,14000499127
2020,Closed,640,Fees,514191-Internet service providers/info. services (doesn't,,,,WA,157,157000574440
2018,Closed,7,Warranty,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,199 Fremont St,San Francisco,CA,6,6000535759
2014,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,18710 Meridian E Ste 115-83,Puyallup,WA,33,33000442208
2017,Closed,301,Failure To Deliver/Perform,611000-Educational Services,,,Mercer Island,WA,33,33000519450
2017,New,999,Other/Miscellaneous,441100-Automotive Dealers,,2220 Carriage Dr SW,Olympia,WA,60,60000499320
2020,Closed,316,Billing Issues,514191-Internet service providers/info. services (doesn't,,11717 Exploration Ln,Germantown,MD,107,107000566675
2013,Closed,999,Other/Miscellaneous,561440-Collection Agencies,Collection Agencies,PO Box 3011,Tacoma,WA,60,60000432691
2017,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,Office of the Consumer Ombudsman,Orlando,FL,60,60000519497
2016,New,999,Other/Miscellaneous,511210-Software Publishers,Software Publishers,One Microsoft Way,Redmond,WA,60,60000489474
2021,Closed,318,Charge:Service Not Performed/Product not delivered,"235000-Special trade Contractors (includes plumbers, elec",,14419 Greenwood Ave N #A,Seattle,WA,40,40000588195
2016,Closed,207,Cramming,"560000-Admin. & support services (office admin., faciliti",,,Las Vegas,NV,62,62000483692
2015,Closed,998,Governement agency complaint,922110-Courts,,930 Tacoma Ave S Ste 117,Tacoma,WA,179,179000477298
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,12312 Port Grace Blvd,Lavista,NE,60,60000584415
2018,Closed,629,General maintenance,531190-MHU Use Only - MH landlord,,201 Union Ave SE OFC,Renton,WA,144,144000537502
2016,Closed,212,Spyware / Malware,811212-Computer & office machine system repair & maintena,Computer & office machine system repair & maintena,12 Desbrosses St 3rd Fl,New York,NY,113,113000481490
2019,Open,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,3147 Bridgeport Wy W,University Place,WA,60,60000545971
2019,Closed,301,Failure To Deliver/Perform,561440-Collection Agencies,,,Bohemia,NY,33,33000557735
2015,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,,,,WA,177,177000477456
2014,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,Telecommunications/Wireless,400 Fairview Ave N Ste 900,Seattle,WA,27,27000455394
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,830 E Parkridge Ave,Corona,CA,60,60000543530
2014,Closed,316,Billing Issues,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,107,107000444232
2015,Closed,203,Internet & Mobile device based transaction,441100-Automotive Dealers,,,Tacoma,WA,27,27000467047
2014,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,,,AZ,46,46000452860
2017,New,999,Other/Miscellaneous,611000-Educational Services,,13000 N Meridian St,Carmel,IN,60,60000501556
2019,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,33,33000544231
2020,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,222 S 1st St,Yakima,WA,60,60000576027
2020,Closed,318,Charge:Service Not Performed/Product not delivered,713940-Fitness & Recreational Industries,,,Underwood ,WA,40,40000579432
2019,Closed,301,Failure To Deliver/Perform,511140-Database & Directory Publishers,,48 W 38th St 8th Fl,New York,NY,33,33000557401
2015,Closed,320,Unsatisfactory Repair/Service,722000-Restaurants and Bars,,,Pullman,WA,42,42000464300
2020,Closed,62,Price Gouging,445110-Supermarkets,,2900 Wheaton Way,Bremerton,WA,116,116000572212
2018,New,999,Other/Miscellaneous,713940-Fitness & Recreational Industries,,22204 Orting Kapowsin Hwy,Graham,WA,60,60000530037
2018,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Puyallup,WA,42,42000526048
2019,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,60,60000554337
2014,Closed,301,Failure To Deliver/Perform,990000-Unclassified Establishments,,,Kalama,WA,33,33000442647
2018,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,,Tacoma,WA,60,60000538606
2016,New,999,Other/Miscellaneous,811212,Computer & office machine system repair & maintena,12 Desbrosses St 3rd Fl,New York,NY,60,60000496005
2020,Closed,201,Unsolicited Mail,524000-Insurance Carriers & Related Activities,,2973 Harbor Blvd Ste 240,Costa Mesa,CA,191,191000574123
2017,New,999,Other/Miscellaneous,"523999-Transfer Agents, securities:  Misc (Money Transfer",,3465 E Foothill Blvd,Pasadena,CA,60,60000508580
2013,Closed,316,Billing Issues,621200-Offices of Dentists,,,Kent,WA,107,107000424499
2017,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,907 Pleasant Valley Ave,Mt Laurel,NJ,155,155000497955
2018,Closed,301,Failure To Deliver/Perform,713990-Amusement & Recreational Industries,,175 Varick St Ste 604,New York,NY,33,33000535272
2015,Closed,404,Collection Practices,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,46,46000460402
2018,Closed,316,Billing Issues,812100-Personal Care Services,,,Puyallup,WA,107,107000530411
2017,Closed,206,Right To Cancel,561620-Security Systems (including locksmiths),,8525 120th Ave NE Ste 222,Kirkland,WA,30,30000515306
2020,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,107,107000564693
2015,Closed,300,Excessive Price or Charge,452000-General Merchandise Stores,General Merchandise Stores,PO Box 42121,Portland,OR,32,32000460098
2017,New,999,Other/Miscellaneous,442110-Furniture stores,, 711 100th St SE,Everett,WA,60,60000508421
2017,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,16,16000512895
2017,Closed,316,Billing Issues,524000-Insurance Carriers & Related Activities,,500 NE Multnomah St Ste 100,Portland,OR,107,107000521736
2019,Closed,206,Right To Cancel,454100-Electronic Shopping & Mail Order Houses,,,Scottsdale,AZ,30,30000545475
2020,Open,999,Other/Miscellaneous,990000-Unclassified Establishments,,,Seattle,WA,60,60000562588
2017,Closed,7,Warranty,524128-Extended Service contract companies,,1524 Hwy 30 E,Carroll,IA,6,6000514242
2016,Closed,4,Prizes & Promotion Issue,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,Office of the President,Dallas,TX,3,3000479303
2017,New,999,Other/Miscellaneous,522291-Consumer Lending (includes Payday Lenders),,220 Lasley Ave,Wilkes-Barre,PA,60,60000498798
2014,Closed,999,Other/Miscellaneous,485000-Transit & ground passenger transportation,Transit & ground passenger transportation,302/304 W Lincoln Ave,Yakima,WA,60,60000453559
2020,Closed,104,Non-Fulfillment,"233000-General Contracting, building, & developing",,2411 1/2 Pine St,Everett,WA,23,23000560894
2019,New,999,Other/Miscellaneous,522291-Consumer Lending (includes Payday Lenders),,PO Box 1147,Mission,SD,60,60000553908
2014,Closed,2,Charitable Solicitation Issue,"813219-Charities, Grantmaking, Civic & Giving Services",,,Stanwood,WA,1,1000452274
2019,New,999,Other/Miscellaneous,621600-Home health care Agencies,,,,  ,60,60000554691
2021,Closed,100,Misrepresentation of Terms,524000-Insurance Carriers & Related Activities,,5260 Western Ave,Chevy Chase,MD,22,22000590630
2018,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,,Brooklyn,NY,60,60000529470
2015,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Tacoma,WA,42,42000476544
2014,Closed,320,Unsatisfactory Repair/Service,"444000-Building materials (incl. plumbing stores), garden","Building materials (incl. plumbing stores), garden",2200 Kensington Ct,Oak Brook,IL,42,42000449431
2018,New,999,Other/Miscellaneous,522220-Sales financing (installment or short-term business),,19001 S Western Ave,Torrance,CA,60,60000529722
2016,Closed,998,Governement agency complaint,"922000-Justice, Public Order & Safety","Justice, Public Order & Safety",3002 Wetmore Ave,Everett,WA,179,179000485502
2017,New,999,Other/Miscellaneous,561450-Credit Bureaus,,,Atlanta,GA,60,60000514442
2019,Closed,301,Failure To Deliver/Perform,621300-Offices of Other Health Professionals,,1200 112th Ave NE Ste C154,Bellevue,WA,33,33000552225
2013,Closed,405,Credit Reporting Error,561440-Collection Agencies,Collection Agencies,PO Box 1240,Allen,TX,108,108000430071
2020,Closed,412,Alleged criminal activity,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,196,196000584154
2013,Closed,405,Credit Reporting Error,522110-Commercial Banking,Commercial Banking,5800 Corporate Drive,Sioux Falls,SD,108,108000430854
2020,Closed,203,Internet & Mobile device based transaction,511140-Database & Directory Publishers,,1301 2nd Ave 31st Fl,Seattle,WA,27,27000583718
2015,Closed,508,Unordered/Unsolicited Merchandise,"451000-Sporting Goods, Hobby, Book & Music Stores","Sporting Goods, Hobby, Book & Music Stores",PO Box 738,Neenah,WI,50,50000464141
2018,Open,999,Other/Miscellaneous,713940-Fitness & Recreational Industries,,,Chehalis,WA,60,60000534769
2017,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 169014,Irving,TX,60,60000506299
2017,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,,Kent,WA,35,35000498098
2018,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,1800 41st St Fl 5,Everett,WA,60,60000535756
2017,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000498221
2017,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec",,7433 5th Ave S,Seattle,WA,33,33000517317
2021,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000593597
2014,Closed,998,Governement agency complaint,921190-Government (General),Government (General),1500 Pennsylvania Ave NW,Washington,DC,179,179000447780
2016,Closed,104,Non-Fulfillment,531390-Timeshare exchange services,Timeshare exchange services,5601 Windhover Dr,Orlando,FL,23,23000489383
2014,Closed,410,Discrimination,446100-Health & Personal Care Stores,,,Bellevue,WA,47,47000459279
2016,Closed,301,Failure To Deliver/Perform,"233000-General Contracting, building, & developing",,,Puyallup,WA,33,33000493828
2017,Closed,403,Collection Activity (Fraudulent or mistaken ID),"560000-Admin. & support services (office admin., faciliti",,501 Greene St Ste 302,Augusta,GA,177,177000511775
2021,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,3161 Michelson Ste 600,Irvine,CA,216,216000588442
2016,Closed,998,Governement agency complaint,921190-Government (General),Government (General),PO Box 45131,Olympia,WA,179,179000477471
2021,Closed,992,COVID Vaccine,722000-Restaurants and Bars,,,Tacoma,WA,222,222000594983
2014,Closed,318,Charge:Service Not Performed/Product not delivered,531390-Timeshare exchange services,,,Seattle,WA,40,40000444877
2016,Closed,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,,New York,NY,60,60000490701
2016,Closed,206,Right To Cancel,334111-Computer Manufacturing,Computer Manufacturing,One Dell Way Mail Stop RR7,Round Rock,TX,30,30000491831
2019,Closed,620,Retaliation,531190-MHU Use Only - MH landlord,,c/o Reeder Management,Gig Harbor,WA,136,136000546617
2014,Closed,100,Misrepresentation of Terms,561510-Travel Agents,Travel Agents,,Kimberling City,MO,22,22000444898
2021,Closed,301,Failure To Deliver/Perform,524128-Extended Service contract companies,,1524 Hwy 30 E,Carroll,IA,33,33000586926
2021,Closed,222,Advance Fee Fraud,522320-Financial Transaction Processing,,,,WA,114,114000591718
2016,New,999,Other/Miscellaneous,522390,Real Estate Loan Servicing,8742 Lucent Blvd Ste 300,Highlands Ranch,CO,60,60000489876
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000578320
2019,Closed,25,Refund Policies,511210-Software Publishers,,One Microsoft Wy,Redmond,WA,18,18000556849
2013,Closed,7,Warranty,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,21903 68th Ave ,Kent,WA,6,6000438723
2019,Closed,61,Phishing,990000-Unclassified Establishments,,This is the ALL major,,  ,111,111000557018
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,3323 20th St E,Fife,WA,60,60000585396
2020,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,,PO Box 9040,Littleton,CO,107,107000584043
2016,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,Software Publishers,One Microsoft Wy,Redmond,WA,27,27000480342
2013,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,33,33000441563
2015,Closed,301,Failure To Deliver/Perform,441210-RV Dealers,RV Dealers,5111 20th St E,Fife,WA,33,33000472578
2017,Closed,61,Phishing,993000-Phishing,,This is the ALL major,,  ,111,111000522964
2015,Closed,641,Failed communication attempts,561310-Employment Placement Agencies,,,San Francisco,CA,158,158000461468
2019,Closed,404,Collection Practices,621300-Offices of Other Health Professionals,,12040 NE 128th St,Kirkland,WA,46,46000557983
2017,New,999,Other/Miscellaneous,561510-Travel Agents,,,Bellevue,WA,60,60000516744
2018,Closed,19,Inadequate Disclosure,485000-Transit & ground passenger transportation,,PO Box 660691,Dallas,TX,13,13000541130
2019,New,999,Other/Miscellaneous,531190-MHU Use Only - MH landlord,,c/o Cal Am Properties,Costa Mesa,CA,60,60000556614
2015,Closed,19,Inadequate Disclosure,713940-Fitness & Recreational Industries,Fitness & Recreational Industries,14927 E Sprague,Spokane Valley,WA,13,13000464776
2013,Closed,446,Third-Party Loan Modification Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,PO Box 242928,Montgomery,AL,174,174000439951
2014,Closed,641,Failed communication attempts,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,c/o WPI Real Estate,Seattle,WA,158,158000451896
2016,Closed,13,Misrepresentation of product or service,531200-Real Estate Agents & Agencies,,,Mercer Island,WA,10,10000496089
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,14762 SE Eastgate Wy,Bellevue,WA,60,60000569461
2020,Closed,303,Questionable Quality Product/Service,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,35,35000581306
2018,Closed,26,Advertising,522130-Credit Unions,,1620 N Signal Dr,Liberty Lake,WA,19,19000536586
2015,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,Office of the President,Dallas,TX,107,107000466226
2020,New,999,Other/Miscellaneous,561440-Collection Agencies,,444 Highway 96 E,Saint Paul,MN,60,60000570146
2015,Closed,316,Billing Issues,511140-Database & Directory Publishers,Database & Directory Publishers,250 Mill St,Rochester,NY,107,107000474763
2020,Closed,301,Failure To Deliver/Perform,"233000-General Contracting, building, & developing",,,Vancouver,WA,33,33000582215
2018,Closed,610,"Health, safety or sanitation",531190-MHU Use Only - MH landlord,,,Crandall,GA,126,126000536462
2018,Closed,26,Advertising,722000-Restaurants and Bars,,,Kent,WA,19,19000540445
2015,Closed,204,Unsolicited E-mail,990000-Unclassified Establishments,,,,WA,28,28000468388
2015,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 1366,Hoboken,NJ,16,16000473184
2020,Closed,19,Inadequate Disclosure,621300-Offices of Other Health Professionals,,2101 NE 139th St Ste# 285,Vancouver,WA,13,13000562107
2018,Closed,303,Questionable Quality Product/Service,522110-Commercial Banking,,1000 Samoset Dr,Newark,DE,35,35000528665
2020,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,,,  ,33,33000573939
2020,Closed,104,Non-Fulfillment,541511-Website Design,,,Las Vegas,NV,23,23000583044
2017,Closed,19,Inadequate Disclosure,441100-Automotive Dealers,Automotive Dealers,7004 S Tacoma Wy,Tacoma,WA,13,13000498006
2019,Closed,2,Charitable Solicitation Issue,"813900-Business, professional, labor, political & other organizations including PACs",,,Union,WA,1,1000547336
2014,Closed,61,Phishing,993000-Phishing,Phishing,This is the ALL Major,,  ,111,111000457207
2017,Closed,629,General maintenance,531190-MHU Use Only - MH landlord,,c/o Shelter Property Management,Seattle,WA,144,144000501416
2016,Closed,59,Automatic Dialing,994000-ADAD,ADAD,THIS IS THE ALL MAJOR,,  ,21,21000489087
2021,Open,316,Billing Issues,531390-Timeshare exchange services,,,Iselin,NJ,107,107000593766
2013,Closed,303,Questionable Quality Product/Service,334111-Computer Manufacturing,Computer Manufacturing,3000 Hanover St,Palo Alto,CA,35,35000439029
2014,Closed,61,Phishing,990000-Unclassified Establishments,Unclassified Establishments,,,  ,111,111000446980
2017,Closed,999,Other/Miscellaneous,713990-Amusement & Recreational Industries,,,Vancouver,WA,60,60000505125
2021,Open,999,Other/Miscellaneous,514191-Internet service providers/info. services (doesn't,,401 Kirkland Parkplace Ste 500,Kirkland,WA,60,60000590884
2019,Closed,17,Imposter scam,990000-Unclassified Establishments,,,,  ,194,194000552138
2020,Open,999,Other/Miscellaneous,531190-MHU Use Only - MH landlord,,4616 25th Ave NE #70,Seattle,WA,60,60000563236
2019,Closed,104,Non-Fulfillment,561510-Travel Agents,,901 Market St Ste 310,San Francisco,CA,23,23000551336
2017,Closed,316,Billing Issues,621100-Office of Physicians,,,Redmond,WA,107,107000506120
2018,Closed,444,Foreclosure Issue,541620-Legal Services- All other legal services,,136 Madison Ave 6th Fl,New York,WA,155,155000532754
2020,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,,Everett,WA,60,60000560435
2021,New,999,Other/Miscellaneous,514191-Internet service providers/info. services (doesn't,,1800 41st St Fl 5,Everett,WA,60,60000588130
2017,New,999,Other/Miscellaneous,561440-Collection Agencies,,PO Box 1784,Poulsbo,WA,60,60000522461
2016,New,999,Other/Miscellaneous,511140-Database & Directory Publishers,,1301 5th Ave Ste 1600,Seattle,WA,60,60000487065
2016,Closed,508,Unordered/Unsolicited Merchandise,531200-Real Estate Agents & Agencies,,,Spokane,WA,50,50000478117
2019,Closed,18,Service Representation,522320-Financial Transaction Processing,,9716 178th Pl NE Unit 103,Redmond,WA,12,12000543633
2017,New,999,Other/Miscellaneous,561440-Collection Agencies,,2365 Northside Dr Ste 300,San Diego,CA,60,60000503496
2017,Open,999,Other/Miscellaneous,561510-Travel Agents,,,,  ,60,60000508300
2020,Closed,104,Non-Fulfillment,513320-Telecommunications/Wireless,,8410 W Bryn Mawr Ave,Chicago,IL,23,23000560787
2014,Closed,301,Failure To Deliver/Perform,811100-Automotive Repair & Maintenance,,,Bellevue,WA,33,33000442957
2017,Closed,999,Other/Miscellaneous,561720-Janitorial Services,,,Olympia,WA,60,60000512470
2020,Closed,998,Governement agency complaint,920000-Public Administration,,1500 Jefferson St SE,Olympia,WA,179,179000574295
2020,New,999,Other/Miscellaneous,812930-Parking Lots & Garages,,1700 7th Ave Ste 106,Seattle,WA,60,60000580654
2018,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,Office of the Consumer Ombudsman,Orlando,FL,60,60000532447
2017,New,999,Other/Miscellaneous,441100-Automotive Dealers,,819 River Rd,Puyallup,WA,60,60000503401
2019,Closed,203,Internet & Mobile device based transaction,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,27,27000543886
2015,Closed,303,Questionable Quality Product/Service,811100-Automotive Repair & Maintenance,,1725 Bouslog Rd,Burlington,WA,35,35000473578
2018,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,,"London, UK",  ,60,60000532383
2016,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 2148,Auburn,WA,27,27000486224
2015,Closed,26,Advertising,441100-Automotive Dealers,Automotive Dealers,1600 Auburn Way N,Auburn,WA,19,19000469944
2017,Closed,213,Free to Pay,454100-Electronic Shopping & Mail Order Houses,,41 Canal St,Lewiston,ME,164,164000503720
2019,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,,PO Box 169014,Irving,TX,27,27000548498
2017,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,107,107000498801
2019,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,PO Box 9040,Littleton,CO,107,107000546508
2019,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,16,16000543047
2014,Closed,19,Inadequate Disclosure,611000-Educational Services,Educational Services,100 N 18th St Ste 820,Philadelphia,PA,13,13000442520
2020,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,60,60000560326
2013,Closed,316,Billing Issues,713940-Fitness & Recreational Industries,Fitness & Recreational Industries,3161 Michelson Ste 600,Irvine,CA,107,107000424207
2018,Closed,320,Unsatisfactory Repair/Service,"233000-General Contracting, building, & developing",,,Shoreline,WA,42,42000531898
2016,Closed,19,Inadequate Disclosure,522210-Credit Card Issuing,Credit Card Issuing,5800 Corporate Drive,Sioux Falls,SD,13,13000489645
2019,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Santa Monica,CA,27,27000542624
2016,New,999,Other/Miscellaneous,334111,Computer Manufacturing,1 Infinite Lp,Cupertino,CA,60,60000493084
2018,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,167 Corey Rd Ste 205B,Brighton,MA,60,60000529931
2019,New,999,Other/Miscellaneous,621100-Office of Physicians,,3901 Hoyt Ave,Everett,WA,60,60000543731
2017,Closed,303,Questionable Quality Product/Service,713210-Casinos,,,Burien,WA,35,35000507378
2014,Closed,508,Unordered/Unsolicited Merchandise,541800-Advertising & Related Services (includes coupon bo,Advertising & Related Services (includes coupon bo,PO Box 249,Windsor,CT,50,50000443095
2020,Closed,60,Unauthorized Debit,514200-Data Processing Services,,3400 S Centinela #11,Los Angeles,CA,109,109000580895
2015,Closed,13,Misrepresentation of product or service,441100-Automotive Dealers,Automotive Dealers,6247 S Tacoma Wy,Tacoma,WA,10,10000471440
2014,Closed,19,Inadequate Disclosure,"813219-Charities, Grantmaking, Civic & Giving Services",,,Seattle,WA,13,13000449691
2018,Closed,60,Unauthorized Debit,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,109,109000539331
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,CA,20,20000434387
2015,Closed,638,Utilities,531190-MHU Use Only - MH landlord,,,Seattle,WA,153,153000474190
2015,Closed,404,Collection Practices,561440-Collection Agencies,,,,WA,46,46000463512
2016,New,999,Other/Miscellaneous,447000,,5959 Las Colinas Blvd,Irving,TX,60,60000485126
2015,Closed,28,Other Vulnerable Audience Exploitation,441100-Automotive Dealers,Automotive Dealers,20006 64th W,Lynnwood,WA,103,103000464133
2020,New,999,Other/Miscellaneous,522130-Credit Unions,,,Newport Beach,CA,60,60000582045
2016,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),97 Byrd Dr,Steilacoom,WA,159,159000491750
2016,Closed,203,Internet & Mobile device based transaction,"711300-Promoters of performing arts, sports & similar eve",,2831 Saint Rose Pkwy #425,Henderson,NV,27,27000479841
2020,Closed,422,Credit/Financing,511210-Software Publishers,,1567 Highlands Dr NE Ste 1,Issaquah,WA,49,49000566679
2021,Closed,404,Collection Practices,812930-Parking Lots & Garages,,20126 Ballinger Wy NE #83,Shoreline,WA,46,46000589393
2016,Closed,701,Homeowner/Condo Association complaint or concern,813990-Home and Condo owner associations,,,Bellevue,WA,181,181000489643
2013,Closed,18,Service Representation,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",6400 NE Hwy 99 Ste G-291,Vancouver,WA,12,12000438663
2019,Closed,318,Charge:Service Not Performed/Product not delivered,"560000-Admin. & support services (office admin., faciliti",,6922 Hollywood Blvd 5th Fl,Los Angeles,CA,40,40000546174
2017,Closed,213,Free to Pay,541920-Photographic Services,,PO Box 2425,Redmond,WA,164,164000502144
2015,Closed,316,Billing Issues,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,6100 4th Ave Ste 500,Seattle,WA,107,107000468481
2016,Closed,301,Failure To Deliver/Perform,522130-Credit Unions,,,Portsmouth,NH,33,33000496036
2019,Closed,403,Collection Activity (Fraudulent or mistaken ID),522390-Real Estate Loan Servicing,,PO Box 631873,Littleton,CO,177,177000548471
2016,New,999,Other/Miscellaneous,336111-Automobile Manufacturing,,,Auburn Hills,MI,60,60000485181
2015,Closed,999,Other/Miscellaneous,611000-Educational Services,,,Spokane Valley,WA,60,60000475590
2020,Closed,25,Refund Policies,483000-Water Transportation,,24305 Town Ctr Dr,Santa Clarita,CA,18,18000572086
2017,Closed,58,Telemarketing,561422-Telemarketing,,THIS IS THE ALL MAJOR,,  ,20,20000501009
2015,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,1433 Clugston Onion Creek Rd,Colville,WA,33,33000476330
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000578128
2015,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,107,107000466511
2018,Closed,303,Questionable Quality Product/Service,452910-Warehouse Clubs & Superstores,,999 Lake Dr,Issaquah,WA,35,35000539198
2020,Closed,320,Unsatisfactory Repair/Service,541100-Legal Services- Attorneys,,,Redmond,WA,42,42000560236
2013,Closed,18,Service Representation,531390-Timeshare exchange services,,,Charleston,SC,12,12000424982
2020,New,999,Other/Miscellaneous,921130-Public finance & Taxation,,,Tacoma,WA,60,60000584155
2021,Closed,319,Unauthorized Repair/Service,522130-Credit Unions,,1331 Broadway,Tacoma,WA,41,41000591432
2020,Closed,16,Identity Theft,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,102,102000585811
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,14635 9th Ave SW,Burien,WA,216,216000585687
2020,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,17925 Hwy 99 #102,Lynnwood,WA,60,60000583753
2017,New,999,Other/Miscellaneous,531190-MHU Use Only - MH landlord,,PO Box 414,Cathlamet,WA,60,60000508215
2018,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,17560 Rowland St,City of Industry,CA,60,60000533014
2018,Closed,203,Internet & Mobile device based transaction,511140-Database & Directory Publishers,,1301 2nd Ave 31st Fl,Seattle,WA,27,27000539927
2014,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,PO Box 9040,Littleton,CO,33,33000451588
