OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2013,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec","Special trade Contractors (includes plumbers, elec",664 Industry Dr,Tukwila,WA,33,33000426139
2014,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,Collection Agencies,,,  ,177,177000444875
2020,Closed,206,Right To Cancel,481000-Air Transportation,,,Jamaica,NY,30,30000585763
2019,Closed,414,Tech Support Scam,811200-Electronic & Precision Equip. Repair & Maintenance,,113 Barnum St W,Babylon,NY,202,202000549057
2020,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 9046,Olympia,WA,179,179000571605
2014,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,PO Box 619097,Dallas,TX,155,155000448731
2018,Closed,15,Privacy Abuse,"541191-Title Companies, Real Estate",,,Kirkland,WA,67,67000527086
2015,Closed,301,Failure To Deliver/Perform,561440-Collection Agencies,Collection Agencies,6565 Kimball Dr Ste 200,Gig Harbor,WA,33,33000472328
2020,Closed,998,Governement agency complaint,920000-Public Administration,,475 L'Enfant Plz,Washington,DC,179,179000577371
2019,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 40002,Olympia,WA,179,179000553177
2014,Closed,321,Unnecessary Repair/Service,621200-Offices of Dentists,,,Olympia,WA,43,43000453246
2020,New,999,Other/Miscellaneous,"541191-Title Companies, Real Estate",,,Puyallup,WA,60,60000566720
2017,Closed,319,Unauthorized Repair/Service,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,41,41000517048
2014,Closed,22,Failure To Adjust/Refund,452910-Warehouse Clubs & Superstores,Warehouse Clubs & Superstores,702 SW 8th St,Bentonville,AR,16,16000459025
2019,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Flatrock,MI,60,60000558793
2016,Closed,206,Right To Cancel,561510-Travel Agents,Travel Agents,1111 Expedia Group Way W,Seattle,WA,30,30000488571
2018,Closed,22,Failure To Adjust/Refund,452100-Department Stores,,,Puyallup,WA,16,16000533634
2020,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,5575 DTC Pkwy Ste 100,Greenwood Village,CO,42,42000560375
2020,Closed,303,Questionable Quality Product/Service,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,35,35000569311
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Portland,OR,60,60000563924
2019,Closed,316,Billing Issues,561440-Collection Agencies,,PO Box 312125,Atlanta,GA,107,107000551359
2020,Closed,422,Credit/Financing,441100-Automotive Dealers,,311 S 1st St,Yakima,WA,49,49000561182
2015,Closed,307,Product Safety,721100-Travel Accomodations,,,Packwood,WA,37,37000470680
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,301 Mercer St,Seattle,WA,216,216000565490
2015,Closed,303,Questionable Quality Product/Service,336111-Automobile Manufacturing,Automobile Manufacturing,PO Box 6000,Cherry Hill,NJ,35,35000463942
2013,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Lake Stevens,WA,27,27000431765
2016,Closed,11,Service Protection Plan Issue,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,198,198000489241
2019,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000551695
2019,Closed,316,Billing Issues,621500-Medical & Diagnostic Labs,,PO Box 2240,Burlington,NC,107,107000550428
2017,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,3470 NW 82nd Ave,Doral,FL,27,27000521665
2019,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,,San Francisco,CA,60,60000556951
2018,New,999,Other/Miscellaneous,621400-Outpatient Care Centers,,,Newport Beach,CA,60,60000530084
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,West Jordan,UT,27,27000464170
2019,Closed,222,Advance Fee Fraud,454100-Electronic Shopping & Mail Order Houses,,2145 Hamilton Ave,San Jose,CA,114,114000557134
2018,New,999,Other/Miscellaneous,621100-Office of Physicians,,PO Box 120153,Grand Rapids,MI,60,60000533355
2020,Closed,303,Questionable Quality Product/Service,441210-RV Dealers,,1621 W Valley Hwy E,Sumner,WA,35,35000567022
2017,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,,Mount Vernon,WA,60,60000515111
2019,Closed,7,Warranty,"233000-General Contracting, building, & developing",,,Lake Stevens,WA,6,6000543060
2013,Closed,316,Billing Issues,522291-Consumer Lending (includes Payday Lenders),Consumer Lending (includes Payday Lenders),,Hays,MT,107,107000434428
2017,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,,Everett,WA,42,42000508011
2021,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,819 River Rd,Puyallup,WA,35,35000593980
2020,Closed,22,Failure To Adjust/Refund,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,16,16000580148
2021,Closed,203,Internet & Mobile device based transaction,"453000-Misc. Stores (incl. florists, office supplies, gif",,Legal Department,San Diego,CA,27,27000587656
2017,Closed,303,Questionable Quality Product/Service,541940-Veterinary Services,,,Federal Way,WA,35,35000503193
2015,Closed,303,Questionable Quality Product/Service,811100-Automotive Repair & Maintenance,Automotive Repair & Maintenance,16010 E Sprague Ave,Spokane Valley,WA,35,35000464291
2015,Closed,303,Questionable Quality Product/Service,811100-Automotive Repair & Maintenance,,,Kirkland,WA,35,35000459806
2015,Closed,316,Billing Issues,511210-Software Publishers,Software Publishers,3180 139th Ave SE 5th Fl,Bellevue,WA,107,107000470894
2019,Closed,301,Failure To Deliver/Perform,522110-Commercial Banking,,127 Public Sq,Cleveland,OH,33,33000556685
2018,New,999,Other/Miscellaneous,722000-Restaurants and Bars,,,Seattle,WA,60,60000530584
2020,Closed,22,Failure To Adjust/Refund,621300-Offices of Other Health Professionals,,524 E Francis Ave,Spokane,WA,16,16000561554
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,20,20000425366
2018,Closed,412,Alleged criminal activity,813110-Religious Organizations,,,Vatican City,  ,196,196000538529
2013,Closed,59,Automatic Dialing,561422-Telemarketing,Telemarketing,,,  ,21,21000436700
2018,Closed,303,Questionable Quality Product/Service,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,35,35000530946
2020,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,,PO Box 6846,West Palm Beach,FL,33,33000578145
2016,Closed,206,Right To Cancel,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 2148,Auburn,WA,30,30000482911
2014,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,PO Box 16755,Austin,TX,20,20000454453
2017,Closed,998,Governement agency complaint,485000-Transit & ground passenger transportation,,401 S Jackson St,Seattle,WA,179,179000502020
2017,Closed,13,Misrepresentation of product or service,441210-RV Dealers,,9145 Saint Thomas Dr,Pasco,WA,10,10000507829
2016,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,27,27000490009
2020,New,999,Other/Miscellaneous,541940-Veterinary Services,,PO Box 87586,Vancouver,WA,60,60000575853
2020,Closed,13,Misrepresentation of product or service,441100-Automotive Dealers,,12705 Pacific Ave S,Tacoma,WA,10,10000580168
2020,Closed,59,Automatic Dialing,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,21,21000579934
2013,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,Chehalis,WA,60,60000435752
2020,Closed,316,Billing Issues,481000-Air Transportation,,Corporate Office,Denver,CO,107,107000562695
2014,Closed,320,Unsatisfactory Repair/Service,"233000-General Contracting, building, & developing","General Contracting, building, & developing",5308 12th St E,Fife,WA,42,42000455981
2014,Closed,303,Questionable Quality Product/Service,452910-Warehouse Clubs & Superstores,Warehouse Clubs & Superstores,2455 Paces Ferry Rd B3,Atlanta,GA,35,35000447419
2017,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec",,13912 18th Ave E,Parkland,WA,33,33000519294
2017,Closed,13,Misrepresentation of product or service,531200-Real Estate Agents & Agencies,,1099 Stewart St Ste 600,Seattle,WA,10,10000499440
2013,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,Collection Agencies,,Seattle,WA,177,177000440733
2021,Closed,26,Advertising,441100-Automotive Dealers,,11525 Lake City Way,Seattle,WA,19,19000589382
2015,Closed,203,Internet & Mobile device based transaction,454112-Online Auctions (Electronic Auctions),Online Auctions (Electronic Auctions),1001 3rd Ave S,Kent,WA,27,27000475972
2016,Closed,516,Failure To Provide Title/Registration,441100-Automotive Dealers,,6168 NE Hwy 99 Ste100,Vancouver,WA,54,54000496061
2020,Closed,612,Duties of Landlord,531190-MHU Use Only - MH landlord,,6610 NW Whitney Rd 1A,Vancouver,WA,128,128000563713
2017,Closed,61,Phishing,993000-Phishing,,This is the ALL Major,,  ,111,111000514495
2019,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,PO Box 9040,Littleton,CO,60,60000542897
2015,Closed,61,Phishing,993000-Phishing,Phishing,This is the ALL Major,,  ,111,111000462729
2019,Closed,447,Property Preservation,522390-Real Estate Loan Servicing,,907 Pleasant Valley Ave,Mt Laurel,NJ,186,186000554263
2019,Closed,206,Right To Cancel,511140-Database & Directory Publishers,,2534 State St #473,San Diego,CA,30,30000552121
2020,Closed,203,Internet & Mobile device based transaction,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,27,27000561344
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 749,Dupont,WA,60,60000571130
2019,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,1568 Spring Hill Rd Ste 100,McLean,VA,60,60000544294
2020,Closed,22,Failure To Adjust/Refund,623000-Nursing & Residential Care Facilities,,1530 James St,Bellingham,WA,16,16000575888
2018,New,999,Other/Miscellaneous,721100-Travel Accomodations,,,Chelan,WA,60,60000527038
2014,Closed,320,Unsatisfactory Repair/Service,484210-Moving Companies,,,New York,NY,42,42000458245
2017,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,999 Main St 9th Fl,Boise,ID,60,60000508415
2017,Closed,58,Telemarketing,541990-Credit repair and Counseling,,,,  ,20,20000500974
2014,Closed,642,Landlord/Tenant - Residential,561440-Collection Agencies,Collection Agencies,1130 140th Ave NE Ste 100A,Bellevue,WA,159,159000448846
2013,Closed,301,Failure To Deliver/Perform,561510-Travel Agents,,,Seattle,WA,33,33000426352
2015,Closed,206,Right To Cancel,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,30,30000471518
2014,Closed,60,Unauthorized Debit,"813219-Charities, Grantmaking, Civic & Giving Services","Charities, Grantmaking, Civic & Giving Services",PO Box 15309,Seattle,WA,109,109000455155
2017,Closed,316,Billing Issues,621100-Office of Physicians,,PO Box 742997,Los Angeles,CA,107,107000511313
2020,New,999,Other/Miscellaneous,445110-Supermarkets,,,Tukwila,WA,60,60000562472
2015,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,Automotive Dealers,1030 Commerce Ave,Longview,WA,33,33000471247
2017,Closed,422,Credit/Financing,441100-Automotive Dealers,,4301 20th St E,Fife,WA,49,49000500997
2016,New,999,Other/Miscellaneous,452100,Department Stores,3333 Beverly Rd B6-258A-B,Hoffman Estates,IL,60,60000492703
2018,New,999,Other/Miscellaneous,511210-Software Publishers,,,Patterson,NJ,60,60000531563
2018,New,999,Other/Miscellaneous,713990-Amusement & Recreational Industries,,,Olympia,WA,60,60000535394
2019,Closed,320,Unsatisfactory Repair/Service,441100-Automotive Dealers,,6969 Tyee Dr SW,Olympia,WA,42,42000553326
2019,Closed,316,Billing Issues,514191-Internet service providers/info. services (doesn't,,1800 41st St Fl 5,Everett,WA,107,107000551147
2020,Closed,26,Advertising,524128-Extended Service contract companies,,3605 132nd Ave SE,Bellevue,WA,19,19000576993
2013,Closed,316,Billing Issues,622000-Hospitals,Hospitals,1006 N H St,Aberdeen,WA,107,107000439150
2016,New,999,Other/Miscellaneous,522110,Commercial Banking,1000 Samoset Dr,Newark,DE,60,60000492469
2019,Closed,203,Internet & Mobile device based transaction,522291-Consumer Lending (includes Payday Lenders),,,Seattle,WA,27,27000556574
2016,Closed,301,Failure To Deliver/Perform,513110-Radio & Television Broadcasting,Radio & Television Broadcasting,c/o Customer Care,New York,NY,33,33000484737
2020,Closed,998,Governement agency complaint,"922000-Justice, Public Order & Safety",,1055 S Grady Wy,Renton,WA,179,179000569549
2015,Closed,61,Phishing,993000-Phishing,Phishing,This is the ALL Major,,  ,111,111000477410
2018,New,999,Other/Miscellaneous,454000-Nonstore Retailers,,,Phoenix,AZ,60,60000541390
2019,Closed,316,Billing Issues,"423450-Medical, Dental, Hospital Equipment Wholesalers ",,1328 S Highland Ave,Jackson,TN,107,107000550048
2020,Closed,26,Advertising,531311-Residential property managers (includes landlords),,,Spokane,WA,19,19000576292
2017,New,999,Other/Miscellaneous,524000-Insurance Carriers & Related Activities,,"Regulatory Consumer Affairs, MN014-E300",Minnetonka,MN,60,60000517832
2016,Closed,323,Invoice - misleading or fraudulent,522320-Financial Transaction Processing,,,Minnetonka,MN,182,182000495814
2015,Closed,206,Right To Cancel,441100-Automotive Dealers,Automotive Dealers,33333 Pacific Hwy S,Federal Way,WA,30,30000471792
2021,Open,625,Notice of rent raise,531190-MHU Use Only - MH landlord,,,Seattle,WA,139,139000592015
2014,Closed,222,Advance Fee Fraud,511000-Publishing Industries,Publishing Industries,,,CA,114,114000456993
2017,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,,One Microsoft Wy,Redmond,WA,27,27000519871
2021,Closed,999,Other/Miscellaneous,325400-Pharmaceutical & Medicine Manufacturing,,,,  ,60,60000587893
2015,Closed,19,Inadequate Disclosure,"235000-Special trade Contractors (includes plumbers, elec",,,Tacoma,WA,13,13000460516
2020,Closed,301,Failure To Deliver/Perform,621100-Office of Physicians,,PO Box 35191,Seattle,WA,33,33000560464
2017,Closed,301,Failure To Deliver/Perform,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,33,33000499804
2020,New,999,Other/Miscellaneous,442110-Furniture stores,,1230 Andover Pk E,Tukwila,WA,60,60000574694
2016,Closed,104,Non-Fulfillment,522390-Real Estate Loan Servicing,,,San Bruno,CA,23,23000491745
2013,Closed,316,Billing Issues,513320-Telecommunications/Wireless,Telecommunications/Wireless,,,  ,107,107000428838
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Apex,NC,27,27000463962
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,288 106th Ave NE #2103,Bellevue,WA,60,60000544515
2017,Closed,2,Charitable Solicitation Issue,"813219-Charities, Grantmaking, Civic & Giving Services",,,,CA,1,1000510822
2013,Closed,316,Billing Issues,522210-Credit Card Issuing,Credit Card Issuing,PO Box 85870,Richmond,VA,107,107000430069
2014,Closed,320,Unsatisfactory Repair/Service,"233000-General Contracting, building, & developing",,,Kennewick,WA,42,42000453092
2015,Closed,604,Permanent structures,531190-MHU Use Only - MH landlord,,,Paulsbo,WA,120,120000464471
2017,New,999,Other/Miscellaneous,511210-Software Publishers,,16915 SE 272nd St Ste #100-207,Covington,WA,60,60000500033
2017,Closed,301,Failure To Deliver/Perform,511140-Database & Directory Publishers,,2029 Stierlin Ct,Mountain View,CA,33,33000510983
2016,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,,Shenzhen Guandong Province 51804,CH,60,60000485654
2013,Closed,61,Phishing,994000-ADAD,ADAD,THIS IS THE ALL MAJOR,,  ,111,111000441557
2019,Closed,13,Misrepresentation of product or service,454100-Electronic Shopping & Mail Order Houses,,,Bakersfield,CA,10,10000546614
2017,Closed,444,Foreclosure Issue,541620-Legal Services- All other legal services,,2910 Inland Empire Blvd Ste 116,Ontario,CA,155,155000515472
2020,Closed,996,COVID-19,454100-Electronic Shopping & Mail Order Houses,,20920 Hobson Rd SW,Centralia,WA,216,216000563219
2020,Closed,302,Not As Ordered,454100-Electronic Shopping & Mail Order Houses,,50 Beale St Ste 600,San Francisco,CA,34,34000572697
2021,New,999,Other/Miscellaneous,441210-RV Dealers,,11572 Clear Creek Rd NW,Silverdale,WA,60,60000591897
2020,Closed,22,Failure To Adjust/Refund,452100-Department Stores,,PO Box 9350,Minneapolis,MN,16,16000571111
2017,Open,999,Other/Miscellaneous,561620-Security Systems (including locksmiths),,Attn: Legal 160,Provo,UT,60,60000510634
2021,Open,16,Identity Theft,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,102,102000594360
2017,New,999,Other/Miscellaneous,511210-Software Publishers,,550 106th Ave NE Ste 207,Bellevue,WA,60,60000522230
2015,Closed,320,Unsatisfactory Repair/Service,621200-Offices of Dentists,Offices of Dentists,5422 74th St W Ste D,Lakewood,WA,42,42000465859
2021,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,33,33000586472
2020,Closed,995,Non-Essential Business Open ,442110-Furniture stores,,10201 Main St,Houston,TX,217,217000567252
2020,Closed,214,Crowdfunding,511210-Software Publishers,,1567 Highlands Dr NE Ste 1,Issaquah,WA,185,185000564318
2020,Closed,612,Duties of Landlord,531190-MHU Use Only - MH landlord,,c/o Safari Association of Ilwaco,Ilwaco,WA,128,128000578606
2020,New,999,Other/Miscellaneous,514191-Internet service providers/info. services (doesn't,,401 Kirkland Parkplace Ste 500,Kirkland,WA,60,60000575494
2015,Closed,58,Telemarketing,994000-ADAD,ADAD,THIS IS THE ALL MAJOR,,  ,20,20000459971
2015,Closed,302,Not As Ordered,"235000-Special trade Contractors (includes plumbers, elec",,,Seattle,WA,34,34000467298
2014,Closed,22,Failure To Adjust/Refund,522320-Financial Transaction Processing,Financial Transaction Processing,12312 Port Grace Blvd,Lavista,NE,16,16000458296
2013,Closed,999,Other/Miscellaneous,921190-Government (General),Government (General),PO Box 45131,Olympia,WA,60,60000428463
2013,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,,,WA,46,46000424932
2016,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,PO Box 6550,Greenwood,CO,60,60000486554
2017,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,10000 E Sprague Ave,Spokane Valley,WA,35,35000511683
2019,Closed,203,Internet & Mobile device based transaction,518210-Web Hosting,,12828 Northup Way #310,Bellevue,WA,27,27000554662
2014,Closed,61,Phishing,993000-Phishing,Phishing,,,WA,111,111000452497
2018,New,999,Other/Miscellaneous,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,60,60000533097
2013,Closed,7,Warranty,441100-Automotive Dealers,Automotive Dealers,229 SW Everett Mall Wy,Everett,WA,6,6000440316
2018,Closed,7,Warranty,441100-Automotive Dealers,,1632 River Rd,Puyallup,WA,6,6000525817
2018,Closed,9,High Pressure Sales,713940-Fitness & Recreational Industries,,,Redmond,WA,7,7000531957
2019,New,999,Other/Miscellaneous,561440-Collection Agencies,,,East Amherst,NY,60,60000554804
2013,Closed,303,Questionable Quality Product/Service,511210-Software Publishers,,,San Diego,CA,35,35000434315
2018,Closed,203,Internet & Mobile device based transaction,541511-Website Design,,,Vancouver,WA,27,27000527734
2019,New,999,Other/Miscellaneous,"532100-Automotive Rental & Leasing (includes cars, trucks",,,Columbus,OH,60,60000557866
2017,Closed,632,Rules & enforcement,990001-MHU Use Only - MH Tenant,,,Lakewood,WA,147,147000506010
2020,New,999,Other/Miscellaneous,522220-Sales financing (installment or short-term business),,5201 Rufe Snow Dr,North Richland Hills,TX,60,60000581418
2019,New,999,Other/Miscellaneous,522291-Consumer Lending (includes Payday Lenders),,220 Lasley Ave,Wilkes-Barre,PA,60,60000546286
2020,New,999,Other/Miscellaneous,522110-Commercial Banking,,10 South First Avenue,Walla Walla,WA,60,60000574172
2015,Closed,444,Foreclosure Issue,522310-Mortgage Brokers,Mortgage Brokers,2727 Spring Creek Dr,Spring,TX,155,155000468427
2021,Closed,7,Warranty,"532100-Automotive Rental & Leasing (includes cars, trucks",,3150 S 160th St,SeaTac,WA,6,6000590282
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,,Spokane ,WA,216,216000571096
2020,Closed,203,Internet & Mobile device based transaction,443120-Computer & Computer Software Stores,,1567 Highlands Dr NE Ste 1,Issaquah,WA,27,27000564560
2019,Closed,19,Inadequate Disclosure,513320-Telecommunications/Wireless,,PO Box 7175,Pasadena,CA,13,13000549966
2019,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,19115 68th Ave S Ste H108,Kent,WA,60,60000556241
2013,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,Omak,WA,60,60000439231
2015,Closed,206,Right To Cancel,511210-Software Publishers,Software Publishers,Michael Abbruzzese,Woburn,MA,30,30000476550
2021,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,,Bellingham,WA,60,60000588381
2013,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec",,,Bellingham,WA,33,33000419850
2021,New,999,Other/Miscellaneous,920000-Public Administration,,250 Madison St,Port Townsend,WA,60,60000593353
2017,Closed,443,Foreclosure Escalation,522390-Real Estate Loan Servicing,,Wells Fargo Bank ,Charlotte,NC,192,192000506251
2020,Closed,222,Advance Fee Fraud,990000-Unclassified Establishments,,,,  ,114,114000576008
2017,Closed,888,Spanish Language Complaints,811100-Automotive Repair & Maintenance,,,Lakewood ,WA,172,172000503911
2021,Closed,203,Internet & Mobile device based transaction,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,27,27000589006
2018,Closed,316,Billing Issues,920000-Public Administration,,310 Maple Park Ave SE,Olympia,WA,107,107000533496
2021,Closed,303,Questionable Quality Product/Service,541100-Legal Services- Attorneys,,,Montesano,WA,35,35000587126
2016,Closed,998,Governement agency complaint,921190-Government (General),,,Vancouver,WA,179,179000493375
2018,Closed,22,Failure To Adjust/Refund,"511100-Newspaper, Periodicals, Book & Database Publishers",,,Ellensburg,WA,16,16000541915
2020,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,,PO Box 8068,Virginia Beach,VA,155,155000562946
2021,New,999,Other/Miscellaneous,531190-MHU Use Only - MH landlord,,2115 6th Ave,Clarkston,WA,60,60000589170
2021,Open,303,Questionable Quality Product/Service,441100-Automotive Dealers,,,Spokane,WA,35,35000593331
2020,Closed,17,Imposter scam,993000-Phishing,,This is the ALL major,,  ,194,194000576897
2014,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,107,107000456579
2021,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000586802
2020,Closed,203,Internet & Mobile device based transaction,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,27,27000583554
2015,Closed,888,Spanish Language Complaints,990000-Unclassified Establishments,,,Tampa,FL,172,172000475322
2019,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec",,,Vancouver,WA,33,33000551343
2019,New,999,Other/Miscellaneous,"813219-Charities, Grantmaking, Civic & Giving Services",,,Bellingham,WA,60,60000558948
2020,Closed,26,Advertising,442110-Furniture stores,,4 Copley Pl Fl 7,Boston,MA,19,19000579277
2015,Closed,445,Forced Place Insurance,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,Wells Fargo Bank ,Charlotte,NC,169,169000462112
2019,Closed,316,Billing Issues,621100-Office of Physicians,,,Seattle,WA,107,107000545151
2020,Closed,999,Other/Miscellaneous,921190-Government (General),,,,  ,60,60000561250
2018,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,,  ,27,27000526867
2020,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,,308 S Akard St Rm 1110,Dallas,TX,33,33000560702
2019,Closed,318,Charge:Service Not Performed/Product not delivered,441100-Automotive Dealers,,1215 E Bay St,Port Orchard,WA,40,40000545437
2021,New,999,Other/Miscellaneous,713990-Amusement & Recreational Industries,,379 W Broadway Ste 344,New York City,NY,60,60000590840
2020,Closed,203,Internet & Mobile device based transaction,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,27,27000584535
2019,Closed,203,Internet & Mobile device based transaction,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,27,27000547932
2016,Closed,58,Telemarketing,522291-Consumer Lending (includes Payday Lenders),,,,WA,20,20000487683
2016,Closed,104,Non-Fulfillment,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,Wells Fargo Bank ,Charlotte,NC,23,23000492479
2014,Closed,301,Failure To Deliver/Perform,722000-Restaurants and Bars,,,Seattle,WA,33,33000457976
2020,Closed,412,Alleged criminal activity,624000-Social Assistance,,,Tacoma,WA,196,196000582517
2019,New,999,Other/Miscellaneous,441310-Automotive Parts & Access. Stores - Retail,,402 96th St E,Tacoma,WA,60,60000547846
2015,Closed,206,Right To Cancel,441100-Automotive Dealers,Automotive Dealers,6802 S Tacoma Way,Tacoma,WA,30,30000473692
2018,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,60,60000528737
2020,Closed,26,Advertising,441100-Automotive Dealers,,5200 Evergreen Way,Everett,WA,19,19000561812
2021,New,60,Unauthorized Debit,721100-Travel Accomodations,,1521 D St NE,Auburn,WA,109,109000594632
2017,Open,999,Other/Miscellaneous,522320-Financial Transaction Processing,,10406 Lake Rd,Houston,TX,60,60000503430
2014,Closed,316,Billing Issues,522210-Credit Card Issuing,Credit Card Issuing,2500 Westfield Dr IL1-6215,Elgin,IL,107,107000441954
2020,Closed,208,Partial Performance,454100-Electronic Shopping & Mail Order Houses,,,Wan Chai,HK,31,31000579092
2013,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,Automotive Repair & Maintenance,10116 Portland Ave E Ste C,Tacoma,WA,42,42000435246
2021,New,999,Other/Miscellaneous,531200-Real Estate Agents & Agencies,,,Seattle,WA,60,60000588840
2020,New,999,Other/Miscellaneous,514191-Internet service providers/info. services (doesn't,,1800 41st St Fl 5,Everett,WA,60,60000586256
2020,Closed,206,Right To Cancel,"235000-Special trade Contractors (includes plumbers, elec",,19309 68th Ave S #R106,Kent,WA,30,30000585766
2020,Open,613,Landlord Prohibited Acts,531190-MHU Use Only - MH landlord,,,Seattle,WA,129,129000582639
2018,Closed,319,Unauthorized Repair/Service,811100-Automotive Repair & Maintenance,,9400 NE Vancouver Mall Dr,Vancouver,WA,41,41000539234
2020,Closed,307,Product Safety,492110-Couriers & Express Delivery Services,,PO Box 78308,San Francisco,CA,37,37000584947
2017,Closed,301,Failure To Deliver/Perform,441310-Automotive Parts & Access. Stores - Retail,,9962 Levin Rd NW,Silverdale,WA,33,33000521812
2020,Closed,316,Billing Issues,621500-Medical & Diagnostic Labs,,2750 Monroe Blvd,Norristown,PA,107,107000569780
2017,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,,Seattle,WA,33,33000512471
2015,Closed,321,Unnecessary Repair/Service,441100-Automotive Dealers,Automotive Dealers,7017 S Tacoma Wy,Tacoma,WA,43,43000459513
