PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
2513014009,SHOP AND PREMISES,4650,SANDWICH HEAVEN HAZEL GROVE LTD,04/11/2019,14 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,14 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,,,,0.0,0.0,0.0,2320.35,,0.0
5098140019,OFFICES AND PREMISES,8200,ITD SOFTWARE LTD,16/12/2008,140A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,140A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,,,,0.0,0.0,0.0,4091.8,,0.0
5098145009,PUBLIC HOUSE AND PREMISES,4800,MAGGIES MICRO BAR LTD,20/02/2019,145 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,145 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,,,,0.0,0.0,0.0,2395.2,,0.0
1700015009,CLUB AND PREMISES,11750,HAZEL GROVE & DISTRICT CONSERVATIVE CLUB,01/04/1990,15 CHESTER ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5NU,15 CHESTER ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5NU,,,,0.0,0.0,0.0,5863.25,,0.0
6006015019,STORE AND PREMISES,3950,J E DEAN (HAZEL GROVE) LTD,01/04/1990,15 NAPIER STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EW,15 NAPIER STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EW,,,,0.0,0.0,0.0,1971.05,,0.0
6438099069,OFFICE AND PREMISES,5800,LAINTON SERVICES LTD,01/07/2018,HUB 3,PEPPER HOUSE,1 PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5DP,15 SAINT JOHN'S ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5HG,,,,0.0,0.0,0.0,0.0,,0.0
5098155019,SHOP AND PREMISES,6700,THE SPECTACLE STUDIO (STOCKPORT) LIMITED,16/09/2014,155 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,155 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,,,,0.0,0.0,0.0,3343.3,,0.0
5098157009,RESTAURANT AND PREMISES,10500,SMOKEY BANDIT LTD,10/10/2016,157 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,157 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,,,,0.0,0.0,0.0,5239.5,,0.0
7229025019,ROLLER SKATING RINK AND PREMISES,29500,DORCHESTER PROPERTIES LTD,01/04/2017,1A SCHOOL STREET,HAZEL GROVE,STOCKPORT,,,SK7 4RA,15A SCHOOL STREET TRADING ESTATE,HAZEL GROVE,STOCKPORT,,,SK7 4RA,,,RETDSC,0.0,0.0,14720.5,0.0,,0.0
5098169019,SHOP AND PREMISES,5500,EZEE BRANDZ UK LTD T/A EZEE-VAPE,01/12/2016,169-171 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,169-171 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,,,,0.0,0.0,0.0,2744.5,,0.0
5098173009,RESTAURANT AND PREMISES,12750,ZAYAANS STOCKPORT LTD,30/01/2020,173-175 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,173-175 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,,,RETDSC,0.0,0.0,1590.56,4771.69,,0.0
5098178019,SHOP AND PREMISES,11750,IAN TONGE PROPERTY SERVICES LTD,01/02/1996,176-178 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,176-178 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,,,RETDSC,0.0,0.0,5863.25,0.0,,0.0
1008150009,SHOP AND PREMISES,5200,IAN TONGE PROPERTY SERVICES LTD,06/04/1990,150 BUXTON ROAD,HIGH LANE,STOCKPORT,,,SK6 8EA,176-178 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,,,RETDSC,0.0,0.0,2594.8,0.0,,0.0
1007018049,SHOP AND PREMISES,6400,POLAR BUILD LTD,18/06/2017,18 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AD,18 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AD,,,,0.0,0.0,0.0,3193.6,,0.0
4090075019,DAY NURSERY AND PREMISES,6100,BROWN BEAR CHILDCARE STOCKPORT LTD,22/05/2019,UNIT CG1 GND FLOOR,HOULDSWORTH MILL,HOULDSWORTH STREET,REDDISH,STOCKPORT,SK5 6DA,18 DOUGLAS ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4JE,,,NURSER,0.0,0.0,3043.9,0.0,,0.0
4090075029,DAY NURSERY AND PREMISES,6100,BROWN BEAR CHILDCARE STOCKPORT LTD,22/05/2019,UNIT CG2,HOULDSWORTH MILL,HOULDSWORTH STREET,REDDISH,STOCKPORT,SK5 6DA,18 DOUGLAS ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4JE,,,NURSER,0.0,0.0,3043.9,0.0,,0.0
3167002029,DAY NURSERY AND PREMISES,8600,BROWN BEAR CHILDCARE STOCKPORT LTD,22/05/2019,ADJ ST BERNADETTES RC PRIMARY SCHOOL,FOLIAGE ROAD,BRINNINGTON,STOCKPORT,,SK5 8AL,18 DOUGLAS ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4JE,,,NURSER,0.0,0.0,4291.4,0.0,,0.0
715011449,WORKSHOP AND PREMISES,8200,CLOCKWORK FROG FILMS LIMITED,01/04/2019,UNIT 3B,MCKENZIE IND ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,18 ROCHESTER GROVE,HAZEL GROVE,STOCKPORT,,,SK7 4JD,,,,0.0,0.0,0.0,4091.8,,0.0
5098184009,SHOP AND PREMISES,4550,WOODHALL PROPERTIES (CHESHIRE ) LTD,24/09/1999,184 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DQ,184 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DQ,,,,0.0,0.0,0.0,2270.45,,0.0
8194017019,WAREHOUSE OFFICES AND PREMISES,16250,PROJECTS LTD,23/02/2001,19 VINE STREET,HAZEL GROVE,STOCKPORT,,,SK7 4JS,19 VINE STREET,HAZEL GROVE,STOCKPORT,,,SK7 4JS,,,,0.0,0.0,0.0,0.0,,0.0
827170019,GYMNASIUM,10750,PEPPER ROAD GYM LTD T/A PEPPER ROAD FITNESS,14/09/2015,1A PEPPER ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5BW,1A PEPPER ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5BW,,,,0.0,0.0,0.0,5364.25,,0.0
6049020009,OFFICES AND PREMISES,7800,HEADSET SOLUTIONS LTD,11/09/2003,20 NORBURY CRESCENT,HAZEL GROVE,STOCKPORT,,,SK7 5PD,20 NORBURY CRESCENT,HAZEL GROVE,STOCKPORT,,,SK7 5PD,,,,0.0,0.0,0.0,3892.2,,0.0
6006021009,CLUB AND PREMISES,6400,HAZEL GROVE REFORM CLUB,01/04/1990,21-23 NAPIER STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EW,21-23 NAPIER STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EW,,,,0.0,0.0,0.0,3193.6,,0.0
1007174049,STORE AND PREMISES,4800,HALL MECH INSTALLATIONS LTD,05/02/2016,UNIT 8,SIMPSONS BUSINESS CENTRE,BUXTON ROAD,HAZEL GROVE,,SK7 6LZ,22 CHERRY TREE DRIVE,HAZEL GROVE,STOCKPORT,,,SK7 6AR,,,,0.0,0.0,0.0,2395.2,,0.0
6032018029,WORKSHOP AND PREMISES,4300,ACORN WINDOWS (STOCKPORT) LTD,03/06/2009,BAY 3,UNIT 14,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DA,22 GARTHLAND ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PD,,,,0.0,0.0,0.0,2145.7,,0.0
5098022009,OFFICES AND PREMISES,12500,DELTA TELECOM SOUND & SECURITY LTD,28/06/1991,22 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,22 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,,,,0.0,0.0,0.0,5197.92,,0.0
5098222009,SHOP AND PREMISES,4500,AQUATEC NW LTD,19/10/2019,222 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DA,222 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DA,,,,0.0,0.0,0.0,2245.5,,0.0
5098227009,SHOP AND PREMISES,7000,MISTER BARBER LTD,09/12/2019,227 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HS,227 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HS,,,,0.0,0.0,0.0,3493.0,,0.0
1599017089,OFFICES AND PREMISES,8200,KHD ESTATES LTD,18/10/2018,17 PORTWOOD TRADING ESTATE,CARRINGTON ROAD,PORTWOOD,STOCKPORT,,SK1 2LA,23 DEAN LANE,HAZEL GROVE,STOCKPORT,,,SK7 6DH,,,,0.0,0.0,0.0,4091.8,,0.0
1599017099,WAREHOUSE AND PREMISES,12000,KHD ENGINEERING SERVICES LTD,14/08/2013,18 PORTWOOD TRADING ESTATE,CARRINGTON ROAD,PORTWOOD,STOCKPORT,,SK1 2LA,23 DEAN LANE,HAZEL GROVE,STOCKPORT,,,SK7 6DH,,,,0.0,0.0,0.0,5988.0,,0.0
5516005079,STORES AND PREMISES,3800,K.E. HORNBY & SON LIMITED,01/04/2019,UNIT 7 (NO 5),MARSLAND STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,23 RUTLAND ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6JD,,,,0.0,0.0,0.0,1896.2,,0.0
5098247009,SHOP AND PREMISES,17000,THE FIREPLACE WAREHOUSE (CHESHIRE) LTD,01/08/2008,247 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,247 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,,,RETDSC,0.0,0.0,8483.0,0.0,,0.0
5098251029,CAFE & PREMISES,10250,SSOH LIMITED,08/04/2019,251 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,251 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,,,,0.0,0.0,0.0,5114.75,,0.0
7229014009,HALL AND PREMISES,2800,NORBURY SCOUTS AND GUIDES HQ MANAGEMENT,01/04/1990,SCOUT HUT,14 SCHOOL STREET,HAZEL GROVE,STOCKPORT,,SK7 4RA,26 GRENDALE AVENUE,HAZEL GROVE,STOCKPORT,,,SK7 6LJ,MAN,,RETDSC,1146.88,0.0,286.72,0.0,,0.0
5098265019,OFFICES AND PREMISES,5500,BLUE MOON HOLDINGS LIMITED,31/01/2020,265A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,265A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,,,,0.0,0.0,0.0,2744.5,,0.0
5098271009,SHOP AND PREMISES,5900,LONDON ROAD EATERY LIMITED,12/12/2019,271 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,271 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,,,,0.0,0.0,0.0,2944.1,,0.0
5098275019,SHOP AND PREMISES,6100,SUNSEEKERS TANNING STUDIO LTD,16/09/2014,275 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,275 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PL,,,,0.0,0.0,0.0,3043.9,,0.0
5098285029,WINE BAR AND PREMISES,25650,PTI GROUP LTD T/A BOTEEGA LOUNGE,27/09/2019,281-285 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,281-285 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,,,RETDSC,0.0,0.0,14215.51,0.0,,0.0
5451029009,ANIMAL BOARDING PREMISES,1750,SOOZOO LIMITED,15/06/2018,29 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BD,29 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BD,,,,0.0,0.0,0.0,656.55,,0.0
3910010009,SHOP AND PREMISES,3500,RIKKIOKE LTD,01/08/2015,10 HAZELWOOD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4LZ,29 QUEENS ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HX,,,,0.0,0.0,0.0,1746.5,,0.0
5098292029,SHOP AND PREMISES,9800,MANCHESTER XTREME LTD,11/04/2016,292 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RD,292 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RD,,,,0.0,0.0,0.0,4890.2,,0.0
5098297039,OFFICES AND PREMISES,6500,EUROLYNX TAXIS LTD,01/06/2005,297A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,297A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,,,,0.0,0.0,0.0,3243.5,,0.0
1007002019,SHOP AND PREMISES,3250,SHORT 'N' CURLY LTD,01/04/1990,2A BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AD,2A BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AD,,,,0.0,0.0,0.0,1621.75,,0.0
1657003019,CAR DISPLAY LAND,9100,HAZEL GROVE MOTORS LTD,04/10/2012,3 CHAPEL STREET,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,3 CHAPEL STREET,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,,,,0.0,0.0,0.0,4540.9,,0.0
1817030029,GARAGE AND PREMISES,7900,GENERAL MOTOR CO LTD,01/04/1990,30 COOKE STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EG,30 COOKE STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EG,,,,0.0,0.0,0.0,3942.1,,0.0
5098302009,SURGERY AND PREMISES,6700,MARTIN DAVIES & ASSOCIATES LTD,16/09/2013,302 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,302 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,,,,0.0,0.0,0.0,0.0,,0.0
7857000709,WORKSHOP AND PREMISES,14500,CRUCIAL INTERIORS LTD,01/08/2019,UNIT 4,DEMMINGS ROAD INDUSTRIAL ESTATE,THE DEMMINGS,CHEADLE,,SK8 2PP,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,,,,0.0,0.0,0.0,0.0,,0.0
2543000289,RETAIL UNIT AND PREMISES,5700,THE WATERWORKS PLUMBING SUPPLIES LTD,16/01/2020,G042 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,,,,0.0,0.0,0.0,2844.3,,0.0
5098308009,OFFICES AND PREMISES,8500,DMC GORT & MARCH LTD T/A GORT AND MARCH,09/11/2016,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,,,,0.0,0.0,0.0,4241.5,,0.0
3981087009,SHOP AND PREMISES,25500,CRUCIAL INTERIORS LTD,13/07/2017,87 HIGH STREET,CHEADLE,,,,SK8 1AA,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,,,RETDSC,0.0,0.0,12724.5,0.0,,0.0
176028099,WAREHOUSE AND PREMISES,5100,COMPUTER CUTTING TECHOLOGY SERVICES LTD,01/12/2012,UNIT 9 EXPODITE WORKS,ASHTON ROAD IND ESTATE,STUART ROAD,BREDBURY,STOCKPORT,SK6 2SR,32 BIRCH TREE AVENUE,HAZEL GROVE,STOCKPORT,,,SK7 6AP,,,,0.0,0.0,0.0,2544.9,,0.0
5098032029,OFFICES AND PREMISES,12000,P S 5 LTD,01/10/1997,32 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,32 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,,,,0.0,0.0,0.0,5988.0,,0.0
5098329019,OFFICES AND PREMISES,4350,G PRIESTNALL & SONS LTD,01/11/2019,329 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,329 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,,,,0.0,0.0,0.0,2170.65,,0.0
1007031099,RETAIL WAREHOUSE AND PREMISES,34500,BENSON CARPETS LTD,26/07/2014,33 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AF,33 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AF,,,RETDSC,0.0,0.0,17215.5,0.0,,0.0
5098365019,SHOP AND PREMISES,3800,AMB CARE LTD T/A MY HOMECARE,08/08/2017,365 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,365 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,,,,0.0,0.0,0.0,1896.2,,0.0
5098365029,OFFICES AND PREMISES,3800,BROADWOOD ESTATES LTD,01/04/2007,1ST FLOOR,365 LONDON ROAD,HAZEL GROVE,STOCKPORT,,SK7 6AA,365A LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,,,,0.0,0.0,0.0,1896.2,,0.0
5098389009,HAIRDRESSING SALON AND PREMISES,2750,NO1 BARBERSHOP LIMITED,01/04/1990,389 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,389 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,,,,0.0,0.0,0.0,1372.25,,0.0
5098399019,WINE BAR AND PREMISES,42000,TAHITI BAR LTD,25/07/2019,397-401 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,397-401 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AA,,,RETDSC,0.0,0.0,20958.0,0.0,,0.0
9805002009,WORKSHOP AND PREMISES,3850,TOTAL TREE SERVICES LIMITED,01/04/2017,UNIT 2,ASHMEAD LANE,POYNTON,STOCKPORT,,SK12 1BE,43 TORKINGTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RH,,,,0.0,0.0,0.0,1921.15,,0.0
113029009,WORKSHOP AND PREMISES,7200,S GOLF LIMITED,16/11/2018,ARCHER STREET,STEPPING HILL,STOCKPORT,,,SK2 7PN,46 BOWERFIELD AVENUE,HAZEL GROVE,STOCKPORT,,,SK7 6JA,,,,0.0,0.0,0.0,3592.8,,0.0
5098049029,SHOP AND PREMISES,3550,GODFATHER (LONDON ROAD) LTD,22/11/2017,49 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AW,49 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AW,,,,0.0,0.0,0.0,1771.45,,0.0
2513005009,SHOP AND PREMISES,6900,CASTLETOWN HEALTH LTD,21/07/2008,5 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,5 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,,,,0.0,0.0,0.0,3443.1,,0.0
3153005009,SHOP AND PREMISES,9400,DDCFRANCHISEHG LIMITED,01/05/2017,5 FIVEWAYS PARADE,HAZEL GROVE,STOCKPORT,,,SK7 6DG,5 FIVEWAYS PARADE,HAZEL GROVE,STOCKPORT,,,SK7 6DG,,,,0.0,0.0,0.0,4690.6,,0.0
5098042019,OFFICES AND PREMISES,40500,F J GOODWIN & SONS (MANCHESTER) LTD,01/08/1991,42-50 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,50 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,,,,0.0,0.0,0.0,0.0,,0.0
1689006009,SURGERY AND PREMISES,5700,CHARISMA CLINIC LTD,24/10/2015,6 CHEPSTOW DRIVE,HAZEL GROVE,STOCKPORT,,,SK7 4RY,6 CHEPSTOW DRIVE,HAZEL GROVE,STOCKPORT,,,SK7 4RY,,,,0.0,0.0,0.0,2844.3,,0.0
2513006019,SHOP AND PREMISES,8900,GSK HAIRDRESSING LTD,22/07/2013,6 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,6 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,,,,0.0,0.0,0.0,4441.1,,0.0
637006019,OFFICES CLINIC & PREMISES,9500,SAFEHAVEN TRAUMA CENTRE LTD,27/03/2018,6-14 BEAN LEACH ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4LD,6-14 BEAN LEACH ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4LD,,,,0.0,0.0,0.0,4740.5,,0.0
5621006019,CAFE AND PREMISES,9200,WALKERS RETREAT. LTD,31/05/2017,6A MILL LANE,HAZEL GROVE,STOCKPORT,,,SK7 6DS,6A MILL LANE,HAZEL GROVE,STOCKPORT,,,SK7 6DS,,,,0.0,0.0,0.0,4590.8,,0.0
7847007009,SHOP AND PREMISES,7900,STERLING QUALITY SERVICES LTD,16/12/1994,7 THE BOULEVARD,CHESTER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5PA,7 THE BOULEVARD,HAZEL GROVE,STOCKPORT,,,SK7 5PA,,,,0.0,0.0,0.0,3942.1,,0.0
5098075009,WORKSHOP AND PREMISES,2275,CHESHIRE KITCHENS LTD,01/02/1997,79 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,79 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,,,,0.0,0.0,0.0,0.0,,0.0
1010008009,HAND CAR WASH & PREMISES,9700,STOCKPORT VALETING SERVICES LTD,06/10/2016,8 BUXTON STREET,HAZEL GROVE,STOCKPORT,,,SK7 4BB,8 BUXTON STREET,HAZEL GROVE,STOCKPORT,,,SK7 4BB,,,,0.0,0.0,0.0,4840.3,,0.0
1689008009,SHOP AND PREMISES,5400,HAIR BOUTIQUE LIMITED,23/02/2012,8 CHEPSTOW DRIVE,HAZEL GROVE,STOCKPORT,,,SK7 4RY,8 CHEPSTOW DRIVE,HAZEL GROVE,STOCKPORT,,,SK7 4RY,,,,0.0,0.0,0.0,2694.6,,0.0
5098089009,SHOP AND PREMISES,15000,CHESHIRE KITCHENS LTD,01/04/1990,83-89 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,83-89 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,,,RETDSC,0.0,0.0,7485.0,0.0,,0.0
5451089009,SHOP AND PREMISES,8900,SUNFACTOR TANNING STUDIO LIMITED,01/12/2004,89 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BG,89 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BG,,,,0.0,0.0,0.0,4441.1,,0.0
2513009009,SHOP AND PREMISES,7200,C D INTERIORS LTD,19/07/2002,9 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,9 DORCHESTER PARADE,HAZEL GROVE,STOCKPORT,,,SK7 5HA,,,,0.0,0.0,0.0,3592.8,,0.0
5098091009,SHOP AND PREMISES,9700,MODERN AIDS LTD,01/04/1990,91-93 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,91-93 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,,,,0.0,0.0,0.0,4840.3,,0.0
1007174189,STORE AND PREMISES,1750,MR WHITEWARE LTD,01/05/2014,OFFICE 2 SIMPSONS BUSINESS CENTRE,BUXTON ROAD,HAZEL GROVE,STOCKPORT,,SK7 6LZ,92 CHATSWORTH ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BN,,,,0.0,0.0,0.0,873.25,,0.0
1007174149,WORKSHOP AND PREMISES,8400,VACSERV LTD,01/07/2017,UNIT 10,SIMPSONS BUSINESS CENTRE,BUXTON ROAD,HAZEL GROVE,STOCKPORT,SK7 6LZ,95 MILL LANE,HAZEL GROVE,STOCKPORT,,,SK7 6DW,,,,0.0,0.0,0.0,4191.6,,0.0
5451097119,SHOP AND PREMISES,7300,FIVEWAYS TRAVEL LTD,01/05/2002,97 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6DT,97 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6DT,,,,0.0,0.0,0.0,3642.7,,0.0
5451097129,OFFICES AND PREMISES,4100,PROFESSIONAL VEHICLE SOLUTIONS LTD,25/06/2004,97A MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6DT,97A MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6DT,,,,0.0,0.0,0.0,2045.9,,0.0
6032031119,WAREHOUSE OFFICE AND PREMISES,66500,PREMIER POINT OF SALE LTD,07/11/2014,BAYS 3-4,NEWBY ROAD INDUSTRIAL ESTATE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DR,BAYS 3-4 NEWBY ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5DR,,,,0.0,0.0,0.0,0.0,,0.0
6032031109,WORKSHOP OFFICE AND PREMISES,81500,NORTHERN AQUA POWER (MANCHESTER) LTD,07/11/2014,BAYS 1-2,NEWBY ROAD INDUSTRIAL ESTATE,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DR,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5DR,,,,0.0,0.0,0.0,0.0,,0.0
6032002069,WORKSHOP AND PREMISES,36250,ROBANT ROLLERS LTD,01/03/2011,UNIT 44,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5DA,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5DA,,,,0.0,0.0,0.0,0.0,,0.0
6210001049,OFFICES AND PREMISES,7100,BEDA BATHROOMS LIMITED,01/09/2017,OAK STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EJ,OAK STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EJ,,,,0.0,0.0,0.0,3542.9,,0.0
7289001009,WAREHOUSE AND PREMISES,13000,DEKOMED LTD,22/06/2012,SHORT STREET,HAZEL GROVE,STOCKPORT,,,SK7 4AQ,SHORT STREET,HAZEL GROVE,STOCKPORT,,,SK7 4AQ,,,,0.0,0.0,0.0,4324.67,,0.0
5516005109,WORKSHOP OFFICE AND PREMISES,7300,PRODUCTION DISPLAY LIMITED,01/09/2013,UNIT 10,MARSLAND STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,UNIT 10 MARSLAND STREET,HAZEL GROVE,STOCKPORT,,,SK7 4ER,,,,0.0,0.0,0.0,3642.7,,0.0
5516005099,WORKSHOP OFFICE AND PREMISES,7100,DEVONSHIRE INTERIORS LTD,03/04/1995,UNIT 9,MARSLAND STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,UNIT 9 MARSLAND STREET,HAZEL GROVE,STOCKPORT,,,SK7 4ER,,,,0.0,0.0,0.0,3542.9,,0.0
