LocationDesc,HealthTopic,PolicyTopic,Title,Status,GeoLocation,DisplayOrder,PolicyTypeID
Kentucky,Physical Activity,Task Forces/Councils,Sports Authority Reorganization,Enacted,"(37.645970271, -84.774971048)",67,LEG
New Hampshire,Nutrition,Food Assistance Programs,Home and Community-Based Care for the Elderly,Enacted,"(43.655950113, -71.50036092)",3,REG
Colorado,Nutrition,Farmers Markets,Local Foods to Local Markets,Dead,"(38.843840757, -106.133610921)",9,LEG
Texas,Physical Activity,Built Environment and Street-Scale Design,Creation of the Port Isabel Improvement District No 1,Dead,"(31.827240407, -99.426770206)",68,LEG
New York,Nutrition,Incentives,An Act to Amend the Elder Law (Senate),Introduced,"(42.827001032, -75.543970427)",17,LEG
Kentucky,Nutrition,Liability and Indemnity,Appropriations and Revenue,Dead,"(37.645970271, -84.774971048)",18,LEG
Florida,Nutrition,School Nutrition,Appropriations,Dead,"(28.932040377, -81.928960539)",21,LEG
New York,Physical Activity,Task Forces/Councils,Food Task Force,Dead,"(42.827001032, -75.543970427)",67,LEG
Maine,Physical Activity,Disparities/Equity,State Ceiling of Low Income Housing Tax Credit Rule,Enacted,"(45.254228894001, -68.985031336)",53,REG
Illinois,Nutrition,Correctional Facilities Farms Programs,Public Aid Code,Dead,"(40.485010283, -88.997710178)",11,LEG
Iowa,Physical Activity,Pedestrians/Walking,Natural Resources,Dead,"(42.469400913, -93.816490556)",69,LEG
New York,Obesity,Food Restrictions,Tax Incentive to Domestic Life Insurance Companies,Dead,"(42.827001032, -75.543970427)",35,LEG
West Virginia,Physical Activity,Access to Recreational Opportunities,Healthy Children and Healthy Communities Act,Introduced,"(38.665510202, -80.712640135)",49,LEG
Vermont,Nutrition,Appropriations,Executive Branch,Dead,"(43.625381239, -72.517640791)",2,LEG
Maine,Nutrition,Food Security,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,Enacted,"(45.254228894001, -68.985031336)",14,LEG
Washington,Obesity,Food Restrictions,Supplemental Operating Appropriations,Dead,"(47.522278629, -120.47001079)",35,LEG
New York,Obesity,Appropriations,New York State Infrastructure Development Bank,Dead,"(42.827001032, -75.543970427)",28,LEG
Indiana,Nutrition,Access to Healthy Foods,Farm-to-School<br>,Dead,"(39.766910452, -86.149960194)",1,LEG
Massachusetts,Nutrition,Breastfeeding,Information Provided to Maternity Patients,Dead,"(42.27687047, -72.082690675)",4,LEG
Maine,Physical Activity,Public Transportation,Future Bond Program,Enacted,"(45.254228894001, -68.985031336)",63,REG
Kentucky,Nutrition,Breastfeeding,Breastfeeding and benefits,Enacted,"(37.645970271, -84.774971048)",4,LEG
Texas,Obesity,Sugar Sweetened Beverages,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",43,LEG
District of Columbia,Obesity,Marketing Restrictions,Bellevue Small Area Action Plan,Enacted,"(38.890371385, -77.031961127)",34,LEG
Oklahoma,Physical Activity,Task Forces/Councils,Schools,Enacted,"(35.472031356, -97.521070214)",67,LEG
Connecticut,Physical Activity,Public Transportation,Smart Growth Principles,Dead,"(41.56266102, -72.649840952)",63,LEG
Illinois,Physical Activity,Incentives,Illinois Income Tax Act,Dead,"(40.485010283, -88.997710178)",55,LEG
New York,Nutrition,Task Forces/Councils,Advisory Committee on Public Wellness,Dead,"(42.827001032, -75.543970427)",23,LEG
Nebraska,Nutrition,Farm Direct Foods,Agricultural Opportunities,Enacted,"(41.641040988001, -99.365720623)",8,LEG
California,Physical Activity,Appropriations,Budget Act of 2009,Dead,"(37.638640123, -120.999999538)",48,LEG
Nevada,Physical Activity,Incentives,Parks and Recreation,Dead,"(39.49324039, -117.071840564)",55,LEG
Vermont,Physical Activity,Bicycling,Transportation Policy,Enacted,"(43.625381239, -72.517640791)",50,LEG
Iowa,Nutrition,Agriculture and Farming,Local Farmer and Food Security Income Tax Credit,Dead,"(42.469400913, -93.816490556)",10,LEG
California,Nutrition,Initiatives and Programs,Senate Concurrent  Resolution <br>,Enacted,"(37.638640123, -120.999999538)",26,LEG
Texas,Obesity,Disparities/Equity,Student Physical Fitness Performance Reporting,Enacted,"(31.827240407, -99.426770206)",32,LEG
Mississippi,Nutrition,Farmers Markets,Farmers Markets,Dead,"(32.745510099, -89.538030825)",9,LEG
Utah,Obesity,Appropriations,Short Title - State Agency and Higher Education,Enacted,"(39.360700171, -111.587130635)",28,LEG
Massachusetts,Nutrition,Food Assistance Programs,An Act Making Appropriations<br>,Enacted,"(42.27687047, -72.082690675)",3,LEG
Missouri,Obesity,Task Forces/Councils,Obesity Commission,Dead,"(38.635790776, -92.566300053)",44,LEG
Arkansas,Nutrition,Task Forces/Councils,AN ACT FOR THE DEPARTMENT OF HUMAN SERVICES - DIVISION OF COUNTY OPERATIONS APPROPRIATION FOR THE 2016-2017 FISCAL YEAR.,Enacted,"(34.748650124, -92.274490743)",23,LEG
Arkansas,Nutrition,Appropriations,Correction Department Capital Improvement Funds,Enacted,"(34.748650124, -92.274490743)",2,LEG
New York,Nutrition,Agriculture and Farming,Regional Development,Dead,"(42.827001032, -75.543970427)",10,LEG
Florida,Nutrition,Appropriations,Medicaid Waiver Program,Dead,"(28.932040377, -81.928960539)",2,LEG
District of Columbia,Obesity,Appropriations,Streetcar Project Comprehensive Plan,Enacted,"(38.890371385, -77.031961127)",28,LEG
Illinois,Obesity,Appropriations,Commission to End Hunger Membership,Enacted,"(40.485010283, -88.997710178)",28,LEG
Massachusetts,Obesity,Health Insurance Coverage,Ayer Land Transfer,Enacted,"(42.27687047, -72.082690675)",37,LEG
Wisconsin,Nutrition,School Nutrition,Food Produced in This State,Dead,"(44.393191174, -89.816370742)",21,LEG
West Virginia,Nutrition,Medical Care,Bicycle and Pedestrian Ways,Dead,"(38.665510202, -80.712640135)",16,LEG
Hawaii,Obesity,Health Insurance Coverage,Medicaid,Dead,"(21.304850435, -157.857749403)",37,LEG
Illinois,Obesity,Menu Labeling,Nutritional Menu Labeling in Chain Restaurants,Dead,"(40.485010283, -88.997710178)",41,LEG
Kentucky,Physical Activity,Bicycling,Bicycle And Pedestrian Safety,Dead,"(37.645970271, -84.774971048)",50,LEG
Tennessee,Obesity,Menu Labeling,Appropriations,Dead,"(35.68094058, -85.774490914)",41,LEG
Hawaii,Nutrition,Appropriations,Home Organic Produce Cooperatives,Dead,"(21.304850435, -157.857749403)",2,LEG
New York,Obesity,Task Forces/Councils,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,"(42.827001032, -75.543970427)",44,LEG
Virginia,Nutrition,Incentives,Food Standards for Agency Meals,Dead,"(37.542680674, -78.457890463)",17,LEG
Florida,Nutrition,Trans Fats,Prevention of Obesity,Dead,"(28.932040377, -81.928960539)",24,LEG
North Carolina,Obesity,Task Forces/Councils,Childhood Obesity Legislative Task Force,Dead,"(35.466220975, -79.159250463)",44,LEG
District of Columbia,Obesity,Appropriations,Approval and Payment Authorization,Enacted,"(38.890371385, -77.031961127)",28,LEG
Minnesota,Obesity,Appropriations,Capital Investment,Dead,"(46.355648736, -94.794200503)",28,LEG
California,Nutrition,Incentives,Food Banks: Grants: Contributions: Income Tax Credits,Dead,"(37.638640123, -120.999999538)",17,LEG
New Mexico,Obesity,Appropriations,International Heritage Center,Enacted,"(34.520880952, -106.240580985)",28,LEG
Minnesota,Obesity,Appropriations,Agriculture,Dead,"(46.355648736, -94.794200503)",28,LEG
Massachusetts,Obesity,Appropriations,Arlington Pedestrian Safety,Dead,"(42.27687047, -72.082690675)",28,LEG
Tennessee,Physical Activity,Pedestrians/Walking,Industrial Development,Enacted,"(35.68094058, -85.774490914)",69,LEG
Ohio,Obesity,Appropriations,Licensed Child Care Centers,Enacted,"(40.060210141, -82.404260056)",28,REG
New York,Physical Activity,Pedestrians/Walking,Safe Access to Public Roads,Dead,"(42.827001032, -75.543970427)",69,LEG
Hawaii,Nutrition,Incentives,An Act Relating to Agriculture<br>,Dead,"(21.304850435, -157.857749403)",17,LEG
Minnesota,Nutrition,Fruits and Vegetables,Higher Education,Dead,"(46.355648736, -94.794200503)",15,LEG
New Jersey,Nutrition,Task Forces/Councils,Health Wellness Insurance Benefits,Dead,"(40.130570048, -74.273691288)",23,LEG
New York,Nutrition,Farmers Markets,Relates to Obesity Prevention<br>,Dead,"(42.827001032, -75.543970427)",9,LEG
Maine,Physical Activity,Zoning/Land Use,Low-Income Housing Tax Credit Rule,Enacted,"(45.254228894001, -68.985031336)",58,REG
South Carolina,Nutrition,Farm Direct Foods,Richland County,Enacted,"(33.998821303, -81.045371207)",8,LEG
Virginia,Nutrition,Incentives,Relating to the Soft Drink Excise Tax,Enacted,"(37.542680674, -78.457890463)",17,LEG
Washington,Obesity,Front of Package Labeling,Annual School Reporting,Dead,"(47.522278629, -120.47001079)",36,LEG
California,Obesity,Appropriations,Redevelopment,Dead,"(37.638640123, -120.999999538)",28,LEG
Alabama,Nutrition,Farmers Markets,To Make Appropriations,Enacted,"(32.840571122, -86.631860762)",9,LEG
Florida,Nutrition,School Nutrition,Child Care,Enacted,"(28.932040377, -81.928960539)",21,REG
California,Obesity,Appropriations,Subdivisions,Dead,"(37.638640123, -120.999999538)",28,LEG
Alabama,Nutrition,Farmers Markets,Government Appropriations,Dead,"(32.840571122, -86.631860762)",9,LEG
Rhode Island,Nutrition,Medical Care,Courts and Civil Procedure,Dead,"(41.708280193, -71.522470314)",16,LEG
Massachusetts,Physical Activity,Pedestrians/Walking,Parks Appropriations,Dead,"(42.27687047, -72.082690675)",69,LEG
California,Physical Activity,Appropriations,An Act to Make Appropriations<br>,Dead,"(37.638640123, -120.999999538)",48,LEG
Mississippi,Physical Activity,School Siting,Sweetened Beverages and Syrups Tax,Dead,"(32.745510099, -89.538030825)",65,LEG
Florida,Physical Activity,Public Transportation,An Act Relating to Growth Management,Enacted,"(28.932040377, -81.928960539)",63,LEG
New York,Obesity,Appropriations,Commissioner of Agriculture and Markets,Dead,"(42.827001032, -75.543970427)",28,LEG
Massachusetts,Physical Activity,Bicycling,2010 Supplemental Budget,Dead,"(42.27687047, -72.082690675)",50,LEG
South Carolina,Physical Activity,"Parks, Recreation and Trails",Carolina Panthers Special License Plates,Enacted,"(33.998821303, -81.045371207)",59,LEG
Minnesota,Nutrition,Agriculture and Farming,Energy,Dead,"(46.355648736, -94.794200503)",10,LEG
Rhode Island,Obesity,Appropriations,Courts and Civil Procedure,Dead,"(41.708280193, -71.522470314)",28,LEG
Maryland,Nutrition,Agriculture and Farming,Budget Bill,Enacted,"(39.290580964, -76.609260111)",10,LEG
New York,Nutrition,Farm Direct Foods,Community Food Security Program,Dead,"(42.827001032, -75.543970427)",8,LEG
Ohio,Physical Activity,Built Environment and Street-Scale Design,Transportation Innovation Authorities,Dead,"(40.060210141, -82.404260056)",68,LEG
Louisiana,Physical Activity,Initiatives and Programs,Senate Resolution<br>,Enacted,"(31.312660644, -92.445680071)",70,LEG
Texas,Physical Activity,Bicycling,Specific Management District Creation and Tax,Dead,"(31.827240407, -99.426770206)",50,LEG
Texas,Nutrition,Food Assistance Programs,Food Stamps,Dead,"(31.827240407, -99.426770206)",3,LEG
Missouri,Nutrition,Agriculture and Farming,Farm to Institution Initiative,Dead,"(38.635790776, -92.566300053)",10,LEG
Arkansas,Obesity,Appropriations,Change of Child Health Advisory Committee Membership,Enacted,"(34.748650124, -92.274490743)",28,LEG
New Jersey,Nutrition,Healthier Food Retail and Food Deserts,School Food Restriction,Enacted,"(40.130570048, -74.273691288)",12,LEG
New Jersey,Obesity,Appropriations,Economic Redevelopment Growth Area Qualification,Dead,"(40.130570048, -74.273691288)",28,LEG
New York,Nutrition,Incentives,State May Award Financial Assistance,Enacted,"(42.827001032, -75.543970427)",17,LEG
Alabama,Nutrition,Food Security,Nutrition Labeling of Food,Enacted,"(32.840571122, -86.631860762)",14,LEG
Maine,Nutrition,Disparities/Equity,Request for Waiver,Dead,"(45.254228894001, -68.985031336)",7,LEG
Washington,Nutrition,Agriculture and Farming,Meat and Poultry Inspection Program,Dead,"(47.522278629, -120.47001079)",10,LEG
Maine,Obesity,Appropriations,Nutritional Wellness and Health Insurers,Dead,"(45.254228894001, -68.985031336)",28,LEG
Minnesota,Physical Activity,"Parks, Recreation and Trails",Transportation,Dead,"(46.355648736, -94.794200503)",59,LEG
Montana,Obesity,Health Insurance Coverage,Incentive Programs to Reward Healthy Choices,Dead,"(47.066528972, -109.424420645)",37,LEG
Illinois,Nutrition,Trans Fats,Wellness Tax Credit,Dead,"(40.485010283, -88.997710178)",24,LEG
Tennessee,Obesity,Appropriations,Education,Dead,"(35.68094058, -85.774490914)",28,LEG
Florida,Physical Activity,Bicycling,Statewide Passenger Rail Commission,Dead,"(28.932040377, -81.928960539)",50,LEG
Maine,Obesity,Appropriations,Farm Food Products Licensing Requirements,Dead,"(45.254228894001, -68.985031336)",28,LEG
New York,Nutrition,Food Assistance Programs,Supplemental Nutrition Assistance Program for Seniors,Dead,"(42.827001032, -75.543970427)",3,LEG
New York,Obesity,Marketing Restrictions,Healthy Schools Act,Dead,"(42.827001032, -75.543970427)",34,LEG
Michigan,Obesity,Health Insurance Coverage,Public Employee Benefits,Dead,"(44.661319543001, -84.71439027)",37,LEG
Tennessee,Physical Activity,Bicycling,An Act Relating to the Construction of Facilities and Trails <br>,Enacted,"(35.68094058, -85.774490914)",50,LEG
Hawaii,Obesity,Food Restrictions,Schools,Dead,"(21.304850435, -157.857749403)",35,LEG
Illinois,Nutrition,Liability and Indemnity,Capital Projects Implementation Act,Dead,"(40.485010283, -88.997710178)",18,LEG
Massachusetts,Nutrition,Farmers Markets,School Nutrition,Dead,"(42.27687047, -72.082690675)",9,LEG
Hawaii,Obesity,Food Restrictions,Farm to School Models,Dead,"(21.304850435, -157.857749403)",35,LEG
Texas,Nutrition,Access to Healthy Foods,Raw Milk Product Regulations,Dead,"(31.827240407, -99.426770206)",1,LEG
Massachusetts,Nutrition,Access to Healthy Foods,Barnstable County,Dead,"(42.27687047, -72.082690675)",1,LEG
Massachusetts,Obesity,Food Restrictions,Food Policy Council,Enacted,"(42.27687047, -72.082690675)",35,LEG
North Dakota,Physical Activity,Task Forces/Councils,Regional Public Health Networks,Enacted,"(47.475319779, -100.118421049)",67,LEG
Hawaii,Obesity,Food Restrictions,Nutritious Meal Programs,Dead,"(21.304850435, -157.857749403)",35,LEG
Alabama,Nutrition,Appropriations,Nutrition Labeling of Food,Enacted,"(32.840571122, -86.631860762)",2,LEG
Tennessee,Physical Activity,Physical Education Requirements,Education,Dead,"(35.68094058, -85.774490914)",61,LEG
Washington,Obesity,Appropriations,Certain Public Facilities and Impact Fees,Dead,"(47.522278629, -120.47001079)",28,LEG
Minnesota,Obesity,Appropriations,Capital Improvements,Dead,"(46.355648736, -94.794200503)",28,LEG
Michigan,Nutrition,Appropriations,Local Farmers,Dead,"(44.661319543001, -84.71439027)",2,LEG
Hawaii,Nutrition,Appropriations,Taxation,Dead,"(21.304850435, -157.857749403)",2,LEG
Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Rules of the Road,Enacted,"(41.708280193, -71.522470314)",68,LEG
New York,Physical Activity,Physical Education Requirements,Nutritional Standards in Public Schools,Dead,"(42.827001032, -75.543970427)",61,LEG
Alabama,Physical Activity,Bicycling,Transportation Department,Dead,"(32.840571122, -86.631860762)",50,LEG
California,Nutrition,Fruits and Vegetables,Distinguished After School Health (DASH) Recognition Program,Enacted,"(37.638640123, -120.999999538)",15,LEG
Pennsylvania,Obesity,Appropriations,Pedalcycle and Pedestrian Committee,Enacted,"(40.793730152, -77.860700294)",28,LEG
Pennsylvania,Obesity,Incentives,Reduced Insurance Premiums,Dead,"(40.793730152, -77.860700294)",38,LEG
Oklahoma,Obesity,Appropriations,"My Life, My Choice",Enacted,"(35.472031356, -97.521070214)",28,REG
Michigan,Nutrition,Liability and Indemnity,Department of Transportation,Enacted,"(44.661319543001, -84.71439027)",18,LEG
New Jersey,Nutrition,Incentives,Childrenâs Health Promotion Fund,Dead,"(40.130570048, -74.273691288)",17,LEG
Texas,Obesity,Appropriations,Juvenile Justice Alternative Education Programs,Enacted,"(31.827240407, -99.426770206)",28,REG
West Virginia,Physical Activity,Bicycling,Patient Centered Medical Homes Pilot Projects,Enacted,"(38.665510202, -80.712640135)",50,LEG
Massachusetts,Obesity,Appropriations,Public Safety,Dead,"(42.27687047, -72.082690675)",28,LEG
Texas,Physical Activity,"Parks, Recreation and Trails",Specific Management District Creation and Tax,Enacted,"(31.827240407, -99.426770206)",59,LEG
Arizona,Nutrition,Nutrition Standards,Child Care Facilities Licensing Requirements,Enacted,"(34.86597028, -111.763811277)",6,REG
New York,Nutrition,Agriculture and Farming,New York State Council on Food Policy,Dead,"(42.827001032, -75.543970427)",10,LEG
Pennsylvania,Nutrition,Trans Fats,Healthy Living Committee Discount,Dead,"(40.793730152, -77.860700294)",24,LEG
Texas,Nutrition,Access to Healthy Foods,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",1,LEG
New York,Nutrition,Farm Direct Foods,Local Food and Products Sourcing Tax Credit,Dead,"(42.827001032, -75.543970427)",8,LEG
Oregon,Nutrition,Agriculture and Farming,Uses on Agricultural Land,Enacted,"(44.567449424, -120.155031326)",10,REG
Massachusetts,Nutrition,Fruits and Vegetables,Student Nutrition and Wellness,Dead,"(42.27687047, -72.082690675)",15,LEG
Oregon,Obesity,Front of Package Labeling,Warning Label Requirement on High Calorie Beverages,Dead,"(44.567449424, -120.155031326)",36,LEG
Minnesota,Physical Activity,Public Safety,Economic Development,Dead,"(46.355648736, -94.794200503)",62,LEG
Texas,Nutrition,Access to Healthy Foods,Foods And Beverages For Schools Use,Enacted,"(31.827240407, -99.426770206)",1,LEG
New York,Nutrition,Farmers Markets,Appropriations for Support of Government,Enacted,"(42.827001032, -75.543970427)",9,LEG
Hawaii,Physical Activity,Built Environment and Street-Scale Design,Complete Streets Policy Compliance,Introduced,"(21.304850435, -157.857749403)",68,LEG
Mississippi,Nutrition,Healthier Food Retail and Food Deserts,Healthy Food Retail Act,Dead,"(32.745510099, -89.538030825)",12,LEG
New Jersey,Nutrition,Medical Care,Budget Bill Fiscal Year 2009-2010,Dead,"(40.130570048, -74.273691288)",16,LEG
District of Columbia,Nutrition,Appropriations,Kingman Parkrosedale Community Garden,Dead,"(38.890371385, -77.031961127)",2,LEG
Minnesota,Obesity,Appropriations,Environment,Dead,"(46.355648736, -94.794200503)",28,LEG
New York,Nutrition,Appropriations,State Farm Grown Products,Dead,"(42.827001032, -75.543970427)",2,LEG
Massachusetts,Physical Activity,School Siting,Transportation System Modernization,Enacted,"(42.27687047, -72.082690675)",65,LEG
New Jersey,Physical Activity,Pedestrians/Walking,Failing to Yield to Pedestrians,Dead,"(40.130570048, -74.273691288)",69,LEG
Texas,Nutrition,Initiatives and Programs,Developmental Activities And Activity Plan,Enacted,"(31.827240407, -99.426770206)",26,REG
Illinois,Nutrition,Food Assistance Programs,Appropriations to Agencies,Enacted,"(40.485010283, -88.997710178)",3,LEG
New Mexico,Obesity,Appropriations,Public Money Expenditure,Enacted,"(34.520880952, -106.240580985)",28,LEG
West Virginia,Physical Activity,Pedestrians/Walking,State Excess Lottery Revenue Fund,Dead,"(38.665510202, -80.712640135)",69,LEG
Kansas,Physical Activity,Bicycling,Motor Vehicle Safety Belts,Enacted,"(38.3477403, -98.200781227)",50,LEG
New Jersey,Obesity,Appropriations,Pedestrian Safety,Enacted,"(40.130570048, -74.273691288)",28,LEG
Hawaii,Physical Activity,Pedestrians/Walking,Repair and Repaving Of Side Streets,Dead,"(21.304850435, -157.857749403)",69,LEG
Massachusetts,Nutrition,Appropriations,Farm Produce to Needy Persons,Dead,"(42.27687047, -72.082690675)",2,LEG
Hawaii,Nutrition,Trans Fats,Wellness,Dead,"(21.304850435, -157.857749403)",24,LEG
New York,Physical Activity,Public Transportation,Smart Growth for the New Century Act,Dead,"(42.827001032, -75.543970427)",63,LEG
Florida,Obesity,Appropriations,Growth Management,Dead,"(28.932040377, -81.928960539)",28,LEG
Hawaii,Obesity,Food Restrictions,Appropriation,Dead,"(21.304850435, -157.857749403)",35,LEG
New York,Physical Activity,Public Safety,Community Gardens in the State of New York As Parkland,Dead,"(42.827001032, -75.543970427)",62,LEG
Illinois,Nutrition,Appropriations,Health Facility Planning,Enacted,"(40.485010283, -88.997710178)",2,LEG
Hawaii,Obesity,Food Restrictions,Child Nutrition Programs,Dead,"(21.304850435, -157.857749403)",35,LEG
Maine,Obesity,Food Restrictions,Food Licensing Requirements,Dead,"(45.254228894001, -68.985031336)",35,LEG
California,Obesity,Appropriations,Environment: CEQA Exemption: Roadway Improvement,Dead,"(37.638640123, -120.999999538)",28,LEG
Illinois,Obesity,Appropriations,Innovation Development and Economy Act,Enacted,"(40.485010283, -88.997710178)",28,LEG
Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Taxation,Dead,"(41.708280193, -71.522470314)",12,LEG
Maryland,Obesity,Body Mass Index (BMI),Blue Ribbon Commission,Enacted,"(39.290580964, -76.609260111)",29,LEG
Florida,Nutrition,Food Assistance Programs,Sales and Use Tax,Dead,"(28.932040377, -81.928960539)",3,LEG
Kansas,Physical Activity,Built Environment and Street-Scale Design,Motor Vehicle Safety Belts,Enacted,"(38.3477403, -98.200781227)",68,LEG
Nebraska,Nutrition,Disparities/Equity,Nebraska Healthy Food Financing Initiative Act,Dead,"(41.641040988001, -99.365720623)",7,LEG
Connecticut,Obesity,Liability and Indemnity,Tax on Soft Drinks,Dead,"(41.56266102, -72.649840952)",39,LEG
Idaho,Nutrition,Initiatives and Programs,Medicaid Basic Plan Benefits<br>,Enacted,"(43.682630005, -114.363730042)",26,REG
Hawaii,Nutrition,Farm Direct Foods,Child Nutrition Programs,Enacted,"(21.304850435, -157.857749403)",8,LEG
Massachusetts,Obesity,Food Restrictions,Nutritional Meals in the Public Schools,Dead,"(42.27687047, -72.082690675)",35,LEG
California,Physical Activity,Public Safety,Redevelopment Agencies: Financing,Dead,"(37.638640123, -120.999999538)",62,LEG
California,Nutrition,Medical Care,State Capitol Sustainability Task Force,Dead,"(37.638640123, -120.999999538)",16,LEG
Maryland,Obesity,Appropriations,Transit Thresholds and Treatment Corridors,Dead,"(39.290580964, -76.609260111)",28,LEG
New York,Physical Activity,Task Forces/Councils,Office Of Nutrition And Fitness,Dead,"(42.827001032, -75.543970427)",67,LEG
Hawaii,Physical Activity,Built Environment and Street-Scale Design,Traffic and Pedestrian Study,Enacted,"(21.304850435, -157.857749403)",68,LEG
Illinois,Nutrition,Appropriations,FOODâHEALTHY INCENTIVES PROGRAMâLOCAL,Enacted,"(40.485010283, -88.997710178)",2,LEG
Maryland,Obesity,Appropriations,Corollary Athletic Programs,Enacted,"(39.290580964, -76.609260111)",28,REG
Tennessee,Nutrition,Access to Healthy Foods,Taxes,Dead,"(35.68094058, -85.774490914)",1,LEG
District of Columbia,Nutrition,Vending,Department of Parks and Recreation Fee-based Use Permit Authority Amendment Act of 2012,Enacted,"(38.890371385, -77.031961127)",25,LEG
New Mexico,Nutrition,Trans Fats,Employee Wellness Incentive Programs,Enacted,"(34.520880952, -106.240580985)",24,LEG
Oregon,Physical Activity,Appropriations,Multimodal Transportation Fund Program,Enacted,"(44.567449424, -120.155031326)",48,REG
New York,Nutrition,Food Security,Commissioner of Education,Dead,"(42.827001032, -75.543970427)",14,LEG
Illinois,Physical Activity,Appropriations,Student Physical Fitness Assessment Appropriation,Dead,"(40.485010283, -88.997710178)",48,LEG
Minnesota,Nutrition,Appropriations,Agriculture,Dead,"(46.355648736, -94.794200503)",2,LEG
New York,Obesity,Appropriations,Community Gardens,Dead,"(42.827001032, -75.543970427)",28,LEG
Tennessee,Obesity,Body Mass Index (BMI),Public Planning,Dead,"(35.68094058, -85.774490914)",29,LEG
Hawaii,Nutrition,Agriculture and Farming,Women and Infant Children,Dead,"(21.304850435, -157.857749403)",10,LEG
New Mexico,Obesity,Appropriations,Hybrid Car Risks to the Blind,Enacted,"(34.520880952, -106.240580985)",28,LEG
Georgia,Obesity,Appropriations,Private Driveways,Dead,"(32.839681093, -83.627580346)",28,LEG
Washington,Physical Activity,Public Transportation,Revenue Generated From Tolling,Enacted,"(47.522278629, -120.47001079)",63,LEG
Mississippi,Obesity,Appropriations,Physical Education Classes,Enacted,"(32.745510099, -89.538030825)",28,LEG
Maine,Obesity,Disparities/Equity,Physical Education Curriculum,Dead,"(45.254228894001, -68.985031336)",32,LEG
Louisiana,Obesity,Appropriations,Agency Ancillary Funds,Enacted,"(31.312660644, -92.445680071)",28,LEG
Missouri,Physical Activity,Physical Education Requirements,Public Schools Ballroom Dance Courses,Dead,"(38.635790776, -92.566300053)",61,LEG
Maryland,Nutrition,School Nutrition,Farm to School Program,Enacted,"(39.290580964, -76.609260111)",21,LEG
Rhode Island,Obesity,Appropriations,State Budget,Enacted,"(41.708280193, -71.522470314)",28,LEG
Massachusetts,Nutrition,Food Policy Councils,Food Policy Council,Dead,"(42.27687047, -72.082690675)",13,LEG
Florida,Physical Activity,Physical Activity Requirements,Healthy and Fit Florida Act,Dead,"(28.932040377, -81.928960539)",60,LEG
Washington,Nutrition,School Nutrition,Coordinated School Health Public Private Partnership,Dead,"(47.522278629, -120.47001079)",21,LEG
Rhode Island,Nutrition,Appropriations,Sales and Use Taxes for Vending Machines,Dead,"(41.708280193, -71.522470314)",2,LEG
Colorado,Physical Activity,Physical Education Requirements,Physical Activity Expectation in Schools,Enacted,"(38.843840757, -106.133610921)",61,LEG
South Carolina,Nutrition,Appropriations,School Sold Snacks,Dead,"(33.998821303, -81.045371207)",2,LEG
Massachusetts,Obesity,Appropriations,Labeling of Food,Dead,"(42.27687047, -72.082690675)",28,LEG
Vermont,Physical Activity,"Parks, Recreation and Trails",Designating New Town and Growth Centers,Enacted,"(43.625381239, -72.517640791)",59,LEG
New York,Obesity,Menu Labeling,Downstate Revitalization Fund Program,Enacted,"(42.827001032, -75.543970427)",41,REG
Oregon,Nutrition,Disparities/Equity,Senior Farm Direct Nutrition Program,Enacted,"(44.567449424, -120.155031326)",7,REG
Texas,Nutrition,Farm Direct Foods,Regulation of Food Sold at Farmers Markets.,Dead,"(31.827240407, -99.426770206)",8,LEG
Massachusetts,Obesity,Menu Labeling,Development of Underused State Owned Real Property,Dead,"(42.27687047, -72.082690675)",41,LEG
Vermont,Nutrition,Appropriations,Farmers Markets,Dead,"(43.625381239, -72.517640791)",2,LEG
Washington,Obesity,Body Mass Index (BMI),Statewide Transportation Planning,Dead,"(47.522278629, -120.47001079)",29,LEG
Wisconsin,Nutrition,Farm Direct Foods,Relating to Pilot Farm-to-School Programs<br>,Dead,"(44.393191174, -89.816370742)",8,LEG
Hawaii,Nutrition,Appropriations,"Kalo, Taro Farms, School Meals",Dead,"(21.304850435, -157.857749403)",2,LEG
Mississippi,Physical Activity,Task Forces/Councils,Council on Combating Obesity,Dead,"(32.745510099, -89.538030825)",67,LEG
Florida,Nutrition,Nutrition Standards,Incorporations by Reference,Enacted,"(28.932040377, -81.928960539)",6,REG
Mississippi,Nutrition,Incentives,Sweetened Beverages and Syrups Tax,Dead,"(32.745510099, -89.538030825)",17,LEG
Vermont,Nutrition,Medical Care,Affordable Housing,Enacted,"(43.625381239, -72.517640791)",16,LEG
Wyoming,Nutrition,Farm Direct Foods,Potential to Create More Jobs through Agribusiness,Introduced,"(43.235541343, -108.109830353)",8,LEG
Missouri,Nutrition,Farm Direct Foods,Sewer Service Lines Failure Repair Fee,Dead,"(38.635790776, -92.566300053)",8,LEG
Oregon,Obesity,Food Restrictions,Supplemental Assistance,Dead,"(44.567449424, -120.155031326)",35,LEG
