County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Washington,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shallow emergent marsh,Shallow Emergent Marsh,S5,G5
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium leucolepis,White-bracted Boneset,S1,G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,S2,G5T1
Suffolk,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Northern Gama Grass,S2,G5TNR
Rockland,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Washington,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Madison,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,S5,G5
Columbia,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,S5B,G5
Jefferson,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Westchester,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-sweetgum swamp,Red Maple-Sweetgum Swamp,S1S2,G4G5
Schuyler,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,S3,G5T3
Suffolk,Plant,Flowering Plants,Rushes,Juncus brachycarpus,Short-fruited Rush,S1,G4G5
Onondaga,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp,S3,G4
Orleans,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Orange,Animal,Reptiles,Lizards,Plestiodon fasciatus,Five-lined Skink,S3,G5
Oneida,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Cayuga,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Onondaga,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Cattaraugus,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,S3,G4T4
Chautauqua,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Franklin,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Essex,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
Putnam,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Jefferson,Plant,Flowering Plants,Grasses,Zizania palustris var. interior,Interior Wild Rice,SH,G4G5T4T5
Oswego,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,S5,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Melanthium hybridum,Slender Bunchflower,SX,G5
Franklin,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Onondaga,Plant,Ferns and Fern Allies,Ferns,Lygodium palmatum,Climbing Fern,S1,G4
Rensselaer,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Orange,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Saratoga,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Washington,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,S5B,G5
Delaware,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Orleans,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,S2S3,G5
New York,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Ulster,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,S5,G5
Rensselaer,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,S5B,G5
Cortland,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Sullivan,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Saratoga,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,S2,G5T5
Niagara,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Schenectady,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,S5B,G5
Clinton,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Ontario,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,SNA,G5
Tompkins,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
St. Lawrence,Animal,Birds,Flycatchers,Contopus cooperi,Olive-sided Flycatcher,S3B,G4
Dutchess,Plant,Mosses,Other Mosses,Ditrichum flexicaule,Flexible hair moss,S1,G5
Sullivan,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,S5,G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,S1,G5
Herkimer,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,S2,G5
Tompkins,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
Yates,Plant,Flowering Plants,Sedges,Carex gynocrates,Northern Bog Sedge,S1,G5
Albany,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
Onondaga,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,"S2S3B,SNRN",G5
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Libellula needhami,Needham's Skimmer,S3,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,S3,G5
Suffolk,Plant,Flowering Plants,Rushes,Luzula bulbosa,Hairy Wood Rush,S3,G5
Monroe,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Herkimer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Livingston,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,S1,G5
Warren,Plant,Flowering Plants,Sedges,Schoenoplectiella smithii var. setosa,SmithÂ¿s Bristly Bulrush,S1,G5?TNR
Broome,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Washington,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Putnam,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Herkimer,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Rockland,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,S2S3,G5
Dutchess,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,S1,G2
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Iris prismatica,Slender Blue Flag,S2,G4G5
Wyoming,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Yates,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,S2,G3G4
Wayne,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,S2S3,G3G4
Nassau,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Kings,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis,S2,G5
Cayuga,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Schenectady,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Lewis,Animal,Mayflies,Mayflies,Siphlonisca aerodromia,Tomah Mayfly,S1,G2G3
Delaware,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,S5,G5
Broome,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Sullivan,Animal,Butterflies and Moths,Butterflies and Skippers,Plebejus melissa samuelis,Karner Blue,S1,G5T2
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,S3,G5
Washington,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Montgomery,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,S4,G4
Queens,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,S1,G5
Delaware,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Chenango,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,S4,G5
Hamilton,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Erie,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Seneca,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Niagara,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,S1S2,G5T5
Saratoga,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,S4,G5
Richmond,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Rensselaer,Plant,Flowering Plants,Sedges,Carex mesochorea,Midland Sedge,S2,G4G5
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Allium cernuum,Wild Onion,S2,G5
Columbia,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,S4,G4G5
Warren,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Otsego,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Columbia,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Schoharie,Animal,Animal Assemblages,Animal Assemblages,Bat Colony,Bat Colony,SNR,GNR
Washington,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,S1,G5
Fulton,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain,S3,G5
Madison,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Suffolk,Animal,Beetles,Tiger Beetles,Cicindela patruela consentanea,New Jersey Pine Barrens Tiger Beetle,SH,G3T1T3
Warren,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Red maple-tamarack peat swamp,Red Maple-Tamarack Peat Swamp,S2S3,G3G4
Nassau,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,S5,G5
Washington,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Franklin,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,S2,G5
Kings,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Tompkins,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Bronx,Animal,Reptiles,Turtles,Trachemys scripta,Slider,SNA,G5
Niagara,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Broome,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Bronx,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Wayne,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink,S2S3,G5
Dutchess,Animal,Amphibians,Frogs and Toads,Lithobates kauffeldi,Atlantic Coast Leopard Frog,S1S2,G3G4
Broome,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Lewis,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Montgomery,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,S2,G3
Chautauqua,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch,S2,G5
Cattaraugus,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Suffolk,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,S5B,G5
Washington,Animal,Fish,Darters and Sunfishes,Sander canadensis,Sauger,S1,G5
Hamilton,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,S5,G5
Genesee,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Tioga,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink,S2S3,G5
Suffolk,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Seneca,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,S5B,G5
Montgomery,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
Dutchess,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Fulton,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Oswego,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Montgomery,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,S3,G4
Herkimer,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Hackelia deflexa ssp. americana,Northern Stickseed,S1,G5T5
Richmond,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Warren,Natural Community,Uplands,Forested Uplands,Pine-northern hardwood forest,Pine-Northern Hardwood Forest,S4,G4
Washington,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Nassau,Plant,Flowering Plants,Rushes,Juncus brachycarpus,Short-fruited Rush,S1,G4G5
Herkimer,Animal,Birds,"Ducks, Geese, Waterfowl",Aythya americana,Redhead,SNA,G5
Jefferson,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
Oswego,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,S1,G5
Chemung,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Broome,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Rensselaer,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Ptilimnium capillaceum,Mock Bishopweed,S3,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,S1,G4
Wyoming,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Williamsonia fletcheri,Ebony Boghaunter,S1,G4
Broome,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,S3B,G4
Herkimer,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Atlantic Ocean and Long Island Sound,Animal,Mammals,Whales and Dolphins,Balaenoptera physalus,Fin Whale,S1,G3G4
Jefferson,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Cattaraugus,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,S2,G4
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,S1,G5?
Genesee,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich sloping fen,Rich Sloping Fen,S1S2,G3
Yates,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
New York,Animal,Butterflies and Moths,Butterflies and Skippers,Calycopis cecrops,Red-banded Hairstreak,SU,G5
Suffolk,Animal,Birds,Nightbirds,Antrostomus carolinensis,Chuck-will's-widow,S1B,G5
Erie,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Clinton,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Westchester,Animal,Reptiles,Turtles,Kinosternon subrubrum,Eastern Mud Turtle,S1,G5
Cattaraugus,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,SNA,GNA
Erie,Plant,Flowering Plants,Other Flowering Plants,Potentilla supina ssp. paradoxa,Bushy Cinquefoil,S1,G5
Bronx,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,S3,G5
Schuyler,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Bronx,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Saratoga,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,S3B,G5
Putnam,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Otsego,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,S5,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort,S2,G4
Schuyler,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Delaware,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner,S2,G4
Ontario,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Schoharie,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
Yates,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Cortland,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,S5,G5
Washington,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Yates,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Orange,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,S1S2,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,S2S3,G5
Ulster,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
Schoharie,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,S3,G3G4
St. Lawrence,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Chautauqua,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Cayuga,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,S3B,G5
Broome,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,S1S2,G5
Oneida,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Nassau,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,S3,G5
Erie,Plant,Flowering Plants,Other Flowering Plants,Berula erecta,Wild Parsnip,SX,G4G5
Saratoga,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-blackgum swamp,Red Maple-Blackgum Swamp,S2,G3G4
Columbia,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,S5,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum verticillatum var. verticillatum,Whorled Mountain Mint,S1S2,G5T5
Chautauqua,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,S3,G5T3
Nassau,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge,S2,G5
Lewis,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak,S5,G5
Clinton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Saratoga,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Orleans,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Delaware,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,S5B,G5
Tompkins,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink,S2S3,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,S3,G5
Franklin,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,S4,G5
Greene,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Perched swamp white oak swamp,Perched Swamp White Oak Swamp,S1S2,G3G4
Delaware,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Agalinis decemloba,Sandplain Gerardia,S1,G3G4
Erie,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis persius persius,Persius Duskywing,S1,G5T1T3
Albany,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,S3,G5
Westchester,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Franklin,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,S2S4,G4
Livingston,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Chemung,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
Bronx,Animal,Butterflies and Moths,Butterflies and Skippers,Parrhasius m-album,White-m Hairstreak,SU,G5
Saratoga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,S3B,G4
Kings,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
Saratoga,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,S3,G5
Livingston,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,S4,G4G5
Herkimer,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Franklin,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Lewis,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Chemung,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Rockland,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh,S2,G3G4
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygala cruciata,Cross-leaved Milkwort,S3?,G5
Onondaga,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink,S2S3,G5
Clinton,Natural Community,Uplands,Open Uplands,Sand beach,Sand Beach,S3,G5
Madison,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius melodus,Piping Plover,S3B,G3
Cayuga,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Warren,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Genesee,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Franklin,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Ontario,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Schenectady,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,S3,G3G4
Putnam,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Livingston,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Genesee,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,S1,G5T5
Cattaraugus,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Delaware,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Cattaraugus,Plant,Flowering Plants,Other Flowering Plants,Thaspium barbinode,Hairy-jointed Meadow Parsnip,S1,G5
Tioga,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Linum medium var. texanum,Southern Yellow Flax,S2,G5T5
Chenango,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Spruce-fir swamp,Spruce-Fir Swamp,S3,G3G4
Albany,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,S5,G5
Queens,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Warren,Animal,Birds,Thrushes and Bluebirds,Catharus bicknelli,Bicknell's Thrush,S2S3B,G4
Wyoming,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,S1S2,G4
Suffolk,Animal,Butterflies and Moths,Moths,Oligia bridghamii,Bridgham's Brocade,SU,G4
Orange,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Thoracobombus) fervidus,Yellow Bumble Bee,S1,G4?
Chemung,Natural Community,Uplands,Barrens and Woodlands,Shale talus slope woodland,Shale Talus Slope Woodland,S3,G3G4
Saratoga,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Schuyler,Plant,Flowering Plants,Sedges,Scleria verticillata,Low Nut Sedge,S1,G5
Warren,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,S5,G5
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Genesee,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-hickory forest,Coastal Oak-Hickory Forest,S3,G4
