Account Holder1,Liable From,Rateable Value,Mandatory relief (%) ,Discretionary relief (%),Small Business Rate Relief (%),Retail Relief (£),Local Discount (£),Empty Property?,Exempt Empty?,Empty From,Address 1,Addr2,Addr3,Addr4,Postcode,VOA Description code,Description,B A Reference
HEATON PROPERTY HOLDINGS LTD,31/05/2014,5100.0,0.0,0.0,0.0,£0.00,,Y,N,31/05/2014,UNIT 6 REALTEX HOUSE,2 LEEDS ROAD,RAWDON,LEEDS,LS19 6NW,CS,SHOP AND PREMISES,2232036314057.0
HEATON PROPERTY HOLDINGS LTD,30/04/2015,15750.0,0.0,0.0,0.0,£0.00,,Y,N,30/04/2015,UNIT 4,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6NW,CS,SHOP AND PREMISES,2232036314976.0
CASWOOD LTDT/A HARVAL,16/03/2007,12250.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,UNITS 2/3 REALTEX HOUSE,2 LEEDS ROAD,RAWDON,LEEDS,LS19 6NW,CS,SHOP AND PREMISES,2232036314977.0
HORIZON TEXTILES LTD,12/03/2012,3900.0,0.0,0.0,100.0,£0.00,,N,N,,ROOM 2 1ST FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICES AND PREMISES,2232036340403.0
PENSION & INVESTMENT PARTNERS LL,19/03/2007,3450.0,0.0,0.0,100.0,£0.00,,N,N,,ROOM 3 1ST FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICE,2232036360986.0
BYRON & BROWN LTD,01/09/2014,5300.0,0.0,0.0,100.0,£0.00,,N,N,,ROOM 7 1ST FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICE,2232036362388.0
HEATON PROPERTY HOLDINGS LTD,01/04/2010,3000.0,0.0,0.0,0.0,£0.00,,Y,N,01/04/2009,SUITE 1 GROUND FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICES AND PREMISES,2232036362788.0
HEATON PROPERTY HOLDINGS LTD,12/03/2012,9500.0,0.0,0.0,0.0,£0.00,,Y,N,12/03/2012,SUITE 1B 1ST FLOOR,REALTEX HOUSE,"4/8 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICES AND PREMISES,2232036436106.0
TEMPORAL LENNON & COMPANY LTD,24/08/2010,10250.0,0.0,0.0,29.0,£0.00,,N,N,,SUITE 1A 1ST FLOOR,REALTEX HOUSE,"4/8 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICES AND PREMISES,2232036436117.0
PROMOTIONAL UNION LTD,01/01/2007,3500.0,0.0,0.0,100.0,£0.00,,N,N,,ROOM 4 1ST FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,OFFICES AND PREMISES,2232036439681.0
TELEFONICA UK LTD,13/05/2006,6400.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOMMUNICATION MAST,SITE REF 31150,"LEEDS ROAD, RAWDON",LEEDS,LS19 6PJ,MT1,COMMUNICATION STATION AND PREMISES,2232036450571.0
FEATHERS FLOORING & BEDS LTD,01/03/2012,9300.0,0.0,0.0,45.0,"-£1,500.00",,N,N,,UNIT 4,REALTEX HOUSE,"4 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CS,SHOP AND PREMISES,2232036486795.0
JAMIE BELL PHYSIOTHERAPY LTD,29/04/2013,9000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 6 REALTEX HOUSE,6 LEEDS ROAD,RAWDON,LEEDS,LS19 6AX,CS,SHOP AND PREMISES,2232036486806.0
ABC PROMOTIONAL GIFTS LTD,22/12/2009,3250.0,0.0,0.0,100.0,£0.00,,N,N,,ROOM 5 1ST FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,Offices and Premises,2232036493010.0
HEATON PROPERTY HOLDINGS LTD,04/09/2015,3500.0,0.0,0.0,0.0,£0.00,,Y,N,04/09/2015,ROOM 6 1ST FLOOR,REALTEX HOUSE,"2 LEEDS ROAD, RAWDON",LEEDS,LS19 6AX,CO,Offices and Premises,2232036493021.0
ALAN COOKE ESTATE AGENTS(MEANWOOD ) LTD,03/07/2013,6400.0,0.0,0.0,0.0,£0.00,,N,N,,1 LEEDS ROAD,LEEDS,,,LS19 6HQ,CS,Shop and Premises,2232036614330.0
CLAIMS MANAGEMENT SOLUTIONS LTDT/A CERTO,13/12/2013,86500.0,0.0,0.0,0.0,£0.00,,N,N,,20 RAWDON COURT,LEEDS ROAD,RAWDON,LEEDS,LS19 6AX,CO,Offices and Premises,2232036625440.0
RAWDON CRICKET CLUB,01/04/2000,6200.0,0.0,75.0,97.0,£0.00,,N,N,,RAWDON CRICKET CLUB,LARKFIELD ROAD,RAWDON,LEEDS,LS19 6DL,LS,SPORTS GROUND AND PREMISES,2232075313323.0
THE RAWDON MODEL BOAT CLUB,01/04/2000,780.0,0.0,0.0,100.0,£0.00,,N,N,,LARKFIELD TARN,LARKFIELD ROAD,RAWDON,LEEDS,LS19 6DL,MX,BOATHOUSE AND TARN,2232075325505.0
EE LIMITED,01/04/2005,8600.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOMMUNICATION MAST SITE,"REF WYK0219, LARKFIELD ROAD",RAWDON,LEEDS,LS19 6EQ,MT1,COMMUNICATION STATION AND PREMISES,2232075443124.0
LEEDS NEUROPHYSIOTHERAPY,10/04/2015,20250.0,0.0,0.0,0.0,£0.00,,N,N,,6 OVER LANE,RAWDON,LEEDS,,LS19 6DY,CS,SHOP AND PREMISES,2232080320239.0
CRERAR HOTELS GROUP LTD,02/10/2006,137000.0,0.0,0.0,0.0,£0.00,,N,N,,CHEVIN LODGE,YORK GATE,OTLEY,,LS21 3DF,CH,HOTEL AND PREMISES,2232150362843.0
REP WINDOWS LTD,05/01/2004,32250.0,0.0,0.0,0.0,£0.00,,N,N,,ZEAL COURT,MOORFIELD INDUSTRIAL ESTATE,"HIGH STREET, YEADON",LEEDS,LS19 7BN,CW,WAREHOUSE AND PREMISES,2232159308571.0
ENERGY PLUS MANAGEMENT LTD,01/02/2011,11750.0,0.0,0.0,4.0,£0.00,,N,N,,5A VICTORIA AVENUE,YEADON,LEEDS,,LS19 7AS,CO,OFFICES AND PREMISES,2232166324415.0
A E TURBINES COMPONENTS LTD,01/04/2000,252500.0,0.0,0.0,0.0,£0.00,,N,N,,A E T C LTD,VICTORIA AVENUE,YEADON,LEEDS,LS19 7AW,IF,Factory and Premises,2232166329758.0
SERVISAIR/GLOBEGROUND,01/04/2000,20000.0,0.0,0.0,0.0,£0.00,,N,N,,ROOMS 5A 5B 6A 6B AND 7,TERMINAL BUILDING,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166333428.0
DUNWOODY AIRLINE SERVICES LTD,16/06/2015,45500.0,0.0,0.0,0.0,£0.00,,N,N,,TRANSIT SHED NO 1,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CW,WAREHOUSE AND PREMISES,2232166347420.0
SERVISAIR (U K)LTD,08/12/2000,4750.0,0.0,0.0,0.0,£0.00,,N,N,,G4 LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON,LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166349958.0
SITA SC UK LTD,01/04/2011,2600.0,0.0,0.0,0.0,£0.00,,N,N,,"SITA 1ST FLOOR, TRANSIT SHED 1",LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166352911.0
AIRPORTS AGENCY LTD,01/04/2000,8600.0,0.0,0.0,0.0,£0.00,,N,N,,SERVISAIR TICKET DESK,ADJ MAIN ENTRANCE DEPARTURES,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE YEADON LEEDS,LS19 7TU,CX,TICKET DESK,2232166352943.0
UK BORDER AGENCY,01/04/2000,8100.0,0.0,0.0,0.0,£0.00,,N,N,,CUSTOMS OFFICES,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166361957.0
UK BORDER AGENCY,01/04/2000,30000.0,0.0,0.0,0.0,£0.00,,N,N,,CUSTOMS PROVIDED ACCOMM,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166361958.0
UK BORDER AGENCY,01/04/2000,13000.0,0.0,0.0,0.0,£0.00,,N,N,,IMMIGRATION OFFICES,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166361960.0
UK BORDER AGENCY,01/04/2000,7100.0,0.0,0.0,0.0,£0.00,,N,N,,IMMIGRATION PROVIDED ACCOMM,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166361963.0
LEEDS & BRADFORD AIRPORT LTD,08/07/2009,1300.0,0.0,0.0,0.0,£0.00,,Y,Y,08/07/2009,BR MID LANDSIDE STORE ROOM,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CW3,BAGGAGE STORE,2232166364274.0
LEEDS & BRADFORD AIRPORT LTD,12/06/2013,15250.0,0.0,0.0,0.0,£0.00,,Y,N,12/06/2013,BMA LTD ADJ FUEL FARM,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,YEADON LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166369672.0
MULTIFLIGHT LTD,03/04/2000,171000.0,0.0,0.0,0.0,£0.00,,N,N,,MULTIFLIGHT LTD,LEEDS AND BRADFORD AIRPORT,"VICTORIA AVENUE, YEADON",LEEDS,LS19 7UG,CW,WAREHOUSE AND PREMISES,2232166425392.0
CRAVEN COLLEGE,01/09/2005,43250.0,80.0,0.0,0.0,£0.00,,N,N,,AVIATION ACADEMY HANGER 1,LEEDS AND BRADFORD AIRPORT,VICTORIA AVENUE,LEEDS,LS19 7TU,EL1,COLLEGE AND PREMISES,2232166436029.0
MOBILE BROADBAND NETWORK LTD,03/07/2009,12500.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOMMUNICATION MAST REF LS0082,LEEDS AND BRADFORD AIRPORT,YEADON,LEEDS,LS19 7TU,MT1,COMMUNICATION STATION AND PREMISES,2232166443047.0
TELEFONICA UK LTD,01/04/2005,8400.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOMMUNICATION MAST SITE,REF 016247,LEEDS AND BRADFORD AIRPORT,YEADON LEEDS,LS19 7TU,MT1,COMMUNICATION STATION AND PREMISES,2232166443058.0
LEEDS & BRADFORD AIRPORT LTD,01/04/2010,2820000.0,0.0,0.0,0.0,£0.00,,N,N,,CIVIL AIRPORT,LEEDS AND BRADFORD AIRPORT,"VICTORIA AVENUE, YEADON",LEEDS,LS19 7TU,MX,CIVIL AIRPORT AND PREMISES,2232166502844.0
JET2.COM LTDT/A JET 2,01/04/2010,1325.0,0.0,0.0,0.0,£0.00,,N,N,,GARAGE 7,LEEDS AND BRADFORD AIRPORT,"VICTORIA AVENUE, YEADON",LEEDS,LS19 7TU,CW3,Store and Premises,2232166502855.0
RYANAIR LTD,01/04/2010,29750.0,0.0,0.0,0.0,£0.00,,N,N,,RYANAIR AERO HOUSE,LEEDS AND BRADFORD AIRPORT,"NEW WHITEHOUSE LANE, YEADON",LEEDS,LS19 7TU,CO,Offices and Premises,2232166502866.0
JET2.COM LTD,24/09/2007,138000.0,0.0,0.0,0.0,£0.00,,N,N,,JET2.COM PORTACABINS,LEEDS AND BRADFORD AIRPORT,"VICTORIA AVENUE, YEADON",LEEDS,LS19 7TZ,CO,OFFICES AND PREMISES,2232166622011.0
IMMIGRATION SERVICE,19/06/2006,7600.0,0.0,0.0,0.0,£0.00,,N,N,,SPECIAL BRANCH 1ST FLOOR,TERMINAL BUILDING,"LEEDS & BRADFORD AIRPORT, YEADON",LEEDS,LS19 7TU,CO,OFFICES AND PREMISES,2232166628244.0
EE LIMITED,01/04/2005,2250.0,0.0,0.0,0.0,£0.00,,N,N,,ORANGE (WYK 7019) LEEDS AND,BRADFORD AIRPORT,YEADON,,LS19 7TU,MT1,COMMUNICATION STATION AND PREMISES,2232166653168.0
EE LIMITED,01/04/2005,2250.0,0.0,0.0,0.0,£0.00,,N,N,,ORANGE (WYK 7023) BAGGAGE HALL,LEEDS AND BRADFORD AIRPORT,YEADON,,LS19 7TU,MT1,COMMUNICATION STATION AND PREMISES,2232166653179.0
WHITBREAD PLC,01/04/2000,169000.0,0.0,0.0,0.0,£0.00,,N,N,,YEADON STOOPS,BAYTON LANE,YEADON,LEEDS,LS19 6AB,CL,PUBLIC HOUSE AND PREMISES,2232237354893.0
TED SMITH & SONS(FURNISHERS)LTD,01/04/2000,1700.0,0.0,0.0,0.0,£0.00,,N,N,,R/O 69,BONDGATE,OTLEY,,LS21 3AB,CW3,STORE AND PREMISES,2232494308092.0
TOPA FOODS LTD,23/05/2014,4750.0,0.0,0.0,100.0,£0.00,,N,N,,9 BONDGATE,OTLEY,,,LS21 3AB,CS,SHOP AND PREMISES,2232494313796.0
TED SMITH & SON (FURNISHERS)LTD,01/04/2000,8700.0,0.0,0.0,55.0,"-£1,500.00",,N,N,,69 BONDGATE,OTLEY,,,LS21 3AB,CS,SHOP AND PREMISES,2232494313800.0
TED SMITH & SON(FURNISHERS) LTD,01/04/2000,1450.0,0.0,0.0,0.0,£0.00,,N,N,,75 BONDGATE,OTLEY,,,LS21 3AB,CW3,STORE AND PREMISES,2232494313801.0
DACRE SON & HARTLEY,04/10/2013,11750.0,0.0,0.0,0.0,£0.00,,N,N,,4 BONDGATE,OTLEY,,,LS21 3AB,CS,SHOP AND PREMISES,2232494313802.0
THE BIG HOO-HA COMMUNITYINTEREST COMPANY LTD,01/08/2011,9400.0,0.0,50.0,43.0,£0.00,,N,N,,WOOLPACK MUSIC AND ARTS STUDIOS,BONDGATE,OTLEY,,LS21 3AB,CX,Studio Andc Premises,2232494316709.0
WHARFEDALE DEVELOPMENTS,23/04/2014,13250.0,0.0,0.0,0.0,£0.00,,N,N,21/01/2014,56/58 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232494318632.0
DORIAL LTD,19/01/2015,4950.0,0.0,0.0,0.0,£0.00,,Y,Y,19/01/2015,38 BONDGATE,OTLEY,,,LS21 1AD,CS,SHOP AND PREMISES,2232494318738.0
BALTI HOUSE AND MOCKTAILS BARLTD,16/05/2015,7700.0,0.0,0.0,72.0,-£872.77,,N,N,,42/44 BONDGATE,OTLEY,,,LS21 1AD,CR,RESTAURANT AND PREMISES,2232494325632.0
WEST YORKSHIRE FIRE SERVICE,01/04/2000,11750.0,0.0,0.0,0.0,£0.00,,N,N,,FIRE STATION,BONDGATE,OTLEY,,LS21 3AB,MS1,FIRE STATION AND PREMISES,2232494325672.0
KWIK-FIT PROPERTIES LTD,01/04/2000,29750.0,0.0,0.0,0.0,£0.00,,N,N,,KWIK-FIT,BONDGATE,OTLEY,,LS21 3AB,CG1,TYRE & EXHAUST CENTRE AND PREMISES,2232494326724.0
KORKS (BONDGATE) LTD,22/02/2009,25750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,KORKS WINE BAR,BONDGATE,OTLEY,,LS21 3AB,CR,RESTAURANT AND PREMISES,2232494327835.0
PARKES & CO LTD,01/04/2015,9300.0,0.0,0.0,45.0,£0.00,,N,N,,26/28 BONDGATE,OTLEY,,,LS21 1AD,CS,SHOP AND PREMISES,2232494361043.0
THE BRIDAL GOWN LTD,14/02/2011,5600.0,0.0,0.0,100.0,£0.00,,N,N,,12 BONDGATE,OTLEY,WEST YORKSHIRE,,LS21 3AB,CS,SHOP AND PREMISES,2232494430078.0
SAINSBURY'S SUPERMARKETS LTD,04/12/2008,620000.0,0.0,0.0,0.0,£0.00,,N,N,,SAINSBURYS SUPERMARKET,11 BONDGATE,OTLEY,WEST YORKSHIRE,LS21 3AB,CS9,Superstore and Premises,2232494483032.0
J D WETHERSPOON PLC,07/07/2010,94500.0,0.0,0.0,0.0,£0.00,,N,N,,BOWLING GREEN HOTEL,BONDGATE,OTLEY,,LS21 1AD,CL,PUBLIC HOUSE AND PREMISES,2232494503328.0
NORTHBAR LTD,19/06/2013,12750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,8/10 BONDGATE,OTLEY,WEST YORKSHIRE,,LS21 3AB,CL,Public House and Premises,2232494518134.0
SAINSBURY'S BANK PLC,01/04/2010,5900.0,0.0,0.0,0.0,£0.00,,N,N,,ATM SITE AT,11 BONDGATE,OTLEY,,LS21 3AB,CX,Site of ATM and Premises,2232494614902.0
ANTONY RANSOM INDEPENDENTFINANCIAL ADVISORS LTD,02/01/2002,4500.0,0.0,0.0,100.0,£0.00,,N,N,,1ST FLOOR,66A BOROUGHGATE,OTLEY,,LS21 1AE,CO,OFFICES AND PREMISES,2232496307534.0
WOOLSAFE LTD,01/04/2011,5600.0,0.0,0.0,100.0,£0.00,,N,N,,1ST & 2ND FLOORS,49 BOROUGHGATE,OTLEY,,LS21 3AG,CO,OFFICES AND PREMISES,2232496308502.0
J & C WARD LTDT/A VISION VALUE,01/04/2000,8700.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,2A BOROUGHGATE,OTLEY,,,LS21 3AL,CS,Shop and Premises,2232496314493.0
AGE UK,01/04/2000,12500.0,80.0,0.0,0.0,£0.00,,N,N,,10 & 10A BOROUGHGATE,OTLEY,,,LS21 3AL,CS,SHOP AND PREMISES,2232496314494.0
R.S.P.C.A,01/04/2000,8900.0,80.0,0.0,0.0,£0.00,,N,N,,10B BOROUGHGATE,OTLEY,,,LS21 3AL,CS,SHOP AND PREMISES,2232496314495.0
THE DONKEY SANCTUARY TRUSTEE LTD,15/01/2015,14000.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,14 BOROUGHGATE,OTLEY,,,LS21 3AL,CS,SHOP AND PREMISES,2232496314497.0
MINDS MATTER LTD,01/04/2000,4900.0,80.0,0.0,0.0,£0.00,,N,N,,67 BOROUGHGATE,OTLEY,,,LS21 1AG,CS,SHOP AND PREMISES,2232496314501.0
KAYAC LTD,12/07/2013,12100.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,WHITE SWAN,BOROUGHGATE,OTLEY,,LS21 3AG,CL,PUBLIC HOUSE AND PREMISES,2232496316229.0
EASY LOCATION LTD,11/09/2006,5400.0,0.0,0.0,100.0,£0.00,,N,N,,GND FLOOR,49 BOROUGHGATE,OTLEY,,LS21 1AG,CS,SHOP AND PREMISES,2232496318011.0
SKIPTON BUILDING SOCIETY,01/04/2000,25000.0,0.0,0.0,0.0,£0.00,,N,N,,34 BOROUGHGATE,OTLEY,,,LS21 3AL,CO,OFFICES AND PREMISES,2232496318020.0
CARING CHAIRS LTD,18/10/2013,10250.0,0.0,0.0,29.0,"-£1,500.00",,N,N,,2B BOROUGHGATE,OTLEY,,,LS21 3AL,CS,SHOP AND PREMISES,2232496320650.0
LEEDS CITY COUNCIL,17/12/2012,34750.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2013,6/8 BOROUGHGATE,OTLEY,,,LS21 3AL,CO,OFFICES AND PREMISES,2232496323576.0
OTLEY CONSERVATIVE CLUB,01/04/2000,5100.0,0.0,0.0,100.0,£0.00,,N,N,,OTLEY CONSERVATIVE CLUB,15 BOROUGHGATE,OTLEY,,LS21 3AG,CL2,CLUB AND PREMISES,2232496324188.0
HAYCOCK & JAY ASSOCIATES LTD,25/06/2015,6100.0,0.0,0.0,0.0,£0.00,,N,N,,2ND FLOOR,10 BOROUGHGATE,OTLEY,,LS21 3AG,CO,OFFICES AND PREMISES,2232496336729.0
WILKINSON & CO (OTLEY) LTD,19/11/2001,7300.0,0.0,0.0,78.0,£0.00,,N,N,,FIRST FLOOR,10 BOROUGHGATE,OTLEY,,LS21 3AL,CO,OFFICES AND PREMISES,2232496336730.0
SHE LEISURE LTD,01/04/2000,24250.0,0.0,0.0,0.0,£0.00,,N,N,,CLUB ENERGY 1ST FLOOR,45 BOROUGHGATE,OTLEY,,LS21 3AG,LX,GYMNASIUM & PREMISES,2232496357967.0
ARGOS LTD,01/04/2000,59000.0,0.0,0.0,0.0,£0.00,,N,N,,ARGOS,45 BOROUGHGATE,OTLEY,,LS21 3AG,CS,SHOP AND PREMISES,2232496357968.0
ENGAGE COMS LTD,21/10/2013,3550.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE A,PART 2ND FLOOR,45 BOROUGHGATE,OTLEY,LS21 1AG,CO,OFFICES AND PREMISES,2232496406814.0
OXFAM,08/04/2005,27500.0,80.0,0.0,0.0,£0.00,,N,N,,1/5 BOROUGHGATE,OTLEY,,,LS21 3AG,CS,SHOP AND PREMISES,2232496428351.0
RESOURCE ASSOCIATION,01/01/2012,4500.0,0.0,0.0,100.0,£0.00,,N,N,03/10/2011,"SUITE 1, 1ST FLOOR",2 BOROUGHGATE,OTLEY,,LS21 3AL,CO,OFFICES AND PREMISES,2232496448283.0
OTLEY ACTION FOR OLDER PEOPLE,25/02/2010,4150.0,80.0,0.0,0.0,£0.00,,N,N,,SUITE 2 1ST FLOOR,2 BOROUGHGATE,OTLEY,,LS21 3AL,CO,OFFICES AND PREMISES,2232496467269.0
WALKER RESOURCE MANAGEMENT LTD,01/05/2011,6900.0,0.0,0.0,85.0,£0.00,,N,N,,90 BOROUGHGATE,OTLEY,WEST YORKSHIRE,,LS21 1AE,CO,Offices and Premises,2232496503053.0
FUTURIST SOUND & LIGHT LTD,01/06/2014,4550.0,0.0,0.0,100.0,£0.00,,N,N,,UNITS 1 & 2,WHITE SWAN YARD,BOROUGHGATE,OTLEY,LS21 1AE,CW3,Store and Premises,2232496584595.0
KELIDA SOLUTIONS LTD,06/06/2014,1450.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE C1 2ND FLOOR,45 BOROUGHGATE,OTLEY,,LS21 1AG,CO,Offices and Premises,2232496613747.0
CENTURIUS LTD,01/04/2015,3150.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE C2 2ND FLOOR,45 BOROUGHGATE,OTLEY,,LS21 1AG,CO,Offices and Premises,2232496613758.0
WALKER BROADBENT ASSOCIATES LTD,06/06/2011,4850.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE B 2ND FLOOR,45 BOROUGHGATE,OTLEY,,LS21 1AG,CO,OFFICES AND PREMISES,2232496657931.0
J C DECAUX UK LTD,01/04/2000,2850.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 250102 AT,8 BRADFORD ROAD,OTLEY,,LS21 3EQ,CA,Advertising Right and Premises,2232498313373.0
WESTBOURNE STORE LTD,01/04/2005,4850.0,0.0,0.0,100.0,£0.00,,N,N,,176 BRADFORD ROAD,OTLEY,,,LS21 3LE,CS,SHOP AND PREMISES,2232498318650.0
KINEHOLME GARAGE LTD,01/04/2000,22500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,KINEHOLME GARAGE LTD,BRADFORD ROAD,OTLEY,,LS21 3LS,CG3,CAR SHOWROOM AND PREMISES,2232498322912.0
J C DECAUX UK LTD,01/04/2000,2850.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT NO 48 AT,39 BRADFORD ROAD,OTLEY,,LS21 3EQ,CA,Advertising Right and Premises,2232498323693.0
DIGNITY FUNERALS NO 3 LTD,25/09/2014,2000.0,0.0,0.0,0.0,£0.00,,N,N,,HIGH DYKES,82 BRADFORD ROAD,OTLEY,,LS21 3LE,CX,CHAPEL OF REST,2232498350169.0
LEEDS CITY COUNCIL,01/06/2010,600.0,0.0,0.0,0.0,£0.00,,N,N,,SPONSORED ROUNDABOUT AT LEEDS,"ROAD, BRADFORD ROAD",,,LS21 3LE,CX,Sponsored Roundabout,2232498653859.0
PULSE HAIR & BEAUTY LTD,22/07/2013,2800.0,0.0,0.0,100.0,£0.00,,N,N,,THE SALON,166 BRADFORD ROAD,OTLEY,WEST YORKSHIRE,LS21 3LE,CS3,Hairdressing Salon and Premises,2232498656004.0
WHARFEDALE AGRIC SOCIETY LTD,01/04/2000,2400.0,80.0,0.0,0.0,£0.00,,N,N,,15 BRIDGE STREET,OTLEY,,,LS21 1BQ,CO,OFFICES AND PREMISES,2232500307538.0
MARKET TOWN TAVERNS PLC,17/09/2010,7600.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,HORSE AND FARRIER,7 BRIDGE STREET,OTLEY,,LS21 1BQ,CL,Public House and Premises,2232500316326.0
02 FISH AND CHIPS LTD,19/07/2013,5100.0,0.0,0.0,100.0,£0.00,,N,N,,17 BRIDGE STREET,OTLEY,,,LS21 1BQ,CS,SHOP AND PREMISES,2232500318644.0
WHARFEDALE WOODBURNING &MULTIFUEL STOVES LTD,01/10/2011,2250.0,0.0,0.0,100.0,£0.00,,N,N,,THREE HORSE SHOES YARD,BRIDGE STREET,OTLEY,,LS21 1BQ,IF3,WORKSHOP AND PREMISES,2232500328272.0
WEST YORKSHIRE POLICE AUTHORITY,01/04/2000,46250.0,0.0,0.0,0.0,£0.00,,N,N,,WEST YORKSHIRE POLICE AUTHORITY,BRIDGE STREET,OTLEY,,LS21 3BA,MP,POLICE STATION AND PREMISES,2232500334144.0
B & T S BUILDERS MERCHANTS LTD,01/04/2000,10250.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,9 BRIDGE STREET,OTLEY,,,LS21 1BQ,CS,"SHOP, STORE AND PREMISES",2232500334817.0
EDWARD JOHNSON (OTLEY) LTD,01/04/2011,35500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,CARR BANK GARAGE,NEWALL WITH CLIFTON,OTLEY,WEST YORKSHIRE,LS21 2AU,CG3,CAR SHOWROOM AND PREMISES,2232500655553.0
LEEDS CITY COUNCIL,01/04/2000,4350.0,0.0,0.0,0.0,£0.00,,N,N,,CAR PARK AT,BURRAS LANE,OTLEY,,LS21 3HS,CP,CAR PARK AND PREMISES,2232501318333.0
OTLEY PARISH CHURCH SCOUT GROUPS,01/04/2000,2050.0,80.0,10.0,0.0,£0.00,,N,N,,SCOUT HUT AT,BURRAS LANE,OTLEY,,LS21 3HS,LC3,SCOUT HUT,2232501327362.0
CHEVIN MEDICAL PRACTICE,01/01/2015,12500.0,0.0,0.0,0.0,£0.00,,N,N,,15 CHARLES STREET,OTLEY,,,LS21 1BJ,MH,SURGERY AND PREMISES,2232502324310.0
IMAGEN GROUP LLP,01/04/2000,5800.0,0.0,0.0,100.0,£0.00,,N,N,,1A CHURCH LANE,OTLEY,,,LS21 3HP,CO,OFFICES AND PREMISES,2232503363256.0
WHARFEDALE ELECTRICAL CO LTD,01/04/2000,2200.0,0.0,0.0,0.0,£0.00,,N,N,,25 COURTHOUSE STREET,OTLEY,,,LS21 3AN,CW3,STORE AND PREMISES,2232504308103.0
PROSPECT ESTATES LTD,30/09/2001,16000.0,0.0,0.0,0.0,£0.00,,N,N,,PROSPECT COURT,2 COURTHOUSE STREET,OTLEY,,LS21 1AQ,CO,OFFICES AND PREMISES,2232504308105.0
GORGEMEAD LTD,01/02/2006,8100.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,2 COURTHOUSE STREET,OTLEY,,,LS21 3AN,CS,SHOP AND PREMISES,2232504315103.0
