UID,Client,Category,Status,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Sudlows Enterprise Limited ,SME,2253701,M40 8HH,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,J C Mills & Sons Ltd,SME,5058262,OL16 4RP,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,KDE limited ,SME,4675574,WA7 3EG,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,New Charter Building Company Limited,SME,3807120,SK16 4XP,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Saunders & Taylor ,SME,3505548,M50 2GN,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Seddon Construction Ltd,Large,3578140,B37 7YE,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Truline Construction & Interior Services,SME,2131606,WN5 0LD,Stockport- Services to Place
3246,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,WH Good Ltd ,SME,4528366,BB4 5JT,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Seddon Construction Ltd,Large,3578140,BL4 0NN,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Herbert T Forerest Ltd,Large,1060906,BL5 3NU ,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Actavo Building Solutions,SME,7003876,WF4 3BA ,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Keepmoat Regeneration Ltd,Large,1738371,NE12 8EX ,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Extraspace Solutions ,SME,0050211NI ,BT4 2AW ,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Intergra Buildings Ltd,SME,3386037I,HU12 9SH ,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Harry Fairclough Construction ,SME,1305987,WA1 2DN ,Stockport- Services to Place
3247,Stockport Council,Place,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Catoplan,SME,1626185,WN4 8BX ,Stockport- Services to Place
3296,Stockport Council,Professional,Live (Ongoing),269999-Human Resources : Not Elsewhere Classified : ,Home Electronics Salary Sacrifice Scheme ,Call Off (External),Contract,01-Oct-16,48,48,30-Sep-20,,30-Sep-20,01-Jul-19,"Â£350,000.00","Â£1,400,000.00",Northumbria Healthcare NHS Foundation Trust,NHS,Supplier does not have company number,NE27 0QJ,Stockport- Corporate & Support Services
3314,Stockport Council,Professional,Live (Ongoing),271200-Information Communication Technology : Hardware : ,Provision of the Councils laptop requirements,Mini Competition (External),Contract,01-Jul-16,24,48,30-Jun-20,Yes,30-Jun-20,01-Jan-19,"Â£30,000.00","Â£120,000.00",XMA Ltd,Large,2051703,NG11 7EP,Stockport- Corporate & Support Services
3316,Stockport Council,Professional,Live (Ongoing),261600-Human Resources : Travel & Subsistence : ,Travel Rail Scheme ,Exemption,Contract,10-Aug-16,48,48,09-Aug-20,,09-Aug-20,01-Apr-19,"Â£158,000.00","Â£632,000.00",Northern Rail,Large,4619954,YO1 6HZ,Stockport- Corporate & Support Services
3317,Stockport Council,Professional,Live (Ongoing),261600-Human Resources : Travel & Subsistence : ,Travel Bus Scheme ,Exemption,Contract,10-Aug-16,48,48,09-Aug-20,,09-Aug-20,01-Apr-19,"Â£316,800.00","Â£1,267,200.00",Stagecoach,Large,3092390,SK3 0DU,Stockport- Corporate & Support Services
3329,Stockport Council,Place,Live (Ongoing),"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Principal Designer,OJEU Tender,Contract,01-Feb-17,36,48,31-Jan-20,No,31-Jan-21,01-Jul-19,"Â£200,000.00","Â£800,000.00",Keelagher Okey Associates Ltd,SME,4390026,WA11HU,Stockport- Corporate & Support Services
3345,Stockport Council,Professional,Live (Ongoing),201300-Financial Services : Cash Collection : ,Cash Collection and Banking (Parking) ,OJEU Tender,Contract,01-Nov-17,36,72,31-Oct-20,No,31-Oct-23,01-Aug-19,"Â£161,000.00","Â£483,000.00",NSL Ltd,Medium,6033060,SL1 2BE,Stockport- Corporate & Support Services
3355,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Mentoring for Children 16+,OJEU Tender,Contract,01-Apr-17,36,48,31-Mar-20,No,31-Mar-21,08-Aug-18,"Â£43,000.00","Â£172,000.00",Pure Innovations Limited,Medium,5241249,SK3 0RF,Stockport- Services to People
3389,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Adoption Support FPS,OJEU Tender,DPS (Dynamic Purchasing System),25-Oct-17,48,48,24-Oct-21,No,24-Oct-21,24-Oct-20,"Â£11,250,000.00","Â£45,000,000.00",Approved supplier list maintained by the Council. Contact STAR Procurement for further details,,,,Stockport- Services to People
3397,Stockport Council,Professional,Live (One Off),191100-Facilities & Management Services : Design & Photography : ,12 x bespoke images for use on banners and in promotional campaigns related to Stopfordia exhibition,Exemption,Contract,15-Sep-16,120,120,14-Sep-26,No,14-Sep-26,01-Apr-21,"Â£10,000.00","Â£10,000.00",[Redacted],Sole Trader,,[Redacted],Stockport- Corporate & Support Services
3416,Stockport Council,Professional,Live (Ongoing),171111-Education : Audio Visual : ,GM Libraries eBooks and eAudiobooks ,Call Off (External),Contract,01-Jun-17,46,70,31-Mar-21,No,31-Mar-23,25-Apr-19,"Â£21,500.00","Â£129,000.00",Bolinda UK Ltd,Large,5086231,RG14 2PZ,Stockport- Services to People
3429,Stockport Council,Professional,Live (Ongoing),201200-Financial Services : Banking : ,Stockport Bill Payment Service,Call Off (External),Contract,01-Jul-17,24,48,30-Jun-20,No,30-Jun-21,02-Jan-20,"Â£100,000.00","Â£400,000.00",allPay,Large,2933191,HR1 3SE,Stockport- Corporate & Support Services
3439,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Supported Living Services (103.11 - Phase 9),Tender,Contract,10-Apr-17,36,48,09-Apr-20,No,09-Apr-21,01-Sep-19,"Â£1,262,143.00","Â£5,048,572.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3444,Stockport Council,People,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,OJEU Tender,Contract,01-Oct-15,60,84,30-Sep-20,No,30-Sep-22,01-Oct-19,"Â£1,605,000.00","Â£11,235,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
3444,Stockport Council,People,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,-,-,-,-,-,-,-,-,-,-,-,"CGL (CHANGE, GROW, LIVE)",SME,3861209,BN1 1YR,Stockport- Services to People
3444,Stockport Council,People,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,-,-,-,-,-,-,-,-,-,-,-,Pennine Care NHS Foundation Trust,NHS,8436885,OL6 7SR,Stockport- Services to People
3494,Stockport Council,Professional,Live (Ongoing),271300-Information Communication Technology : Services : Maintenance & Support,ITSM Case Management System,Exemption,Contract,01-Oct-16,48,48,30-Sep-20,,30-Sep-20,01-Apr-20,"Â£16,235.00","Â£64,705.00",Freshservice,Large,9338697,W1F 9PP,Stockport- Corporate & Support Services
3516,Stockport Council,People,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Toxicology Services Framework,OJEU Tender (Light Touch),Framework Agreement,21-Jan-19,48,48,22-Jan-23,No,22-Jan-23,10-Jan-22,"Â£604,000.00","Â£604,000.00",Sheffield Teaching Hospitals NHS Foundation Trust,Large,232608476,S5 7AU,Stockport- Services to People
3518,Stockport Council,People,Live (Ongoing),171011-Education : School Services : ,Bikeability Cycle Training - Stockport ,Tender,Contract,01-Apr-17,12,36,31-Mar-20,Yes,31-Mar-20,01-Oct-17,"Â£40,400.00","Â£121,200.00",BikeRight! Ltd,SME,5742951,M11 2NA,Stockport- Services to People
3522,Stockport Council,Professional,Live (Ongoing),201300-Financial Services : Cash Collection : ,Cash Collection  ,Call Off (External),Framework Agreement,01-Aug-17,29,41,31-Dec-19,No,31-Dec-20,01-Jun-19,"Â£27,200.00","Â£92,933.00",Security Plus ,Medium,1325489,ST14 7TQ,Stockport- Corporate & Support Services
3545,Stockport Council,People,Live (Ongoing),321111-Social Community Care Supplies & Services - Children : Specialist Needs : Adoption Services,Inter country adoption pre-assessment service,Tender,Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,01-Nov-18,"Â£15,000.00","Â£45,000.00",IAC Adoption Centre,Other,1067313,EN5 4HZ,Stockport- Services to People
3591,Stockport Council,Professional,Live (Ongoing),209999-Financial Services : Not Elsewhere Classified : ,CFO Insight subscription,Exemption,Contract,20-Jan-17,36,36,19-Jan-20,,19-Jan-20,20-Jan-18,"Â£10,000.00","Â£30,000.00",Grant Thornton UK LLP,Large,OC307742 ,NN4 7YE,Stockport- Corporate & Support Services
3619,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Collection HQ,Exemption,Contract,01-Apr-17,36,36,31-Mar-20,,31-Mar-20,25-Apr-19,"Â£8,749.00","Â£26,247.00",Bridgeall Libraries Ltd,SME,SC297736,G52 4RU,Stockport- Corporate & Support Services
3630,Stockport Council,Professional,Live (Ongoing),271420-Information Communication Technology : Services : Online Services,Customer Relationship Management Upgrade and Support,Exemption,Contract,01-Apr-17,36,36,31-Mar-20,,31-Mar-20,01-Apr-19,"Â£28,475.00","Â£116,445.00",Kana Software Ireland Limited,SME,FC033186,BT3 9DT,Stockport- Corporate & Support Services
3645,Stockport Council,Professional,Live (Ongoing),201800-Financial Services : Insurance : ,"Insurance: Lot 1: Property Related, Lot 2: Property Owners, Lot 7: Motor - SMBS/SSK, Lot 8: Motor - SHL), Lot 9: Personal Accident, Lot 10: Engineering Combined, & Lot 11: Crime (FG)",OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,11-Jan-19,"Â£589,442.21","Â£2,947,211.05",Zurich Insurance plc (UK Branch) t/a Zurich Municipal,Large,BR07985,PO15 7JZ,Stockport- Corporate & Support Services
3694,Stockport Council,Professional,Live (Ongoing),271699-Information Communication Technology : Telecommunications : ,Mobile and Voice Data Aggregation (NFC60),Mini Competition (External),Contract,04-Jan-17,36,60,04-Jan-20,Yes,04-Jan-22,01-Jan-19,"Â£96,229.79","Â£481,148.95",Everything Everywhere (EE),Large,2382161,AL10 9BW,Stockport- Corporate & Support Services
3704,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,LD Supported Living Service (103.12 - phase 10),Call Off (Internal),Contract,03-Jul-17,36,48,02-Jul-20,No,02-Jul-21,01-Jan-20,"Â£610,017.00","Â£1,807,300.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3726,Stockport Council,Professional,Live (Ongoing),201200-Financial Services : Banking : ,Pre Payment Cards ,Call Off (External),Contract,01-Aug-17,36,48,31-Jul-20,No,31-Jul-21,31-Jul-19,"Â£12,990.00","Â£45,000.00",Pre Paid Financial  Services,Large,6337638,W1B 3AT,Stockport- Corporate & Support Services
3822,Stockport Council,Professional,Live (Ongoing),261400-Human Resources : Temporary & Agency Staff : ,Agency and Interim Arrangements,Mini Competition (External),Contract,20-Dec-16,37,49,28-Jan-20,No,28-Jan-21,28-Jan-18,"Â£1,400,000.00","Â£5,600,000.00",Reed Specialist Recruitment Limited,Large,6903140,WC2A 1DT,Stockport- Services to People
3906,Stockport Council,People,Live (One Off),"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",Various Play Area Improvements in Stockport (Summer 2017),-,-,-,-,-,-,-,-,-,-,-,AIK Care Ltd t/a Good Companions,Small,9644479,M16 8fa,Stockport- Services to Place
3906,Stockport Council,People,Live (Ongoing),"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",Various Play Area Improvements in Stockport (Summer 2017),-,-,-,-,-,-,-,-,-,-,-,Icare,Large,2905218,FY2 0PJ,Stockport- Services to Place
3906,Stockport Council,People,Live (Ongoing),"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",Various Play Area Improvements in Stockport (Summer 2017),-,-,-,-,-,-,-,-,-,-,-,My Homecare Manchester,Micro,10308903,M40 8BB,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,OJEU Tender,Framework Agreement,18-Oct-18,24,48,12-Sep-20,No,12-Sep-22,18-Oct-19,"Â£4,280,000.00","Â£17,120,000,00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,AECOM,Large ,1846493,SW19 4DR,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Wilde Consultants Ltd,SME,2603960,SK1 3HS,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Mott MacDonald Ltd,Large ,1243967,CR0 2EE,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Pell Frischmann Consultants Ltd,Large ,1777946,W1U 3PD,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Clancy Consulting Ltd,SME,3693529,WA14 4NX,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,SANDERSON WATTS ASSOCIATES,SME,4107494,WN3 4HG,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Local Transport Projects Ltd,SME,5295328,HU17 0NW,Stockport- Services to Place
3924,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Atkins Limited,Large ,688424,KT18 5BW,Stockport- Services to Place
4016,Stockport Council,Place,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,OJEU Tender,Contract,29-Jan-14,120,180,28-Jan-24,No,28-Jan-29,28-Jan-23,"Â£46,000,000.00","Â£695,000,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
4016,Stockport Council,Place,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,Carillion PLC,Large,3782379,WV3 0SR,Stockport- Services to Place
4016,Stockport Council,Place,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,CBRE Limited,Large,3536032,EC4M 7HP,Stockport- Services to Place
4016,Stockport Council,Place,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,"Carillion(AMBS) Ltd, ",Large,SC020258,G72OFT,Stockport- Services to Place
4017,Stockport Council,Professional,Live (Ongoing),271400-Information Communication Technology : Office & Reprographics Equipment : ,Multi-functional devices (MFDÂs) ,Mini Competition (External),Contract,18-Nov-17,60,84,17-Nov-22,No,17-Nov-24,01-Apr-22,"Â£215,000.00","Â£1,505,000.00",Xerox (UK) Ltd,Large,330754,UB8 1HS,Stockport- Corporate & Support Services
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,1ARK Project Ltd,Small,9353185,HD1 4DX,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Access to Care Limited,Small,5867774,BL6 4GF,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Aftercare the Next Step Ltd,Small,6906555,L15 1HW,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Altum Residential Care Ltd,Small,8232494,M26 2GB,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,AMJ Support Services ,Small,8587306,L19 0NQ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Aspirations T/A The Leaving Care Company,Small,7155317,GL3 1JZ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Bedspace Resource Ltd,Medium,4457083,PR2 2YS,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Calico Enterprise Limited,Medium,6329047,BB11 2ED,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Changes Support Limited,Micro,9955736,M24 1JT,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Child Action North West,Medium,820660,BB1 9LL,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Continuum Support - Care Services Ltd,Small,8517549,WA8 9DX,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Depaul uk,Medium,2440093,SE1 4QQ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Fresh Start Independence Project Ltd,Small,8078975,M32 8DP,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Fusion  Care Ltd ,Small,6925209,BL9 7BD,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Hexagon Care,Small,8885676,PR2 2YQ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Horizon Semi Independent Support,Micro,9972851,OL9 8NS,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Independent Living Services (North West ) Ltd. T/A as Homescope,Medium,5575883,WA10 3HX,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Inspire Community Services ,Small,8861712, WA10 1AJ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Intact Projects  ,Micro,7113611,SK4 2LL,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Just ONE Recruitment and Training Limited,Small,5106263,L19 0NQ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Lyn Moir T/A Davlin,Micro,Sole Trader,BB1 1QF,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Manchester Settlement,Small,241676,M11 1JG,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,MoCoCo House - (Middlwich Community Church),Small,1051786 (charity),CW10 0JG,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Moving Up Care Limited ,Small,7052529,WA1 2NL,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Next Stage Â A Way Forward Ltd,Medium,7914701,BL5 3QJ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Next Step Care Management Ltd,Small,3309968,SE8 4AG,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Nexus Assist  ,Micro,9480022,WF13 4LZ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Northern Community Pathways Limited,Small,9318197,FY5 1RP,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Omega Care Group Ltd,Micro,9596061,L35 2XN,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Pathway  to Prospects,Small,8831416,WA15 9TB,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Possabilities CIC,Medium,8837981,OL10 4SY,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Professional Learning Systems Ltd T/AS PLS Care,Micro,9607876,M3 4EN,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Right Step Ltd,Micro,7000398,M23 9RQ,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,The Together Trust,Large,301722,SK8 1JE,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Transition 360,Micro,9678494,HX1 2HX,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Transitional Plus Care CIC Ltd,Small,7145290,M50 3XP,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Triangle Care Ltd,Small,8897382,M4 4DE,Stockport- Services to People
4067,Stockport Council,People,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-,-,-,Youthlinx Ltd,Micro,10154587,N1 7GU,Stockport- Services to People
