Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,North Carolina,Nutrition,Access to Healthy Foods,School/After School,Childhood Obesity Legislative Task Force,LEG,001AHF
2011,1,Alabama,Physical Activity,Built Environment and Street-Scale Design,Community,State Appropriations,LEG,049BED
2011,1,Massachusetts,Obesity,Marketing Restrictions,School/After School,Public School Commercialism Commission,LEG,019MAR
2011,1,Hawaii,Obesity,Food Restrictions,Community,Task Force for Loss of Agricultural Lands,LEG,020FOR
2011,1,Rhode Island,Nutrition,Vending,Community,Taxation,LEG,051VEN
2007,1,Texas,Nutrition,Task Forces/Councils,Community,Medical Assistance,LEG,047TFC
2011,1,New York,Nutrition,Incentives,Restaurant/Retail,Shared Use Kitchen Facility Program,LEG,029INC
2009,1,Mississippi,Nutrition,Farm Direct Foods,School/After School,School Nutrition,LEG,015FDF
2009,1,New York,Nutrition,Fruits and Vegetables,Restaurant/Retail,FRESH Communities Act,LEG,025FAV
2011,1,Louisiana,Nutrition,Access to Healthy Foods,School/After School,Louisiana Food and Nutrition Policies<br>,REG,001AHF
2009,1,Missouri,Physical Activity,Pedestrians/Walking,Community,State Highway System Incident Management,LEG,052PED
2010,1,Connecticut,Nutrition,Agriculture and Farming,Restaurant/Retail,"Farms, Food and Jobs",LEG,017AGF
2011,1,Maryland,Nutrition,Appropriations,Community,Proposed Appropriations,LEG,002APP
2011,1,Massachusetts,Obesity,Appropriations,Restaurant/Retail,Distribution of Raw Milk,LEG,002APP
2010,1,Massachusetts,Obesity,Food Restrictions,Community,Fiscal Year 2011 Budget,LEG,020FOR
2011,1,Oregon,Nutrition,Access to Healthy Foods,Restaurant/Retail,Nutrition,LEG,001AHF
2010,1,New Jersey,Obesity,Body Mass Index (BMI),Community,Economic Recovery Districts,LEG,006BMI
2009,1,Texas,Obesity,Task Forces/Councils,School/After School,Student Physical Fitness,LEG,047TFC
2011,1,Alabama,Obesity,Liability and Indemnity,Restaurant/Retail,Civil Actions Against Food Companies,LEG,030LAI
2009,1,Massachusetts,Nutrition,Agriculture and Farming,School/After School,Food Policy Council,LEG,017AGF
2011,1,New York,Nutrition,Sodium,School/After School,Prohibiting the Sale of Certain Foods and Beverages<br>,LEG,045SOD
2010,1,Maine,Obesity,Appropriations,Community,Maine Food Processing Grant Program,REG,002APP
2011,1,Mississippi,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Sweetened Beverages and Syrups Tax,LEG,021HFR
2011,1,Washington,Obesity,Menu Labeling,Community,Process for the Payment of Impact Fees,LEG,032MNL
2011,1,Tennessee,Physical Activity,Bicycling,Community,Recreational Areas,LEG,005BIK
2011,1,Virginia,Nutrition,Appropriations,Community,Virginia Grown Food Purchase,LEG,002APP
2011,1,Nevada,Physical Activity,"Parks, Recreation and Trails",Community,Provisions Relating to Redevelopment,LEG,034PRT
2010,1,Ohio,Obesity,Appropriations,Restaurant/Retail,"Women, Infants and Children (WIC) Program",REG,002APP
2011,1,Louisiana,Physical Activity,Public Safety,Community,Tax Credits,LEG,039SAF
2012,1,Iowa,Nutrition,Food Assistance Programs,Community,An Act Providing for Charitable Food  Donations<br>,LEG,003FAP
2011,1,Wyoming,Nutrition,Farmers Markets,Community,Wyoming Food Freedom Act,LEG,016FAM
2011,1,Hawaii,Nutrition,Fruits and Vegetables,Restaurant/Retail,"Kalo, Taro Farms, School Meals",LEG,025FAV
2011,1,Texas,Obesity,Disparities/Equity,School/After School,Health and Physical Education Program Guidelines,LEG,013DEQ
2015,2,Washington,Physical Activity,Public Transportation,Community,An act allowing the use of lodging taxes for financing workforce housing.,LEG,040TRS
2010,1,Rhode Island,Nutrition,Medical Care,Community,Motor and Other Vehicles,LEG,026MEC
2011,1,Massachusetts,Obesity,Front of Package Labeling,Restaurant/Retail,Labeling of Food,LEG,024FOP
2011,1,Oregon,Nutrition,Medical Care,Community,Bicycles,LEG,026MEC
2012,1,New York,Nutrition,Trans Fats,Work Place,Relates to Obesity Prevention<br>,LEG,050FAT
2011,1,New York,Obesity,Appropriations,Restaurant/Retail,Commissioner of Agriculture and Markets,LEG,002APP
2010,1,Minnesota,Nutrition,Medical Care,Community,Capital Investment,LEG,026MEC
2012,1,Mississippi,Obesity,TV/Screen Viewing,Early Care and Education,Regulations Governing Licensure of Child Care Facilities<br>,REG,048TVS
2009,1,Washington,Obesity,Front of Package Labeling,Community,Trans Fat,LEG,024FOP
2011,1,California,Physical Activity,Physical Activity Requirements,Community,Taxation: Sweetened Beverage Tax: Children's Health,LEG,035PAR
2011,1,Texas,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Sweetened Beverages Tax,LEG,046SSB
2012,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,Community,An Act Establishing the Smart Housing Incentives Act<br>,LEG,049BED
2011,1,Hawaii,Obesity,Appropriations,Medical and/or Hospital,Medicaid,LEG,002APP
2011,1,West Virginia,Obesity,Appropriations,Community,"Development of State Roads, Railways, and Waterways",LEG,002APP
2009,1,Missouri,Nutrition,Appropriations,Community,Agriculture and Local Foods,LEG,002APP
2009,1,Minnesota,Nutrition,Food Assistance Programs,Community,Human Services,LEG,003FAP
2011,1,New Mexico,Obesity,Appropriations,Community,Arroyos Trash Buildup Study,LEG,002APP
2005,1,South Carolina,Physical Activity,Appropriations,School/After School,Physical Education And Nutritional Standards,LEG,002APP
2010,1,California,Nutrition,Farmers Markets,Community,"Agriculture: Fruits, Nuts, Vegetables: State Grown Act",LEG,016FAM
2009,1,West Virginia,Obesity,Food Restrictions,Community,Awareness Program,LEG,020FOR
2010,1,New York,Obesity,Initiatives and Programs,School/After School,Healthy Schools Act,LEG,053INP
2010,1,Oregon,Obesity,Menu Labeling,Community,Cross Nomination System,LEG,032MNL
2009,1,Massachusetts,Nutrition,Media Campaigns,School/After School,State Funded School Buildings,LEG,031MDC
2011,1,New York,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Health Kids Act Pilot Program,LEG,021HFR
2011,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,Child Nutrition Programs,LEG,015FDF
2009,1,Oregon,Physical Activity,Public Transportation,Community,Grants and Loans,REG,040TRS
2009,1,Missouri,Nutrition,Appropriations,Work Place,Workplace Recognition Program,LEG,002APP
2011,1,Connecticut,Nutrition,Appropriations,Medical and/or Hospital,Wellness Programs,LEG,002APP
2010,1,Missouri,Nutrition,Appropriations,Community,State and Local Sales Tax Exemption,LEG,002APP
2011,1,Florida,Physical Activity,Public Transportation,School/After School,Growth Management Provisions,LEG,040TRS
2010,1,New Hampshire,Obesity,Appropriations,Work Place,HealthFirst,LEG,002APP
2010,1,Hawaii,Nutrition,Access to Healthy Foods,Community,Nutritious Meal Programs,LEG,001AHF
2007,1,California,Nutrition,Food Assistance Programs,School/After School,Education,LEG,003FAP
2010,1,Wisconsin,Obesity,Menu Labeling,Restaurant/Retail,Nutritional Information,LEG,032MNL
2011,1,California,Obesity,Appropriations,School/After School,Budget Act of 2011,LEG,002APP
2011,1,New Jersey,Physical Activity,Disparities/Equity,Community,Athletic Heart Protectors,LEG,013DEQ
2009,1,Tennessee,Obesity,Food Restrictions,Community,Food and Food Products,LEG,020FOR
2012,1,Michigan,Nutrition,Farm Direct Foods,School/After School,An Act Concerning Appropriations<br>,LEG,015FDF
2015,1,California,Nutrition,Food Assistance Programs,Community,Nutrition Incentive Matching Grant Program,LEG,003FAP
2011,1,Mississippi,Physical Activity,Physical Activity Requirements,School/After School,Comprehensive School Health Education Program,LEG,035PAR
2009,1,Washington,Obesity,Health Insurance Coverage,Work Place,Health Carrier Payment of Wellness Incentives,LEG,028HIC
2011,1,Washington,Physical Activity,Safe Routes to Schools,School/After School,Use of Automated Traffic Safety Cameras,LEG,041SRS
2011,1,District of Columbia,Obesity,Task Forces/Councils,Community,An Act Concerning Wellness,LEG,047TFC
2013,1,Texas,Nutrition,Agriculture and Farming,Community,An Act Relating to the Creation of A Regional Food Economy and Food Access Task Force,LEG,017AGF
2009,1,Minnesota,Obesity,Appropriations,Community,WIC Coupons and Organic Food,LEG,002APP
2010,1,Wisconsin,Nutrition,Farm Direct Foods,School/After School,Locally Grown Food in School Meals,LEG,015FDF
2009,1,Maryland,Nutrition,Agriculture and Farming,Community,Maryland Food and Hunger Policy Council,LEG,017AGF
2009,1,Washington,Obesity,Appropriations,Community,Revised Code,LEG,002APP
2011,1,New York,Physical Activity,Bicycling,Community,State Workforce Fuel Reduction Conservation,LEG,005BIK
2010,1,New Mexico,Nutrition,Appropriations,School/After School,New Mexico Grown Food for School Lunches,LEG,002APP
2009,1,Florida,Physical Activity,Physical Education Requirements,Community,Healthy and Fit Florida Act,LEG,036PER
2011,1,California,Nutrition,Liability and Indemnity,School/After School,Schools and Local Public Safety Protection Act of 2011,LEG,030LAI
2011,1,New York,Nutrition,Medical Care,Community,Safe Access to Public Roads for All Users,LEG,026MEC
2009,1,Wisconsin,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Day Care Centers,LEG,021HFR
2009,1,Arizona,Nutrition,Appropriations,Community,Soft Drink Tax,LEG,002APP
2011,1,Texas,Nutrition,Fruits and Vegetables,Work Place,Interagency Obesity Council,LEG,025FAV
2007,1,Rhode Island,Nutrition,Appropriations,School/After School,High School Snacks and Beverages,LEG,002APP
2010,1,Arizona,Physical Activity,Physical Activity Requirements,School/After School,Schools and Mandatory Daily Recess,LEG,035PAR
2009,1,Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Community,Taxation,LEG,021HFR
2007,1,Louisiana,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations   <br>,LEG,017AGF
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Medical and/or Hospital,On-Call Physician Tax Credit,LEG,001AHF
2014,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Sustainable Development Principles,REG,049BED
2010,1,Maryland,Nutrition,Task Forces/Councils,Community,Income Tax Subtraction Modification,LEG,047TFC
2011,1,Massachusetts,Obesity,Appropriations,Community,Smart Growth Zoning and Housing Production,LEG,002APP
2009,1,New York,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Availability of Healthy Food on School Property,LEG,021HFR
2011,1,New York,Nutrition,Appropriations,Restaurant/Retail,Calcium Purchasing Preference Initiative,LEG,002APP
2009,1,Maine,Nutrition,Trans Fats,Community,Trans Fat,LEG,050FAT
2017,2,Vermont,Nutrition,Access to Healthy Foods,School/After School,An Act Relating to the Rozo McLaughlin Farm-to-School Program,LEG,001AHF
2010,1,California,Nutrition,Fruits and Vegetables,Early Care and Education,Budget Act of 2010,LEG,025FAV
2010,1,Maryland,Nutrition,Media Campaigns,School/After School,Board of Education,LEG,031MDC
2014,1,Washington,Nutrition,School Nutrition,Early Care and Education,The Apple a Day Act,LEG,043SNU
2011,1,Vermont,Nutrition,Appropriations,Community,Blue Ribbon Tax Structure Commission,LEG,002APP
2011,1,Texas,Nutrition,School Nutrition,School/After School,Sweetened Beverages Tax,LEG,043SNU
2011,1,Minnesota,Physical Activity,Public Safety,Community,Economic Development,LEG,039SAF
2011,1,Maine,Nutrition,Appropriations,School/After School,Food and Beverage Standards,LEG,002APP
2012,1,Illinois,Nutrition,Initiatives and Programs,School/After School,Resolution,LEG,053INP
2009,1,Maine,Physical Activity,Incentives,Work Place,Wellness Tax Credit,LEG,029INC
2009,1,New Jersey,Obesity,Media Campaigns,Community,Childhood Obesity Prevention,LEG,031MDC
2010,1,Rhode Island,Obesity,Menu Labeling,Community,Towns & Cities,LEG,032MNL
2013,1,Texas,Nutrition,Point of Purchase Promotion,Community,An Act Relating to the Operation and Administration of the Supplemental Nutrition Assistance Program,LEG,037POP
2010,1,District of Columbia,Physical Activity,Built Environment and Street-Scale Design,Restaurant/Retail,Bellevue Small Area Action Plan,LEG,049BED
2010,1,Maryland,Physical Activity,Bicycling,Community,State Highway Administration,LEG,005BIK
2009,1,New York,Obesity,Access to Drinking Water,Community,Governor's Council on Physical Fitness,LEG,014ADW
2011,1,District of Columbia,Nutrition,Farm Direct Foods,Work Place,Workplace Wellness,LEG,015FDF
2009,1,Massachusetts,Obesity,Appropriations,Community,Transportation System Modernization,LEG,002APP
2009,1,Ohio,Physical Activity,Built Environment and Street-Scale Design,School/After School,Transportation Innovation Authorities,LEG,049BED
2010,1,New York,Physical Activity,Incentives,Community,Tax Credit for Qualified Expenses,LEG,029INC
2011,1,Wisconsin,Nutrition,Medical Care,Community,Failure-to-Yield Violations,LEG,026MEC
2004,1,New Jersey,Obesity,Appropriations,Community,Traffic Calming Measures,LEG,002APP
2012,1,Kentucky,Physical Activity,Incentives,Work Place,Healthy Lifestyles<br>,LEG,029INC
2009,1,Minnesota,Obesity,Food Restrictions,School/After School,Employment,LEG,020FOR
2010,1,California,Obesity,Appropriations,School/After School,Education: Physical Education,LEG,002APP
2011,2,Massachusetts,Obesity,Health Insurance Coverage,School/After School,An Act Making Appropriations,LEG,028HIC
2011,1,Massachusetts,Physical Activity,Physical Education Requirements,School/After School,Teaching of Health Education in Schools,LEG,036PER
2010,1,California,Physical Activity,Public Transportation,Community,Housing: Construction Loans,LEG,040TRS
2009,1,Vermont,Nutrition,Incentives,Community,Meals and Rooms Tax,REG,029INC
2011,1,Maryland,Obesity,Appropriations,School/After School,Maryland Combating Childhood Obesity Grant Program,LEG,002APP
2011,1,Montana,Nutrition,Agriculture and Farming,Restaurant/Retail,Appropriations by Budget Amendment,LEG,017AGF
2003,1,Maine,Physical Activity,Incentives,Community,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,029INC
2012,1,Rhode Island,Nutrition,Incentives,Community,Tax on Sugar Sweetened Beverages<br>,LEG,029INC
2015,2,Michigan,Obesity,Initiatives and Programs,Community,A resolution to declare May 2015 as Childhood Obesity Awareness Month in the state of Michigan.,LEG,053INP
2009,1,Iowa,Nutrition,Medical Care,Community,Operation of Bicycles,LEG,026MEC
2009,1,Pennsylvania,Physical Activity,Bicycling,Community,Parks,LEG,005BIK
2011,1,Iowa,Nutrition,Agriculture and Farming,Community,Federal and Other Nonstate Funding,LEG,017AGF
2011,1,Maine,Nutrition,Access to Healthy Foods,Community,Food Projects and State Funding,LEG,001AHF
2010,1,District of Columbia,Nutrition,Incentives,Community,Supermarket Tax Abatement,LEG,029INC
2010,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation Trust Fund,LEG,049BED
2011,1,Georgia,Physical Activity,Public Transportation,Community,Supplemental Appropriations,LEG,040TRS
2011,1,Kentucky,Obesity,Food Restrictions,School/After School,Executive Branch Budget Bill Amendment,LEG,020FOR
2009,1,West Virginia,Nutrition,Appropriations,Community,Sales Tax on Food,LEG,002APP
2009,1,New York,Nutrition,Farm Direct Foods,School/After School,Foods and Beverages on School Property,LEG,015FDF
2009,1,Kentucky,Physical Activity,Pedestrians/Walking,Community,Bicycle And Pedestrian Safety,LEG,052PED
2009,1,Hawaii,Nutrition,School Nutrition,Community,Hawaii Grown Produce,LEG,043SNU
2007,1,New Mexico,Nutrition,Appropriations,Community,An Act Making Appropriations <br>,LEG,002APP
2011,1,Connecticut,Nutrition,Fruits and Vegetables,Community,Certified Farmers Markets,LEG,025FAV
2011,1,New Jersey,Physical Activity,Incentives,Community,Economic Stimulus Act,LEG,029INC
2009,1,Colorado,Physical Activity,Bicycling,Community,Bicycling Trails,LEG,005BIK
2005,1,Utah,Obesity,Initiatives and Programs,School/After School,House Joint Resolution<br>,LEG,053INP
2011,1,Texas,Obesity,Disparities/Equity,School/After School,Unstructured Activity Requirements for Students,LEG,013DEQ
2010,1,Florida,Nutrition,Medical Care,Community,Metropolitan Planning Organizations,LEG,026MEC
2010,1,Maryland,Physical Activity,Built Environment and Street-Scale Design,Community,State Highway Administration,LEG,049BED
2001,1,California,Nutrition,Medical Care,Community,Land Use: Energy Conservation,LEG,026MEC
2012,1,New York,Nutrition,Agriculture and Farming,Community,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,017AGF
2011,1,Nevada,Nutrition,Access to Healthy Foods,Restaurant/Retail,Fee on Sales by Fast Food Businesses,LEG,001AHF
2003,1,Louisiana,Nutrition,Food Policy Councils,Restaurant/Retail,Limits Liability for Certain Foods and Beverages,LEG,022FPC
2011,1,Massachusetts,Nutrition,Farmers Markets,Restaurant/Retail,Labeling of Food,LEG,016FAM
2005,1,California,Physical Activity,Public Safety,Community,Senate Concurrent resolution                 <br>,LEG,039SAF
2009,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Financing of State and Local Government,LEG,052PED
2009,1,New York,Physical Activity,Public Transportation,Community,Bus Rapid Transit Program,LEG,040TRS
2011,1,Minnesota,Nutrition,Access to Healthy Foods,Medical and/or Hospital,Agriculture,LEG,001AHF
2009,1,Oregon,Obesity,Appropriations,Community,Financing for Transportation Projects,LEG,002APP
2011,1,Georgia,Nutrition,Liability and Indemnity,Community,Supplemental Appropriations,LEG,030LAI
2011,1,Minnesota,Nutrition,Access to Healthy Foods,Community,Agriculture,LEG,001AHF
2009,1,Michigan,Obesity,Appropriations,Community,Development Projects,LEG,002APP
2011,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,Livable Communities,LEG,006BMI
2011,1,Mississippi,Nutrition,Trans Fats,Community,Exercise Equipment Retail Sales Tax,LEG,050FAT
2009,1,Connecticut,Nutrition,Medical Care,Community,Bonds,LEG,026MEC
2005,1,Delaware,Obesity,Appropriations,School/After School,Statewide Health Advisory Council,LEG,002APP
2011,1,Vermont,Obesity,Appropriations,Community,Government Product Purchases,LEG,002APP
2010,1,Utah,Obesity,Body Mass Index (BMI),Community,New Fiscal Year Appropriations Act,LEG,006BMI
2010,1,Massachusetts,Nutrition,Farmers Markets,Community,Fiscal Year 2011 Budget,LEG,016FAM
2011,1,West Virginia,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Soft Drinks Tax,LEG,046SSB
2009,1,Alabama,Nutrition,Farm Direct Foods,Community,State Branch Appropriations,LEG,015FDF
2011,1,New York,Nutrition,Fruits and Vegetables,Community,School Districts Purchase of Food Products,LEG,025FAV
2013,1,Montana,Nutrition,Appropriations,Community,An Act Creating the Farm-to-School Grant Program,LEG,002APP
2009,1,Minnesota,Physical Activity,Public Safety,Community,Transportation,LEG,039SAF
2003,1,Texas,Physical Activity,Disabilities,Community,An Act Relating to the Provision of Health and Human Services <br>,LEG,011DIS
2009,1,Illinois,Obesity,Appropriations,Community,Fiscal Year 2010 Budget,LEG,002APP
2011,1,Hawaii,Physical Activity,School Siting,School/After School,Capital Improvement Projects for the Benefit of the Fir,LEG,042SIT
2009,1,Nevada,Physical Activity,Bicycling,Community,Bicycles on Public Roads,LEG,005BIK
2010,1,New York,Nutrition,Farmers Markets,Community,Commissioner of Economic Development,LEG,016FAM
2011,1,Indiana,Nutrition,Disparities/Equity,Community,Local Food and Farm Task Force,LEG,013DEQ
2013,4,Rhode Island,Nutrition,Nutrition Standards,Early Care and Education,Child  Care Programs,REG,010NUS
2010,1,Indiana,Obesity,Appropriations,Community,Bicycles and Traffic Safety,LEG,002APP
2009,1,Nebraska,Nutrition,Farm Direct Foods,School/After School,Farm Commodities Study,LEG,015FDF
2011,1,Colorado,Nutrition,Vending,Restaurant/Retail,Sales Tax Exemption for Soft Drinks,LEG,051VEN
2009,1,Minnesota,Physical Activity,Bicycling,Community,Transportation,LEG,005BIK
2005,1,Illinois,Physical Activity,Access to Recreational Opportunities,Community,Physical Fitness Services Act Technical Change,LEG,004ARO
2010,1,Illinois,Nutrition,Farm Direct Foods,Restaurant/Retail,Task Force on Farmers Markets,LEG,015FDF
2011,1,Maine,Nutrition,Food Security,Restaurant/Retail,Menu Labeling Laws,LEG,023FOS
2011,1,Texas,Physical Activity,Pedestrians/Walking,Community,Creation of Harris County Improvement District No 22,LEG,052PED
2011,1,New Mexico,Nutrition,Farm Direct Foods,Community,Local Food Systems,LEG,015FDF
2013,3,Oregon,Nutrition,Food Assistance Programs,School/After School,Grants Awarded to Schools for Food Programs,LEG,003FAP
2012,3,California,Nutrition,Farm Direct Foods,Community,Food Literacy Awareness Month,LEG,015FDF
2009,1,Florida,Physical Activity,Public Transportation,Community,Growth Management,LEG,040TRS
2010,1,Rhode Island,Physical Activity,Public Transportation,Community,Designated Pending Legislation,LEG,040TRS
2011,1,Connecticut,Nutrition,Vending,School/After School,Sale of Candy in Public School Vending Machines,LEG,051VEN
2009,1,Montana,Nutrition,Farm Direct Foods,Community,Federal Community Development Block Grant Program,REG,015FDF
2010,1,California,Physical Activity,Physical Education Requirements,School/After School,Education: Physical Education,LEG,036PER
2015,1,New York,Physical Activity,Bicycling,Restaurant/Retail,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,005BIK
2009,1,Arkansas,Nutrition,Appropriations,Community,Department of Human Services,LEG,002APP
2014,4,District of Columbia,Nutrition,Food Policy Councils,Community,Food Policy Council,LEG,022FPC
2011,1,Georgia,Nutrition,Appropriations,School/After School,Supplemental Appropriations,LEG,002APP
2010,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,School/After School,School Transportation in Hazardous Routes,LEG,049BED
2009,1,Missouri,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation Issues,LEG,049BED
2011,1,Texas,Nutrition,Access to Healthy Foods,Community,Advisory Committee to Study Urban Farming,LEG,001AHF
2010,1,New York,Physical Activity,Access to Recreational Opportunities,Community,State Fiscal Plan Implementation,LEG,004ARO
2010,1,Florida,Obesity,Front of Package Labeling,Restaurant/Retail,Prevention of Obesity,LEG,024FOP
2010,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,Passing a Bicycle on a Roadway,LEG,049BED
2001,1,Arkansas,Nutrition,Food Assistance Programs,Community,Area Agency on Aging Capital Improvement,LEG,003FAP
2010,1,Pennsylvania,Nutrition,Appropriations,School/After School,Value Added Assessments and Dropout Prevention,LEG,002APP
2007,1,South Carolina,Nutrition,Nutrition Standards,School/After School,Senate Concurrent Resolution<br>,LEG,010NUS
2011,1,Tennessee,Physical Activity,Physical Activity Requirements,School/After School,Education,LEG,035PAR
2011,1,Florida,Physical Activity,Bicycling,School/After School,Growth Management,LEG,005BIK
2010,1,Kansas,Nutrition,Appropriations,Community,Food Security Task Force,LEG,002APP
2009,1,New York,Obesity,Menu Labeling,Community,Restaurants and Food Establishment and Caloric Value,LEG,032MNL
2010,1,Illinois,Obesity,Appropriations,School/After School,Standards for Award of Grants: School Construction,REG,002APP
2010,1,Indiana,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycles and Traffic Safety,LEG,049BED
2012,1,Georgia,Nutrition,Farm Direct Foods,Community,An Act Relating to Farm-to-School Programs.<br>,LEG,015FDF
2007,1,Iowa,Nutrition,Appropriations,Community,Relating To And Making Appropriations Involving St,LEG,002APP
2007,1,Rhode Island,Obesity,Appropriations,School/After School,Student Investment Initiative,LEG,002APP
2015,1,Texas,Physical Activity,Initiatives and Programs,Community,Department of Education Initiatives,LEG,053INP
2011,1,Missouri,Obesity,Food Restrictions,Restaurant/Retail,Specified Farm Products Tax and Use Exemption,LEG,020FOR
2007,1,Tennessee,Nutrition,Initiatives and Programs,Community,House Joint Resolution,LEG,053INP
2012,1,District of Columbia,Nutrition,Initiatives and Programs,School/After School,"To Enact and Amend, on an Emergency Basis, Provisions of Law Necessary to Support the Fiscal Year 2013 Budget.<br>",LEG,053INP
2007,1,Alaska,Nutrition,Correctional Facilities Farms Programs,Community,An Act Making Appropriations <br>,LEG,018CFP
2010,1,New Jersey,Physical Activity,Public Transportation,Community,Smart Housing Incentives Act,LEG,040TRS
2011,1,Massachusetts,Physical Activity,"Parks, Recreation and Trails",Community,Leo Martin Golf Course,LEG,034PRT
2009,1,California,Nutrition,Fruits and Vegetables,Community,Budget Act of 2009,LEG,025FAV
2007,1,California,Physical Activity,Physical Activity Requirements,School/After School,Assembly Concurrent Resolution   <br>,LEG,035PAR
2010,1,California,Nutrition,Nutrition Standards,Community,Budget Act of 2010,LEG,010NUS
2009,1,Minnesota,Nutrition,Media Campaigns,Community,Cultural Heritage,LEG,031MDC
2011,1,Oregon,Physical Activity,Bicycling,Community,Unsafe Operation of a Bicycle,LEG,005BIK
2011,1,California,Obesity,Appropriations,Community,State Planning,LEG,002APP
2009,1,Minnesota,Obesity,Appropriations,School/After School,Education,LEG,002APP
2007,1,Texas,Nutrition,Nutrition Standards,School/After School,Department of Agriculture,LEG,010NUS
2010,1,New York,Physical Activity,Public Safety,Community,Blighted Property Definition,LEG,039SAF
2012,1,Iowa,Physical Activity,Task Forces/Councils,Community,An Act Relating to Programs and Activities under the Purview of the State Department of Health<br>,LEG,047TFC
2009,1,Florida,Obesity,Appropriations,Community,Healthy and Fit Florida Act,LEG,002APP
2009,1,New York,Nutrition,Fruits and Vegetables,School/After School,Nutritional Standards in Public Schools,LEG,025FAV
2010,1,Utah,Obesity,Appropriations,Community,Traffic Code,LEG,002APP
2010,1,Mississippi,Nutrition,School Nutrition,School/After School,State Board Policy 4011,REG,043SNU
2005,1,California,Obesity,Appropriations,Community,Transportation: Bicycles,LEG,002APP
2011,1,Texas,Obesity,Food Restrictions,School/After School,Trans Fat Restrictions on School Districts,LEG,020FOR
2011,1,Iowa,Obesity,Food Restrictions,Community,Local Foods,LEG,020FOR
2010,1,Rhode Island,Nutrition,Food Security,Restaurant/Retail,Food and Drugs,LEG,023FOS
2010,1,Vermont,Nutrition,Healthier Food Retail and Food Deserts,Community,Smart Taxes,LEG,021HFR
2010,1,Michigan,Nutrition,Trans Fats,Community,Public Transit,LEG,050FAT
2009,1,New Jersey,Obesity,Appropriations,Community,Smart Housing Incentives Act,LEG,002APP
2011,1,Missouri,Nutrition,Food Assistance Programs,Medical and/or Hospital,Consolidated Health Care Plan Limitations,REG,003FAP
2009,1,Missouri,Nutrition,Appropriations,Community,Commission on Prevention and Management of Obesity,LEG,002APP
2011,1,Tennessee,Nutrition,Access to Healthy Foods,Community,Local Government,LEG,001AHF
2011,1,Hawaii,Physical Activity,Incentives,Work Place,Tax Credits,LEG,029INC
2011,1,Michigan,Nutrition,Food Assistance Programs,Community,Omnibus Budget,LEG,003FAP
2010,1,Rhode Island,Obesity,Appropriations,Work Place,Health Insurance,LEG,002APP
2011,1,Idaho,Nutrition,Agriculture and Farming,Community,Local Land Use Planning and Production,LEG,017AGF
2009,1,Michigan,Physical Activity,Incentives,Community,Fitness Credit,LEG,029INC
2010,1,Minnesota,Physical Activity,Public Transportation,Community,Capital Investment,LEG,040TRS
2007,1,Washington,Nutrition,Liability and Indemnity,Community,Operating Appropriations,LEG,030LAI
2011,1,Vermont,Nutrition,Appropriations,Community,Green Mountain Care,LEG,002APP
2010,1,Oklahoma,Nutrition,Agriculture and Farming,Restaurant/Retail,Public Health And Safety,LEG,017AGF
2012,3,Iowa,Nutrition,Initiatives and Programs,Community,Maternal and Child Health Program<br>,REG,053INP
2011,1,New Hampshire,Obesity,Appropriations,Community,Franconia Notch Forest Reservation,LEG,002APP
2011,1,Indiana,Obesity,Health Insurance Coverage,Medical and/or Hospital,Basic Health Insurance Coverage,LEG,028HIC
2011,1,Maine,Obesity,Appropriations,Community,Farm and Fish to School Program,LEG,002APP
2013,1,Texas,Physical Activity,Initiatives and Programs,Community,An Act Relating to a Nutrition and Wellness Education Pilot Program for Certain Recipients of Certain State Benefits,LEG,053INP
2005,1,Colorado,Nutrition,Correctional Facilities Farms Programs,Community,Obesity Treatment Under Medicaid,LEG,018CFP
2010,1,District of Columbia,Physical Activity,Bicycling,Community,Use Category Regulations,REG,005BIK
2011,1,Virginia,Nutrition,Medical Care,Community,US Route 1 Corridor Study,LEG,026MEC
2011,1,Tennessee,Nutrition,Farm Direct Foods,Community,Taxes,LEG,015FDF
