UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
3444,Stockport Council,151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,-,-,-,-,-,-,-,-,-,-,-,"CGL (CHANGE, GROW, LIVE)",Various,03861209,BN1 1YR,Stockport- Services to People
3444,Stockport Council,151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,-,-,-,-,-,-,-,-,-,-,-,Pennine Care NHS Foundation Trust,NHS,8436885,OL6 7SR,Stockport- Services to People
3457,Stockport Council,171113-Education : Library Books : ,Supply & Servicing of materials to Public Library Authorities Lot 7 Government Info,Call Off (Internal),Contract,01/04/2013,74,74,31/05/2019,Yes,31/05/2019,29/08/2018,"Â£7,500.00","Â£46,250.00",Dandy Booksellers,SME,4846829,NW6 7UP,Stockport- Corporate & Support Services
3464,Stockport Council,191600-Facilities & Management Services : Printing : ,"Election Printing Services (Poll Cards & Delivery, Postal Vote Packs, Ballot Papers, and IER Materials (Canvass, BAU, Misc., and Printing & Processing of Data))",Call Off (Internal),Contract,08/01/2015,36,48,07/01/2019,Yes,07/01/2019,07/10/2018,"Â£55,000.00","Â£220,000.00",Electoral Reform Services Ltd ,Large,02263092,N8 0NW,Stockport- Corporate & Support Services
3493,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Paris - Electronic income system,Exemption,Contract,15/10/2016,36,36,14/10/2019,No,14/10/2019,01/04/2019,"Â£13,018.00","Â£39,054.00",Northgate Public Services (UK) Ltd,Large,968498,HP2 4NN,Stockport- Corporate & Support Services
3494,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,ITSM Case Management System,Exemption,Contract,01/10/2016,36,36,30/09/2019,No,30/09/2019,01/04/2019,"Â£16,235.00","Â£48,705.00",Freshservice,Large,09338697,W1F 9PP,Stockport- Corporate & Support Services
3505,Stockport Council,171113-Education : Library Books : ,INFO ONLY - See UID 565 for main contract : Supply & Servicing of materials to Public Library Authorities Lots 1 Adult Non-Fict/Lot 2 Adult Fict/Lot 4 Music/Lot 5 DVD Comp Games/Lot 6 Reference SO,OJEU Tender,Contract,01/06/2015,48,48,31/05/2019,Yes,31/05/2019,29/08/2018,"Â£241,039.00","Â£964,156.00",Askews and Holts ,SME,2745298,PR1 1SY,Stockport- Corporate & Support Services
3518,Stockport Council,171011-Education : School Services : ,Bikeability Cycle Training - Stockport ,Tender,Contract,01/04/2017,12,36,31/03/2020,Yes,31/03/2020,01/10/2017,"Â£40,400.00","Â£121,200.00",BikeRight! Ltd,SME,5742951,M11 2NA,Stockport- Services to People
3522,Stockport Council,201300-Financial Services : Cash Collection : ,Cash Collection  ,Call Off (External),Framework Agreement,01/08/2017,29,41,31/12/2019,No,31/12/2020,01/06/2019,"Â£27,200.00","Â£92,933.00",Security Plus ,Medium,1325489,ST14 7TQ,Stockport- Corporate & Support Services
3524,Stockport Council,171113-Education : Library Books : ,INFO ONLY - See UID 565 for main contract : Supply & Servicing of materials to Public Library Authorities Lots 3 Children's,OJEU Tender,Contract,01/06/2015,48,48,31/05/2019,Yes,31/05/2019,29/08/2018,"Â£105,809.53","Â£423,238.12",Peters Bookselling Service,SME,2452340,B5 6RJ,Stockport- Corporate & Support Services
3545,Stockport Council,321111-Social Community Care Supplies & Services - Children : Specialist Needs : Adoption Services,Inter country adoption pre-assessment service,Tender,Contract,01/04/2017,36,36,31/03/2020,No,31/03/2020,01/11/2018,"Â£15,000.00","Â£45,000.00",IAC Adoption Centre,Other,1067313,EN5 4HZ,Stockport- Services to People
3569,Stockport Council,"391411-Works - Construction, Repair & Maintenance : Roads : Repair & Maintenance",Travis Brow Link Road Scheme,Tender,Contract,01/08/2017,28,28,30/11/2019,No,30/11/2019,01/03/2019,"Â£3,358,489.00","Â£7,836,476.00",John Graham Construction LTD,Large,390813838,BT26 6HX,Stockport- Services to Place
3591,Stockport Council,209999-Financial Services : Not Elsewhere Classified : ,CFO Insight subscription,Exemption,Contract,20/01/2017,36,36,19/01/2020,No,19/01/2020,20/01/2018,"Â£10,000.00","Â£30,000.00",Grant Thornton UK LLP,Large,OC307742 ,NN4 7YE,Stockport- Corporate & Support Services
3608,Stockport Council,271440-Information Communication Technology : Software : ,Policy Compliance Software,Quote,Contract,05/01/2017,36,36,04/01/2020,No,04/01/2020,04/10/2019,"Â£10,175.00","Â£30,525.00",NetConsent Limited,SME,5055559,GU51 2UZ,Stockport- Corporate & Support Services
3613,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Community Learning Disability Service Contract,Tender,Contract,01/04/2012,60,72,31/03/2018,Yes,31/03/2018,08/08/2017,"Â£932,013.00","Â£5,592,078.00",Pennine Care NHS Foundation Trust,NHS,8436885,OL1 1PF,Stockport- Services to People
3619,Stockport Council,271440-Information Communication Technology : Software : ,Collection HQ,Exemption,Contract,01/04/2017,36,36,31/03/2020,No,31/03/2020,25/04/2019,"Â£8,749.00","Â£26,247.00",Bridgeall Libraries Ltd,SME,SC297736,G52 4RU,Stockport- Corporate & Support Services
3630,Stockport Council,271420-Information Communication Technology : Services : Online Services,Customer Relationship Management Upgrade and Support,Exemption,Contract,01/04/2017,36,36,31/03/2020,No,31/03/2020,01/04/2019,"Â£28,475.00","Â£116,445.00",Kana Software Ireland Limited,SME,FC033186,BT3 9DT,Stockport- Corporate & Support Services
3633,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Special Educational Needs Mediation and Disagreement Resolution Service,Quote,Contract,01/04/2017,24,24,31/03/2019,Yes,31/03/2019,28/11/2018,"Â£10,000.00","Â£20,000.00",Essential Mediation,SME,7732735,MK9 2BE,Stockport- Services to People
3645,Stockport Council,201800-Financial Services : Insurance : ,"Insurance: Lot 1: Property Related, Lot 2: Property Owners, Lot 7: Motor - SMBS/SSK, Lot 8: Motor - SHL), Lot 9: Personal Accident, Lot 10: Engineering Combined, & Lot 11: Crime (FG)",OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,11/01/2019,"Â£589,442.21","Â£2,947,211.05",Zurich Insurance plc (UK Branch) t/a Zurich Municipal,Large,BR07985,PO15 7JZ,Stockport- Corporate & Support Services
3655,Stockport Council,271501-Information Communication Technology : Services : ,Planning Policy system ,Quote,Contract,01/03/2017,12,12,28/02/2018,No,28/02/2018,01/11/2017,"Â£9,459.09","Â£9,459.09",Objective Corporation UK Limited ,SME,03965318,SL6 8XD,Stockport- Corporate & Support Services
3694,Stockport Council,271699-Information Communication Technology : Telecommunications : ,Mobile and Voice Data Aggregation (NFC60),Mini Competition (External),Contract,01/04/2017,36,60,31/03/2020,No,31/03/2022,01/01/2019,"Â£96,229.79","Â£481,148.95",Everything Everywhere (EE),Large,02382161,AL10 9BW,Stockport- Corporate & Support Services
3704,Stockport Council,321015-Social Community Care Supplies & Services - Adult : Sheltered Accommodation : ,LD Supported Living Service (103.12 - phase 10),Call Off (Internal),Contract,03/07/2017,36,48,02/07/2020,No,02/07/2021,01/01/2020,"Â£610,017.00","Â£1,807,300.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3726,Stockport Council,201200-Financial Services : Banking : ,Pre Payment Cards ,Call Off (External),Contract,01/08/2017,36,48,31/07/2020,Yes,31/07/2021,31/07/2019,"Â£12,990.00","Â£45,000.00",Pre Paid Financial  Services,Large,06337638,W1B 3AT,Stockport- Corporate & Support Services
3730,Stockport Council,271440-Information Communication Technology : Software : ,ebulk solution: Hosted Electronic Solution for the Administration of Disclosure and Barring Service,Exemption,Contract,11/04/2017,12,12,10/04/2018,No,10/04/2018,01/01/2018,"Â£8,500.00","Â£8,500.00",Kent County Council,Large,Supplier does not have company number,ME14 1XQ,Stockport- Corporate & Support Services
3735,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Regional Adoption Agency - Birth Parent Support,Tender,Contract,01/07/2017,27,39,30/09/2019,No,30/09/2020,12/05/2018,"Â£50,000.00","Â£150,000.00",After Adoption,Medium,2545535,M15 4JJ,Stockport- Services to People
3740,Stockport Council,271501-Information Communication Technology : Services : ,Integrated Library Management system,Exemption,Contract,01/04/2017,32,32,24/12/2019,No,24/12/2019,01/01/2019,"Â£22,500.00","Â£60,000.00",Civica UK Ltd,Large,01628868,SW15 6AR,Stockport- Services to Place
3770,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,"Enterprise Licence  - Confirm Connect, Confirm Workzone and Strategic Asset Management modules.",Exemption,Contract,01/06/2017,12,12,31/05/2018,No,31/05/2018,01/01/2018,"Â£87,320.00","Â£87,320.00",Pitney Bowes Software Europe Ltd,Medium,01977325,AL10 9UJ,Stockport- Services to Place
3805,Stockport Council,311600-Healthcare : Services : ,"GP and Pharmacy Services including NHS Health Checks, Smoking Cessation and Sexual Health",Local Services,Contract,01/04/2017,24,24,31/03/2019,No,31/03/2019,01/05/2018,"Â£87,700.00","Â£175,400.00",Any GP or Pharmacy within the borough of Stockport,-,-,-,Stockport- Services to People
3819,Stockport Council,182012-Environmental Services : Waste Management : Recycling,Recycling and Environmental Campaign,Tender,Contract,01/09/2017,24,24,31/08/2019,No,31/08/2019,31/03/2019,"Â£100,000.00","Â£100,000.00",Keep Britain Tidy,Medium,6642111,WN3 8AR,Stockport- Services to Place
3822,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Agency and Interim Arrangements,Mini Competition (External),Contract,20/12/2016,37,37,28/01/2020,No,28/01/2021,28/01/2018,"Â£1,400,000.00","Â£5,600,000.00",Reed Specialist Recruitment Limited,Large,06903140 ,WC2A 1DT,Stockport- Services to People
3841,Stockport Council,361000-Public Transport : Fleet Management : ,Stockport Car Club,Mini Competition (External),Framework Agreement,17/03/2017,12,24,17/07/2018,Yes,17/07/2019,31/10/2018,"Â£24,000.00","Â£48,000.00",City Car Club Limited Trading as Enterprise Car Club,Small,2946689,TW20 9FB,Stockport- Corporate & Support Services
3847,Stockport Council,301200-Mail Services : Postage : ,External Mailing Service,Call Off (External),Contract,01/05/2017,24,48,30/04/2019,No,30/04/2021,01/01/2019,"Â£100,000.00","Â£400,000.00",Whistl Ltd,Large,4417047,SL7 1TB,Stockport- Corporate & Support Services
3876,Stockport Council,271440-Information Communication Technology : Software : ,"Provision of PSN Services, procurement via CSS framework",Call Off (External),Contract,01/06/2017,12,24,31/05/2018,Yes,31/05/2019,28/01/2019,"Â£13,000.00","Â£26,000.00",Vodafone UK,Large,1471587,M22 5RR,Stockport- Corporate & Support Services
3877,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Annual Support & Maintenance for Pitney Bowes Confirm Solution,Exemption,Contract,05/06/2017,24,24,04/06/2019,No,04/06/2019,01/08/2018,"Â£76,636.80","Â£153,273.60",Pitney Bowes Software Europe Ltd,Medium,01977325,AL10 9UJ,Stockport- Services to Place
3915,Stockport Council,271501-Information Communication Technology : Services : ,Revenues & Benefits Outbound Mail Services,Call Off (External),Contract,01/10/2017,24,48,30/09/2019,No,30/09/2021,01/11/2018,"Â£104,012.00","Â£208,024.00",DSI Billing,Medium,3823171,RM9 6BF,Stockport- Corporate & Support Services
3949,Stockport Council,271440-Information Communication Technology : Software : ,System training and data migration - Adopters to Adoption Counts (Regional Adoption Agency). ,Exemption,Contract,01/06/2017,12,12,31/05/2018,No,31/05/2018,03/01/2018,"Â£36,000.00","Â£36,000.00",Social Care Network Solutions Ltd,Micro,03223082,M1 2HF,Stockport- Services to People
3961,Stockport Council,171100-Education : Supplies : ,Stockport Local Assistance Scheme ,Exemption,Contract,01/07/2017,24,36,30/06/2019,No,30/06/2020,31/03/2019,"Â£25,000.00","Â£75,000.00",F R Monkhouse,Small,"
3861224 ",SK3 0AN   ,Stockport- Services to People
3981,Stockport Council,271440-Information Communication Technology : Software : ,Zinio / eMagazines,Call Off (External),Contract,01/07/2017,12,12,30/06/2018,No,30/06/2018,05/01/2018,"Â£2,000.00","Â£2,000.00",W.F.Howe,Small,3662159,LE7 4YH,Stockport- Corporate & Support Services
4011,Stockport Council,151000-Consultancy : Business : ,FOOD & BEVERAGE SECTOR DEVELOPMENT SUPPORT,Tender,Contract,11/09/2017,12,24,10/09/2018,No,10/09/2019,01/05/2018,"Â£40,000.00","Â£80,000.00",FoodSync,Small,10259059,SK1 1EU,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,OJEU Tender,Contract,29/01/2014,120,180,28/01/2024,No,28/01/2029,28/01/2023,"Â£46,000,000.00","Â£695,000,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,Carillion PLC,Large,3782379,WV3 0SR,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,CBRE Limited,Large,3536032,EC4M 7HP,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,"Carillion(AMBS) Ltd, ",Large,SC020258,G72OFT,Stockport- Services to Place
4017,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Multi-functional devices (MFDÂs) ,Mini Competition (External),Contract,18/11/2017,60,84,17/11/2022,No,17/11/2024,01/04/2022,"Â£215,000.00","Â£1,505,000.00",Xerox (UK) Ltd,Large,00330754,UB8 1HS,Stockport- Corporate & Support Services
4029,Stockport Council,321600-Social Community Care Supplies & Services - Adult : Domiciliary Care : Reablement,"Home Support Â W.I.R.E (Wellbeing, Independence, Responsive Ethical)",Tender,Contract,02/10/2017,12,24,01/10/2018,No,01/10/2019,01/07/2018,"Â£220,000.00","Â£440,000.00",New Hope Limited,Medium,5710864,B68 8AE,Stockport- Services to People
4030,Stockport Council,321600-Social Community Care Supplies & Services - Adult : Domiciliary Care : Reablement,Better at Home,Tender,Contract,02/10/2017,12,24,01/10/2018,No,01/10/2019,01/07/2018,"Â£220,000.00","Â£440,000.00",Smartway Health and Social Care Limited,SME,9781594,OL6 6LB,Stockport- Services to People
4048,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Independent Author and Chair for Safeguarding ,Quote,Contract,13/06/2017,12,12,12/06/2018,No,12/06/2018,01/02/2018,"Â£5,670.00","Â£5,670.00",David Hunter,Sole Trader,N/a,HU13 9BP,Stockport- Services to People
4050,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Emergency Overnight Respite Care and Support ,Quote,Contract,01/08/2017,12,12,31/07/2018,No,31/07/2018,31/03/2018,"Â£5,097.00","Â£5,097.00",GS Social Care Group,Small,5807913,BB6 7AB,Stockport- Services to People
4054,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,StockportÂs GMSF Strategic Site Allocations - Viability and Delivery Assessments,Quote,Contract,28/09/2017,12,12,27/09/2018,No,27/09/2018,,"Â£77,000.00","Â£77,000.00",Barton Willmore LLP,Medium,OC342692,M3 3BZ,Stockport- Services to Place
4067,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,OJEU Tender,Framework Agreement,01/09/2014,48,48,30/08/2018,Yes,30/08/2018,03/06/2018,"Â£61,500.00","Â£246,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,1ARK Project Ltd,Small,9353185,HD1 4DX,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Access to Care Limited,Small,5867774,BL6 4GF,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Aftercare the Next Step Ltd,Small,6906555,L15 1HW,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Altum Residential Care Ltd,Small,8232494,M26 2GB,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,AMJ Support Services ,Small,8587306,L19 0NQ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Aspirations T/A The Leaving Care Company,Small,7155317,GL3 1JZ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Bedspace Resource Ltd,Medium,4457083,PR2 2YS,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Calico Enterprise Limited,Medium,6329047,BB11 2ED,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Changes Support Limited,Micro,9955736,M24 1JT,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Child Action North West,Medium,820660,BB1 9LL,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Continuum Support - Care Services Ltd,Small,8517549,WA8 9DX,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Depaul uk,Medium,2440093,SE1 4QQ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Fresh Start Independence Project Ltd,Small,8078975,M32 8DP,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Fusion  Care Ltd ,Small,6925209,BL9 7BD,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Hexagon Care,Small,8885676,PR2 2YQ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Horizon Semi Independent Support,Micro,9972851,OL9 8NS,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Independent Living Services (North West ) Ltd. T/A as Homescope,Medium,5575883,WA10 3HX,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Inspire Community Services ,Small,8861712, WA10 1AJ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Intact Projects  ,Micro,7113611,SK4 2LL,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Just ONE Recruitment and Training Limited,Small,5106263,L19 0NQ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Lyn Moir T/A Davlin,Micro,Sole Trader,BB1 1QF,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Manchester Settlement,Small,241676,M11 1JG,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,MoCoCo House - (Middlwich Community Church),Small,1051786 (charity),CW10 0JG,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Moving Up Care Limited ,Small,7052529,WA1 2NL,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Next Stage Â A Way Forward Ltd,Medium,7914701,BL5 3QJ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Next Step Care Management Ltd,Small,3309968,SE8 4AG,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Nexus Assist  ,Micro,9480022,WF13 4LZ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Northern Community Pathways Limited,Small,9318197,FY5 1RP,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Omega Care Group Ltd,Micro,9596061,L35 2XN,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Pathway  to Prospects,Small,8831416,WA15 9TB,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Possabilities CIC,Medium,8837981,OL10 4SY,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Professional Learning Systems Ltd T/AS PLS Care,Micro,9607876,M3 4EN,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Right Step Ltd,Micro,7000398,M23 9RQ,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,The Together Trust,Large,301722,SK8 1JE,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Transition 360,Micro,9678494,HX1 2HX,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Transitional Plus Care CIC Ltd,Small,7145290,M50 3XP,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Triangle Care Ltd,Small,8897382,M4 4DE,Stockport- Services to People
4067,Stockport Council,-,-,-,-,-,-,-,-,-,-,-,-,-,Youthlinx Ltd,Micro,10154587,N1 7GU,Stockport- Services to People
4080,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary Services,Exemption,Contract,01/10/2017,24,24,30/09/2019,No,30/09/2019,31/03/2019,"Â£241,000.00","Â£482,000.00",Stockport NHS Foundation Trust ,NHS,Trust - Not Required,SK2 7JE,Stockport- Services to People
4087,Stockport Council,231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,Mini Competition (External),Contract,01/04/2018,48,60,31/03/2022,No,31/03/2023,01/10/2021,"Â£875,000.00","Â£3,500,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
4087,Stockport Council,231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,-,-,-,-,-,-,-,-,-,-,-,Marwood,Large,-,-,Stockport- Services to Place
4087,Stockport Council,231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,-,-,-,-,-,-,-,-,-,-,-,Lucy Zodian,Large,-,-,Stockport- Services to Place
4100,Stockport Council,191510-Facilities & Management Services : Portable Building Hire : ,Portable Building for Polling Stations,Quote,Contract,02/04/2018,12,48,01/04/2019,No,02/04/2022,02/12/2018,"Â£10,000.00","Â£40,000.00",A-Plant,Medium,-,WA3 6YE,Stockport- Corporate & Support Services
4107,Stockport Council,261300-Human Resources : Recruitment & Assessment : ,TEP Bursary,Exemption,Contract,01/09/2017,12,12,31/08/2018,No,31/08/2018,01/03/2018,"Â£16,950.00","Â£16,950.00",University of Sheffield,Large,RC000667,S10 2GW,Stockport- Services to People
4135,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Thesus Software Licence and Maintenance,Quote,Contract,01/04/2017,24,24,31/03/2019,No,31/03/2019,30/08/2018,"Â£24,000.00","Â£24,000.00",Cyber Media Solutions Ltd,Medium,3858761,ST18 0LQ,Stockport- Corporate & Support Services
4143,Stockport Council,271440-Information Communication Technology : Software : ,Job Evaluation Software,Exemption,Contract,16/09/2017,36,36,15/09/2020,No,15/09/2020,14/06/2020,"Â£12,620.00","Â£37,860.00",Northgate Human Resources (Northgate Arinso UK Ltd),Large,1587537,HP2 4NW,Stockport- Services to People
4150,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary and Post Mortem Services,Exemption,Contract,29/09/2017,36,132,28/09/2020,No,28/09/2028,28/06/2020,"Â£1,074,014.00","Â£11,814,154.00",Tameside General Hospital (Tameside & Glossop NHS Foundation Trust),NHS,Trust - Not Required,OL6 9RW ,Stockport- Corporate & Support Services
4159,Stockport Council,271440-Information Communication Technology : Software : ,Taxi Driver Online Knowledge Test,Quote,Contract,01/10/2017,12,48,30/09/2018,No,30/09/2021,30/09/2021,"Â£12,000.00","Â£48,000.00",Personnel Checks Limited,medium,08101751,BB1 1FB,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,OJEU Tender,DPS (Dynamic Purchasing System),01/10/2015,36,48,30/09/2019,Yes,30/09/2019,30/01/2019,-,-,Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,1ARK Project Ltd,Small,9353185,HD1 4DX,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Access to Care Limited,Small,5867774,BL6 4GF,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Aftercare the Next Step Ltd,Small,6906555,L15 1HW,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Altum Residential Care Ltd,Small,8232494,M26 2GB,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,AMJ Support Services ,Small,8587306,L19 0NQ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Aspirations T/A The Leaving Care Company,Small,7155317,GL3 1JZ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Bedspace Resource Ltd,Medium,4457083,PR2 2YS,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Calico Enterprise Limited,Medium,6329047,BB11 2ED,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Changes Support Limited,Micro,9955736,M24 1JT,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Child Action North West,Medium,820660,BB1 9LL,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Continuum Support - Care Services Ltd,Small,8517549,WA8 9DX,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Depaul uk,Medium,2440093,SE1 4QQ,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Fresh Start Independence Project Ltd,Small,8078975,M32 8DP,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,-,-,-,-,-,-,-,-,-,-,-,Fusion  Care Ltd ,Small,6925209,BL9 7BD,Stockport- Services to People
